FeatureID,PartID,X,Y,Z,KX,KY,KZ,SLB_WHI_ID
51,1,292710.481113118,9105132.02633119,0,1000,1000,100,6c30f781-2531-48bb-b804-393f6e2a560e
51,1,292806.607282712,9105104.46259561,0,1000,1000,100,6c30f781-2531-48bb-b804-393f6e2a560e
51,1,292779.04354713,9105008.33642601,0,1000,1000,100,6c30f781-2531-48bb-b804-393f6e2a560e
51,1,292682.917377536,9105035.9001616,0,1000,1000,100,6c30f781-2531-48bb-b804-393f6e2a560e
52,1,292779.04354713,9105008.33642601,0,1000,1000,100,ce7ff02d-fc70-4c6d-93ee-de8fee8bf259
52,1,292806.607282712,9105104.46259561,0,1000,1000,100,ce7ff02d-fc70-4c6d-93ee-de8fee8bf259
52,1,292902.733452306,9105076.89886003,0,1000,1000,100,ce7ff02d-fc70-4c6d-93ee-de8fee8bf259
52,1,292875.169716724,9104980.77269043,0,1000,1000,100,ce7ff02d-fc70-4c6d-93ee-de8fee8bf259
52,1,292779.04354713,9105008.33642601,0,1000,1000,100,ce7ff02d-fc70-4c6d-93ee-de8fee8bf259
53,1,292875.169716724,9104980.77269043,0,1000,1000,100,df12773b-f32c-47d5-8305-c39cfb804025
53,1,292902.733452306,9105076.89886003,0,1000,1000,100,df12773b-f32c-47d5-8305-c39cfb804025
53,1,292998.859621899,9105049.33512444,0,1000,1000,100,df12773b-f32c-47d5-8305-c39cfb804025
53,1,292971.295886318,9104953.20895485,0,1000,1000,100,df12773b-f32c-47d5-8305-c39cfb804025
53,1,292875.169716724,9104980.77269043,0,1000,1000,100,df12773b-f32c-47d5-8305-c39cfb804025
54,1,292971.295886318,9104953.20895485,0,1000,1000,100,595cabf5-15c7-4cd6-8db4-c08e1adfdfb2
54,1,292998.859621899,9105049.33512444,0,1000,1000,100,595cabf5-15c7-4cd6-8db4-c08e1adfdfb2
54,1,293094.985791493,9105021.77138886,0,1000,1000,100,595cabf5-15c7-4cd6-8db4-c08e1adfdfb2
54,1,293067.422055912,9104925.64521927,0,1000,1000,100,595cabf5-15c7-4cd6-8db4-c08e1adfdfb2
54,1,292971.295886318,9104953.20895485,0,1000,1000,100,595cabf5-15c7-4cd6-8db4-c08e1adfdfb2
55,1,291982.470454798,9105132.72014107,0,1,1,1,18518dca-1952-43a4-859b-2c1640acc51b
55,1,292010.034190379,9105228.84631067,0,1,1,1,18518dca-1952-43a4-859b-2c1640acc51b
55,1,292106.160359973,9105201.28257509,0,1,1,1,18518dca-1952-43a4-859b-2c1640acc51b
55,1,292078.596624392,9105105.15640549,0,1,1,1,18518dca-1952-43a4-859b-2c1640acc51b
55,1,291982.470454798,9105132.72014107,0,1,1,1,18518dca-1952-43a4-859b-2c1640acc51b
56,1,292078.596624392,9105105.15640549,0,1,1,1,1b330559-e852-47e4-9f0a-c0ee1c9b3227
56,1,292106.160359973,9105201.28257509,0,1,1,1,1b330559-e852-47e4-9f0a-c0ee1c9b3227
56,1,292202.286529567,9105173.71883951,0,1,1,1,1b330559-e852-47e4-9f0a-c0ee1c9b3227
56,1,292174.722793985,9105077.59266991,0,1,1,1,1b330559-e852-47e4-9f0a-c0ee1c9b3227
56,1,292078.596624392,9105105.15640549,0,1,1,1,1b330559-e852-47e4-9f0a-c0ee1c9b3227
57,1,292174.722793985,9105077.59266991,0,1,1,1,bddaa4b1-65fe-421f-8023-01123241db02
57,1,292202.286529567,9105173.71883951,0,1,1,1,bddaa4b1-65fe-421f-8023-01123241db02
57,1,292298.412699161,9105146.15510392,0,1,1,1,bddaa4b1-65fe-421f-8023-01123241db02
57,1,292270.848963579,9105050.02893433,0,1,1,1,bddaa4b1-65fe-421f-8023-01123241db02
57,1,292174.722793985,9105077.59266991,0,1,1,1,bddaa4b1-65fe-421f-8023-01123241db02
58,1,292270.848963579,9105050.02893433,0,1,1,1,a22335db-ba7a-4d09-909d-034b3c9b2026
58,1,292298.412699161,9105146.15510392,0,1,1,1,a22335db-ba7a-4d09-909d-034b3c9b2026
58,1,292394.538868755,9105118.59136834,0,1,1,1,a22335db-ba7a-4d09-909d-034b3c9b2026
58,1,292366.975133173,9105022.46519875,0,1,1,1,a22335db-ba7a-4d09-909d-034b3c9b2026
58,1,292270.848963579,9105050.02893433,0,1,1,1,a22335db-ba7a-4d09-909d-034b3c9b2026
59,1,292366.975133173,9105022.46519875,0,1,1,1,c4d52603-e6fa-46f4-9496-f94450cb9479
59,1,292394.538868755,9105118.59136834,0,1,1,1,c4d52603-e6fa-46f4-9496-f94450cb9479
59,1,292490.665038349,9105091.02763276,0,1,1,1,c4d52603-e6fa-46f4-9496-f94450cb9479
59,1,292463.101302767,9104994.90146317,0,1,1,1,c4d52603-e6fa-46f4-9496-f94450cb9479
59,1,292366.975133173,9105022.46519875,0,1,1,1,c4d52603-e6fa-46f4-9496-f94450cb9479
60,1,292463.101302767,9104994.90146317,0,1,1,1,fcde9aec-464c-44c5-b931-15bf05f148db
60,1,292490.665038349,9105091.02763276,0,1,1,1,fcde9aec-464c-44c5-b931-15bf05f148db
60,1,292586.791207942,9105063.46389718,0,1,1,1,fcde9aec-464c-44c5-b931-15bf05f148db
60,1,292559.227472361,9104967.33772758,0,1,1,1,fcde9aec-464c-44c5-b931-15bf05f148db
60,1,292463.101302767,9104994.90146317,0,1,1,1,fcde9aec-464c-44c5-b931-15bf05f148db
61,1,292559.227472361,9104967.33772758,0,1,1,1,bc2f723f-f6ef-4d20-ad39-33c77971bc83
61,1,292586.791207942,9105063.46389718,0,1,1,1,bc2f723f-f6ef-4d20-ad39-33c77971bc83
61,1,292682.917377536,9105035.9001616,0,1,1,1,bc2f723f-f6ef-4d20-ad39-33c77971bc83
61,1,292655.353641955,9104939.773992,0,1,1,1,bc2f723f-f6ef-4d20-ad39-33c77971bc83
61,1,292559.227472361,9104967.33772758,0,1,1,1,bc2f723f-f6ef-4d20-ad39-33c77971bc83
62,1,292655.353641955,9104939.773992,0,1,1,1,bbbb8e52-b550-49d2-8f1d-33ecb54fd4be
62,1,292682.917377536,9105035.9001616,0,1,1,1,bbbb8e52-b550-49d2-8f1d-33ecb54fd4be
62,1,292779.04354713,9105008.33642601,0,1,1,1,bbbb8e52-b550-49d2-8f1d-33ecb54fd4be
62,1,292751.479811548,9104912.21025642,0,1,1,1,bbbb8e52-b550-49d2-8f1d-33ecb54fd4be
62,1,292655.353641955,9104939.773992,0,1,1,1,bbbb8e52-b550-49d2-8f1d-33ecb54fd4be
63,1,292751.479811548,9104912.21025642,0,1000,1000,100,2bb678a5-094f-4bc3-83ce-58d7f2b0d6f2
63,1,292779.04354713,9105008.33642601,0,1000,1000,100,2bb678a5-094f-4bc3-83ce-58d7f2b0d6f2
63,1,292875.169716724,9104980.77269043,0,1000,1000,100,2bb678a5-094f-4bc3-83ce-58d7f2b0d6f2
63,1,292847.605981142,9104884.64652084,0,1000,1000,100,2bb678a5-094f-4bc3-83ce-58d7f2b0d6f2
63,1,292751.479811548,9104912.21025642,0,1000,1000,100,2bb678a5-094f-4bc3-83ce-58d7f2b0d6f2
64,1,292847.605981142,9104884.64652084,0,1000,1000,100,cebdcd5f-d078-47c3-b13c-ae7884d4d087
64,1,292875.169716724,9104980.77269043,0,1000,1000,100,cebdcd5f-d078-47c3-b13c-ae7884d4d087
64,1,292971.295886318,9104953.20895485,0,1000,1000,100,cebdcd5f-d078-47c3-b13c-ae7884d4d087
64,1,292943.732150736,9104857.08278526,0,1000,1000,100,cebdcd5f-d078-47c3-b13c-ae7884d4d087
64,1,292847.605981142,9104884.64652084,0,1000,1000,100,cebdcd5f-d078-47c3-b13c-ae7884d4d087
65,1,292943.732150736,9104857.08278526,0,1000,1000,100,3228608b-502a-4a27-bcb4-3f8bd96b1dbc
65,1,292971.295886318,9104953.20895485,0,1000,1000,100,3228608b-502a-4a27-bcb4-3f8bd96b1dbc
65,1,293067.422055912,9104925.64521927,0,1000,1000,100,3228608b-502a-4a27-bcb4-3f8bd96b1dbc
65,1,293039.85832033,9104829.51904968,0,1000,1000,100,3228608b-502a-4a27-bcb4-3f8bd96b1dbc
65,1,292943.732150736,9104857.08278526,0,1000,1000,100,3228608b-502a-4a27-bcb4-3f8bd96b1dbc
66,1,291954.906719216,9105036.59397148,0,1,1,1,b100d5b1-da77-46f7-9761-659877ceaf13
66,1,291982.470454798,9105132.72014107,0,1,1,1,b100d5b1-da77-46f7-9761-659877ceaf13
66,1,292078.596624392,9105105.15640549,0,1,1,1,b100d5b1-da77-46f7-9761-659877ceaf13
66,1,292051.03288881,9105009.0302359,0,1,1,1,b100d5b1-da77-46f7-9761-659877ceaf13
66,1,291954.906719216,9105036.59397148,0,1,1,1,b100d5b1-da77-46f7-9761-659877ceaf13
67,1,292051.03288881,9105009.0302359,0,1,1,1,c263acad-73bd-40c4-a642-32c2443bfe6d
67,1,292078.596624392,9105105.15640549,0,1,1,1,c263acad-73bd-40c4-a642-32c2443bfe6d
67,1,292174.722793985,9105077.59266991,0,1,1,1,c263acad-73bd-40c4-a642-32c2443bfe6d
67,1,292147.159058404,9104981.46650032,0,1,1,1,c263acad-73bd-40c4-a642-32c2443bfe6d
67,1,292051.03288881,9105009.0302359,0,1,1,1,c263acad-73bd-40c4-a642-32c2443bfe6d
68,1,292147.159058404,9104981.46650032,0,1,1,1,6c79d5da-c56e-4d07-aa9c-86f62cd2c159
68,1,292174.722793985,9105077.59266991,0,1,1,1,6c79d5da-c56e-4d07-aa9c-86f62cd2c159
68,1,292270.848963579,9105050.02893433,0,1,1,1,6c79d5da-c56e-4d07-aa9c-86f62cd2c159
68,1,292243.285227998,9104953.90276474,0,1,1,1,6c79d5da-c56e-4d07-aa9c-86f62cd2c159
68,1,292147.159058404,9104981.46650032,0,1,1,1,6c79d5da-c56e-4d07-aa9c-86f62cd2c159
69,1,292243.285227998,9104953.90276474,0,1,1,1,617060aa-c25f-4813-afc6-2c08656f6578
69,1,292270.848963579,9105050.02893433,0,1,1,1,617060aa-c25f-4813-afc6-2c08656f6578
69,1,292366.975133173,9105022.46519875,0,1,1,1,617060aa-c25f-4813-afc6-2c08656f6578
69,1,292339.411397591,9104926.33902915,0,1,1,1,617060aa-c25f-4813-afc6-2c08656f6578
69,1,292243.285227998,9104953.90276474,0,1,1,1,617060aa-c25f-4813-afc6-2c08656f6578
70,1,292339.411397591,9104926.33902915,0,1,1,1,664cf55d-25e2-4150-8d16-9d9704aab6a8
70,1,292366.975133173,9105022.46519875,0,1,1,1,664cf55d-25e2-4150-8d16-9d9704aab6a8
70,1,292463.101302767,9104994.90146317,0,1,1,1,664cf55d-25e2-4150-8d16-9d9704aab6a8
70,1,292435.537567185,9104898.77529357,0,1,1,1,664cf55d-25e2-4150-8d16-9d9704aab6a8
70,1,292339.411397591,9104926.33902915,0,1,1,1,664cf55d-25e2-4150-8d16-9d9704aab6a8
71,1,292435.537567185,9104898.77529357,0,1,1,1,d00cfbb0-3d14-43d0-ac2c-3874497646d3
71,1,292463.101302767,9104994.90146317,0,1,1,1,d00cfbb0-3d14-43d0-ac2c-3874497646d3
71,1,292559.227472361,9104967.33772758,0,1,1,1,d00cfbb0-3d14-43d0-ac2c-3874497646d3
71,1,292531.663736779,9104871.21155799,0,1,1,1,d00cfbb0-3d14-43d0-ac2c-3874497646d3
71,1,292435.537567185,9104898.77529357,0,1,1,1,d00cfbb0-3d14-43d0-ac2c-3874497646d3
72,1,292531.663736779,9104871.21155799,0,1,1,1,12928697-4679-4e93-994a-6f2e924cbe27
72,1,292559.227472361,9104967.33772758,0,1,1,1,12928697-4679-4e93-994a-6f2e924cbe27
72,1,292655.353641955,9104939.773992,0,1,1,1,12928697-4679-4e93-994a-6f2e924cbe27
72,1,292627.789906373,9104843.64782241,0,1,1,1,12928697-4679-4e93-994a-6f2e924cbe27
72,1,292531.663736779,9104871.21155799,0,1,1,1,12928697-4679-4e93-994a-6f2e924cbe27
73,1,292627.789906373,9104843.64782241,0,1,1,1,23d10d84-af08-4ed5-8d1b-78d4b5c407af
73,1,292655.353641955,9104939.773992,0,1,1,1,23d10d84-af08-4ed5-8d1b-78d4b5c407af
73,1,292751.479811548,9104912.21025642,0,1,1,1,23d10d84-af08-4ed5-8d1b-78d4b5c407af
73,1,292723.916075967,9104816.08408683,0,1,1,1,23d10d84-af08-4ed5-8d1b-78d4b5c407af
73,1,292627.789906373,9104843.64782241,0,1,1,1,23d10d84-af08-4ed5-8d1b-78d4b5c407af
74,1,292723.916075967,9104816.08408683,0,1000,1000,100,105df44c-a842-446a-9cf7-b519fb819345
74,1,292751.479811548,9104912.21025642,0,1000,1000,100,105df44c-a842-446a-9cf7-b519fb819345
74,1,292847.605981142,9104884.64652084,0,1000,1000,100,105df44c-a842-446a-9cf7-b519fb819345
74,1,292820.042245561,9104788.52035125,0,1000,1000,100,105df44c-a842-446a-9cf7-b519fb819345
74,1,292723.916075967,9104816.08408683,0,1000,1000,100,105df44c-a842-446a-9cf7-b519fb819345
75,1,292820.042245561,9104788.52035125,0,1000,1000,100,bd8ac0e9-d612-46b3-a5aa-0fd1f3c1a63f
75,1,292847.605981142,9104884.64652084,0,1000,1000,100,bd8ac0e9-d612-46b3-a5aa-0fd1f3c1a63f
75,1,292943.732150736,9104857.08278526,0,1000,1000,100,bd8ac0e9-d612-46b3-a5aa-0fd1f3c1a63f
75,1,292916.168415154,9104760.95661566,0,1000,1000,100,bd8ac0e9-d612-46b3-a5aa-0fd1f3c1a63f
75,1,292820.042245561,9104788.52035125,0,1000,1000,100,bd8ac0e9-d612-46b3-a5aa-0fd1f3c1a63f
76,1,292916.168415154,9104760.95661566,0,1000,1000,100,dacfbe83-9ae7-4f45-a0f3-6635887b07dd
76,1,292943.732150736,9104857.08278526,0,1000,1000,100,dacfbe83-9ae7-4f45-a0f3-6635887b07dd
76,1,293039.85832033,9104829.51904968,0,1000,1000,100,dacfbe83-9ae7-4f45-a0f3-6635887b07dd
76,1,293012.294584748,9104733.39288008,0,1000,1000,100,dacfbe83-9ae7-4f45-a0f3-6635887b07dd
76,1,292916.168415154,9104760.95661566,0,1000,1000,100,dacfbe83-9ae7-4f45-a0f3-6635887b07dd
77,1,291927.342983634,9104940.46780189,0,1,1,1,e81d7b56-293f-4f10-b6cf-400f35ab61cf
77,1,291954.906719216,9105036.59397148,0,1,1,1,e81d7b56-293f-4f10-b6cf-400f35ab61cf
77,1,292051.03288881,9105009.0302359,0,1,1,1,e81d7b56-293f-4f10-b6cf-400f35ab61cf
77,1,292023.469153228,9104912.90406631,0,1,1,1,e81d7b56-293f-4f10-b6cf-400f35ab61cf
77,1,291927.342983634,9104940.46780189,0,1,1,1,e81d7b56-293f-4f10-b6cf-400f35ab61cf
78,1,292023.469153228,9104912.90406631,0,1,1,1,49f05828-b9b2-46c9-982b-a964f5a02912
78,1,292051.03288881,9105009.0302359,0,1,1,1,49f05828-b9b2-46c9-982b-a964f5a02912
78,1,292147.159058404,9104981.46650032,0,1,1,1,49f05828-b9b2-46c9-982b-a964f5a02912
78,1,292119.595322822,9104885.34033072,0,1,1,1,49f05828-b9b2-46c9-982b-a964f5a02912
78,1,292023.469153228,9104912.90406631,0,1,1,1,49f05828-b9b2-46c9-982b-a964f5a02912
79,1,292119.595322822,9104885.34033072,0,1,1,1,36a491f5-6712-4831-8cc6-6d7bbe502a37
79,1,292147.159058404,9104981.46650032,0,1,1,1,36a491f5-6712-4831-8cc6-6d7bbe502a37
79,1,292243.285227998,9104953.90276474,0,1,1,1,36a491f5-6712-4831-8cc6-6d7bbe502a37
79,1,292215.721492416,9104857.77659514,0,1,1,1,36a491f5-6712-4831-8cc6-6d7bbe502a37
79,1,292119.595322822,9104885.34033072,0,1,1,1,36a491f5-6712-4831-8cc6-6d7bbe502a37
80,1,292215.721492416,9104857.77659514,0,1,1,1,cf6e31c2-a0b9-4fb0-ac94-2c58879b743b
80,1,292243.285227998,9104953.90276474,0,1,1,1,cf6e31c2-a0b9-4fb0-ac94-2c58879b743b
80,1,292339.411397591,9104926.33902915,0,1,1,1,cf6e31c2-a0b9-4fb0-ac94-2c58879b743b
80,1,292311.84766201,9104830.21285956,0,1,1,1,cf6e31c2-a0b9-4fb0-ac94-2c58879b743b
80,1,292215.721492416,9104857.77659514,0,1,1,1,cf6e31c2-a0b9-4fb0-ac94-2c58879b743b
81,1,292311.84766201,9104830.21285956,0,1,1,1,49b7f475-e602-44aa-a2b7-0bd418fd9d0f
81,1,292339.411397591,9104926.33902915,0,1,1,1,49b7f475-e602-44aa-a2b7-0bd418fd9d0f
81,1,292435.537567185,9104898.77529357,0,1,1,1,49b7f475-e602-44aa-a2b7-0bd418fd9d0f
81,1,292407.973831603,9104802.64912398,0,1,1,1,49b7f475-e602-44aa-a2b7-0bd418fd9d0f
81,1,292311.84766201,9104830.21285956,0,1,1,1,49b7f475-e602-44aa-a2b7-0bd418fd9d0f
82,1,292407.973831603,9104802.64912398,0,1,1,1,42569af6-2fa9-4394-af27-e3e2b7f5856a
82,1,292435.537567185,9104898.77529357,0,1,1,1,42569af6-2fa9-4394-af27-e3e2b7f5856a
82,1,292531.663736779,9104871.21155799,0,1,1,1,42569af6-2fa9-4394-af27-e3e2b7f5856a
82,1,292504.100001197,9104775.0853884,0,1,1,1,42569af6-2fa9-4394-af27-e3e2b7f5856a
82,1,292407.973831603,9104802.64912398,0,1,1,1,42569af6-2fa9-4394-af27-e3e2b7f5856a
83,1,292504.100001197,9104775.0853884,0,1,1,1,86833030-ba79-4acf-b42d-13732d6b3ed5
83,1,292531.663736779,9104871.21155799,0,1,1,1,86833030-ba79-4acf-b42d-13732d6b3ed5
83,1,292627.789906373,9104843.64782241,0,1,1,1,86833030-ba79-4acf-b42d-13732d6b3ed5
83,1,292600.226170791,9104747.52165281,0,1,1,1,86833030-ba79-4acf-b42d-13732d6b3ed5
83,1,292504.100001197,9104775.0853884,0,1,1,1,86833030-ba79-4acf-b42d-13732d6b3ed5
84,1,292600.226170791,9104747.52165281,0,1,1,1,26b991c1-f5b3-4ac0-ba7c-5f696f0a15bf
84,1,292627.789906373,9104843.64782241,0,1,1,1,26b991c1-f5b3-4ac0-ba7c-5f696f0a15bf
84,1,292723.916075967,9104816.08408683,0,1,1,1,26b991c1-f5b3-4ac0-ba7c-5f696f0a15bf
84,1,292696.352340385,9104719.95791723,0,1,1,1,26b991c1-f5b3-4ac0-ba7c-5f696f0a15bf
84,1,292600.226170791,9104747.52165281,0,1,1,1,26b991c1-f5b3-4ac0-ba7c-5f696f0a15bf
85,1,292696.352340385,9104719.95791723,0,1000,1000,100,6f671178-ddc1-4b87-abe4-b5f2eb3b1690
85,1,292723.916075967,9104816.08408683,0,1000,1000,100,6f671178-ddc1-4b87-abe4-b5f2eb3b1690
85,1,292820.042245561,9104788.52035125,0,1000,1000,100,6f671178-ddc1-4b87-abe4-b5f2eb3b1690
85,1,292792.478509979,9104692.39418165,0,1000,1000,100,6f671178-ddc1-4b87-abe4-b5f2eb3b1690
85,1,292696.352340385,9104719.95791723,0,1000,1000,100,6f671178-ddc1-4b87-abe4-b5f2eb3b1690
86,1,292792.478509979,9104692.39418165,0,1000,1000,100,b57ddbf2-834e-47dc-9ea4-a7a4535d6950
86,1,292820.042245561,9104788.52035125,0,1000,1000,100,b57ddbf2-834e-47dc-9ea4-a7a4535d6950
86,1,292916.168415154,9104760.95661566,0,1000,1000,100,b57ddbf2-834e-47dc-9ea4-a7a4535d6950
86,1,292888.604679573,9104664.83044607,0,1000,1000,100,b57ddbf2-834e-47dc-9ea4-a7a4535d6950
86,1,292792.478509979,9104692.39418165,0,1000,1000,100,b57ddbf2-834e-47dc-9ea4-a7a4535d6950
87,1,292888.604679573,9104664.83044607,0,1000,1000,100,e940e31b-aa0c-4279-bbf6-bf55a5025314
87,1,292916.168415154,9104760.95661566,0,1000,1000,100,e940e31b-aa0c-4279-bbf6-bf55a5025314
87,1,293012.294584748,9104733.39288008,0,1000,1000,100,e940e31b-aa0c-4279-bbf6-bf55a5025314
87,1,292984.730849166,9104637.26671049,0,1000,1000,100,e940e31b-aa0c-4279-bbf6-bf55a5025314
87,1,292888.604679573,9104664.83044607,0,1000,1000,100,e940e31b-aa0c-4279-bbf6-bf55a5025314
88,1,291899.779248053,9104844.34163229,0,1,1,1,ef15c5f4-1ddc-4c8e-9541-5bb2ff474181
88,1,291927.342983634,9104940.46780189,0,1,1,1,ef15c5f4-1ddc-4c8e-9541-5bb2ff474181
88,1,292023.469153228,9104912.90406631,0,1,1,1,ef15c5f4-1ddc-4c8e-9541-5bb2ff474181
88,1,291995.905417646,9104816.77789671,0,1,1,1,ef15c5f4-1ddc-4c8e-9541-5bb2ff474181
88,1,291899.779248053,9104844.34163229,0,1,1,1,ef15c5f4-1ddc-4c8e-9541-5bb2ff474181
89,1,291995.905417646,9104816.77789671,0,1,1,1,be679bdc-7ee1-4df8-a990-f24076f62226
89,1,292023.469153228,9104912.90406631,0,1,1,1,be679bdc-7ee1-4df8-a990-f24076f62226
89,1,292119.595322822,9104885.34033072,0,1,1,1,be679bdc-7ee1-4df8-a990-f24076f62226
89,1,292092.03158724,9104789.21416113,0,1,1,1,be679bdc-7ee1-4df8-a990-f24076f62226
89,1,291995.905417646,9104816.77789671,0,1,1,1,be679bdc-7ee1-4df8-a990-f24076f62226
90,1,292092.03158724,9104789.21416113,0,1,1,1,96dc02ad-8b96-4b79-aea1-a1225cf21356
90,1,292119.595322822,9104885.34033072,0,1,1,1,96dc02ad-8b96-4b79-aea1-a1225cf21356
90,1,292215.721492416,9104857.77659514,0,1,1,1,96dc02ad-8b96-4b79-aea1-a1225cf21356
90,1,292188.157756834,9104761.65042555,0,1,1,1,96dc02ad-8b96-4b79-aea1-a1225cf21356
90,1,292092.03158724,9104789.21416113,0,1,1,1,96dc02ad-8b96-4b79-aea1-a1225cf21356
91,1,292188.157756834,9104761.65042555,0,1,1,1,44da7981-3ec0-4b33-bdd0-6588513c931e
91,1,292215.721492416,9104857.77659514,0,1,1,1,44da7981-3ec0-4b33-bdd0-6588513c931e
91,1,292311.84766201,9104830.21285956,0,1,1,1,44da7981-3ec0-4b33-bdd0-6588513c931e
91,1,292284.283926428,9104734.08668997,0,1,1,1,44da7981-3ec0-4b33-bdd0-6588513c931e
91,1,292188.157756834,9104761.65042555,0,1,1,1,44da7981-3ec0-4b33-bdd0-6588513c931e
92,1,292284.283926428,9104734.08668997,0,1,1,1,e6ba4240-71e4-47ca-9d34-4d6b5cbe2614
92,1,292311.84766201,9104830.21285956,0,1,1,1,e6ba4240-71e4-47ca-9d34-4d6b5cbe2614
92,1,292407.973831603,9104802.64912398,0,1,1,1,e6ba4240-71e4-47ca-9d34-4d6b5cbe2614
92,1,292380.410096022,9104706.52295438,0,1,1,1,e6ba4240-71e4-47ca-9d34-4d6b5cbe2614
92,1,292284.283926428,9104734.08668997,0,1,1,1,e6ba4240-71e4-47ca-9d34-4d6b5cbe2614
93,1,292380.410096022,9104706.52295438,0,1,1,1,df0a536e-8289-4765-99eb-02acf823b58a
93,1,292407.973831603,9104802.64912398,0,1,1,1,df0a536e-8289-4765-99eb-02acf823b58a
93,1,292504.100001197,9104775.0853884,0,1,1,1,df0a536e-8289-4765-99eb-02acf823b58a
93,1,292476.536265616,9104678.9592188,0,1,1,1,df0a536e-8289-4765-99eb-02acf823b58a
93,1,292380.410096022,9104706.52295438,0,1,1,1,df0a536e-8289-4765-99eb-02acf823b58a
94,1,292476.536265616,9104678.9592188,0,1,1,1,4901cfe2-d338-42fc-b4fb-061182ab68e9
94,1,292504.100001197,9104775.0853884,0,1,1,1,4901cfe2-d338-42fc-b4fb-061182ab68e9
94,1,292600.226170791,9104747.52165281,0,1,1,1,4901cfe2-d338-42fc-b4fb-061182ab68e9
94,1,292572.662435209,9104651.39548322,0,1,1,1,4901cfe2-d338-42fc-b4fb-061182ab68e9
94,1,292476.536265616,9104678.9592188,0,1,1,1,4901cfe2-d338-42fc-b4fb-061182ab68e9
95,1,292572.662435209,9104651.39548322,0,1,1,1,6f4af508-1793-4256-b422-ce87c16b10f8
95,1,292600.226170791,9104747.52165281,0,1,1,1,6f4af508-1793-4256-b422-ce87c16b10f8
95,1,292696.352340385,9104719.95791723,0,1,1,1,6f4af508-1793-4256-b422-ce87c16b10f8
95,1,292668.788604803,9104623.83174764,0,1,1,1,6f4af508-1793-4256-b422-ce87c16b10f8
95,1,292572.662435209,9104651.39548322,0,1,1,1,6f4af508-1793-4256-b422-ce87c16b10f8
96,1,292668.788604803,9104623.83174764,0,1000,1000,100,8dbad42f-213c-4a94-affc-7f918c535002
96,1,292696.352340385,9104719.95791723,0,1000,1000,100,8dbad42f-213c-4a94-affc-7f918c535002
96,1,292792.478509979,9104692.39418165,0,1000,1000,100,8dbad42f-213c-4a94-affc-7f918c535002
96,1,292764.914774397,9104596.26801206,0,1000,1000,100,8dbad42f-213c-4a94-affc-7f918c535002
96,1,292668.788604803,9104623.83174764,0,1000,1000,100,8dbad42f-213c-4a94-affc-7f918c535002
97,1,292764.914774397,9104596.26801206,0,1000,1000,100,ed12bb14-5077-44d0-a4ff-1e7f9ec84eae
97,1,292792.478509979,9104692.39418165,0,1000,1000,100,ed12bb14-5077-44d0-a4ff-1e7f9ec84eae
97,1,292888.604679573,9104664.83044607,0,1000,1000,100,ed12bb14-5077-44d0-a4ff-1e7f9ec84eae
97,1,292861.040943991,9104568.70427648,0,1000,1000,100,ed12bb14-5077-44d0-a4ff-1e7f9ec84eae
97,1,292764.914774397,9104596.26801206,0,1000,1000,100,ed12bb14-5077-44d0-a4ff-1e7f9ec84eae
98,1,292861.040943991,9104568.70427648,0,1000,1000,100,0efd55ef-93d7-4cbc-818f-8cfbd7b2e6b1
98,1,292888.604679573,9104664.83044607,0,1000,1000,100,0efd55ef-93d7-4cbc-818f-8cfbd7b2e6b1
98,1,292984.730849166,9104637.26671049,0,1000,1000,100,0efd55ef-93d7-4cbc-818f-8cfbd7b2e6b1
98,1,292957.167113585,9104541.14054089,0,1000,1000,100,0efd55ef-93d7-4cbc-818f-8cfbd7b2e6b1
98,1,292861.040943991,9104568.70427648,0,1000,1000,100,0efd55ef-93d7-4cbc-818f-8cfbd7b2e6b1
99,1,291872.215512471,9104748.2154627,0,1,1,1,28dabdab-01ef-4236-bb41-144182a07e3f
99,1,291899.779248053,9104844.34163229,0,1,1,1,28dabdab-01ef-4236-bb41-144182a07e3f
99,1,291995.905417646,9104816.77789671,0,1,1,1,28dabdab-01ef-4236-bb41-144182a07e3f
99,1,291968.341682065,9104720.65172712,0,1,1,1,28dabdab-01ef-4236-bb41-144182a07e3f
99,1,291872.215512471,9104748.2154627,0,1,1,1,28dabdab-01ef-4236-bb41-144182a07e3f
100,1,291968.341682065,9104720.65172712,0,1,1,1,f3bb1530-fd1d-4e28-8e8c-ae06e224d4b8
100,1,291995.905417646,9104816.77789671,0,1,1,1,f3bb1530-fd1d-4e28-8e8c-ae06e224d4b8
100,1,292092.03158724,9104789.21416113,0,1,1,1,f3bb1530-fd1d-4e28-8e8c-ae06e224d4b8
100,1,292064.467851659,9104693.08799154,0,1,1,1,f3bb1530-fd1d-4e28-8e8c-ae06e224d4b8
100,1,291968.341682065,9104720.65172712,0,1,1,1,f3bb1530-fd1d-4e28-8e8c-ae06e224d4b8
101,1,292064.467851659,9104693.08799154,0,1,1,1,daff4c4e-2f43-4aa1-8e60-4d0ec5e0792a
101,1,292092.03158724,9104789.21416113,0,1,1,1,daff4c4e-2f43-4aa1-8e60-4d0ec5e0792a
101,1,292188.157756834,9104761.65042555,0,1,1,1,daff4c4e-2f43-4aa1-8e60-4d0ec5e0792a
101,1,292160.594021252,9104665.52425595,0,1,1,1,daff4c4e-2f43-4aa1-8e60-4d0ec5e0792a
