FeatureID,PartID,X,Y,Z,KX,KY,KZ,SLB_WHI_ID
16,1,292985.424659051,9105365.27736881,0,1000,1000,100,9cd3a82e-bed8-4449-9cac-3e4f62a60d45
16,1,292889.298489457,9105392.84110439,0,1000,1000,100,9cd3a82e-bed8-4449-9cac-3e4f62a60d45
17,1,292861.734753875,9105296.7149348,0,1000,1000,100,c828a443-633f-4bb8-bb74-1299c582cea6
17,1,292889.298489457,9105392.84110439,0,1000,1000,100,c828a443-633f-4bb8-bb74-1299c582cea6
17,1,292985.424659051,9105365.27736881,0,1000,1000,100,c828a443-633f-4bb8-bb74-1299c582cea6
17,1,292957.860923469,9105269.15119921,0,1000,1000,100,c828a443-633f-4bb8-bb74-1299c582cea6
17,1,292861.734753875,9105296.7149348,0,1000,1000,100,c828a443-633f-4bb8-bb74-1299c582cea6
18,1,292985.424659051,9105365.27736881,0,1000,1000,100,b56cea35-e2b5-4126-a402-16207a3bef80
18,1,293012.988394632,9105461.4035384,0,1000,1000,100,b56cea35-e2b5-4126-a402-16207a3bef80
18,1,293109.114564226,9105433.83980282,0,1000,1000,100,b56cea35-e2b5-4126-a402-16207a3bef80
18,1,293081.550828645,9105337.71363323,0,1000,1000,100,b56cea35-e2b5-4126-a402-16207a3bef80
18,1,292985.424659051,9105365.27736881,0,1000,1000,100,b56cea35-e2b5-4126-a402-16207a3bef80
19,1,292957.860923469,9105269.15119921,0,1000,1000,100,16e5f0f2-0737-49c1-a297-37e19b8b7d5a
19,1,292985.424659051,9105365.27736881,0,1000,1000,100,16e5f0f2-0737-49c1-a297-37e19b8b7d5a
19,1,293081.550828645,9105337.71363323,0,1000,1000,100,16e5f0f2-0737-49c1-a297-37e19b8b7d5a
19,1,293053.987093063,9105241.58746363,0,1000,1000,100,16e5f0f2-0737-49c1-a297-37e19b8b7d5a
19,1,292957.860923469,9105269.15119921,0,1000,1000,100,16e5f0f2-0737-49c1-a297-37e19b8b7d5a
20,1,293081.550828645,9105337.71363323,0,1000,1000,100,31162749-851e-4033-9f7b-6dbd9ae6723f
20,1,293109.114564226,9105433.83980282,0,1000,1000,100,31162749-851e-4033-9f7b-6dbd9ae6723f
20,1,293205.24073382,9105406.27606724,0,1000,1000,100,31162749-851e-4033-9f7b-6dbd9ae6723f
20,1,293177.676998238,9105310.14989764,0,1000,1000,100,31162749-851e-4033-9f7b-6dbd9ae6723f
20,1,293081.550828645,9105337.71363323,0,1000,1000,100,31162749-851e-4033-9f7b-6dbd9ae6723f
21,1,293053.987093063,9105241.58746363,0,1000,1000,100,ab686f39-922c-4434-8482-cb8d18c2a6c1
21,1,293081.550828645,9105337.71363323,0,1000,1000,100,ab686f39-922c-4434-8482-cb8d18c2a6c1
21,1,293177.676998238,9105310.14989764,0,1000,1000,100,ab686f39-922c-4434-8482-cb8d18c2a6c1
21,1,293150.113262657,9105214.02372805,0,1000,1000,100,ab686f39-922c-4434-8482-cb8d18c2a6c1
21,1,293053.987093063,9105241.58746363,0,1000,1000,100,ab686f39-922c-4434-8482-cb8d18c2a6c1
22,1,292065.161661543,9105421.09864986,0,1,1,1,dc753476-70f9-4afd-b01e-4e9ee7d8dc49
22,1,292092.725397125,9105517.22481945,0,1,1,1,dc753476-70f9-4afd-b01e-4e9ee7d8dc49
22,1,292188.851566718,9105489.66108387,0,1,1,1,dc753476-70f9-4afd-b01e-4e9ee7d8dc49
22,1,292161.287831137,9105393.53491427,0,1,1,1,dc753476-70f9-4afd-b01e-4e9ee7d8dc49
22,1,292065.161661543,9105421.09864986,0,1,1,1,dc753476-70f9-4afd-b01e-4e9ee7d8dc49
23,1,292161.287831137,9105393.53491427,0,1,1,1,051282ad-a513-4496-bf0a-0e323ec36118
23,1,292188.851566718,9105489.66108387,0,1,1,1,051282ad-a513-4496-bf0a-0e323ec36118
23,1,292284.977736312,9105462.09734829,0,1,1,1,051282ad-a513-4496-bf0a-0e323ec36118
23,1,292257.414000731,9105365.97117869,0,1,1,1,051282ad-a513-4496-bf0a-0e323ec36118
23,1,292161.287831137,9105393.53491427,0,1,1,1,051282ad-a513-4496-bf0a-0e323ec36118
24,1,292257.414000731,9105365.97117869,0,1,1,1,d7f51a24-ce6e-4c75-9d11-b4279afcec7a
24,1,292284.977736312,9105462.09734829,0,1,1,1,d7f51a24-ce6e-4c75-9d11-b4279afcec7a
24,1,292381.103905906,9105434.5336127,0,1,1,1,d7f51a24-ce6e-4c75-9d11-b4279afcec7a
24,1,292353.540170324,9105338.40744311,0,1,1,1,d7f51a24-ce6e-4c75-9d11-b4279afcec7a
24,1,292257.414000731,9105365.97117869,0,1,1,1,d7f51a24-ce6e-4c75-9d11-b4279afcec7a
25,1,292353.540170324,9105338.40744311,0,1,1,1,9b9c3ef6-515a-44a3-a184-528acb74898d
25,1,292381.103905906,9105434.5336127,0,1,1,1,9b9c3ef6-515a-44a3-a184-528acb74898d
25,1,292477.2300755,9105406.96987712,0,1,1,1,9b9c3ef6-515a-44a3-a184-528acb74898d
25,1,292449.666339918,9105310.84370753,0,1,1,1,9b9c3ef6-515a-44a3-a184-528acb74898d
25,1,292353.540170324,9105338.40744311,0,1,1,1,9b9c3ef6-515a-44a3-a184-528acb74898d
26,1,292449.666339918,9105310.84370753,0,1,1,1,b5c264b0-742d-44b7-bc84-73dbe99023c5
26,1,292477.2300755,9105406.96987712,0,1,1,1,b5c264b0-742d-44b7-bc84-73dbe99023c5
26,1,292573.356245094,9105379.40614154,0,1,1,1,b5c264b0-742d-44b7-bc84-73dbe99023c5
26,1,292545.792509512,9105283.27997195,0,1,1,1,b5c264b0-742d-44b7-bc84-73dbe99023c5
26,1,292449.666339918,9105310.84370753,0,1,1,1,b5c264b0-742d-44b7-bc84-73dbe99023c5
27,1,292545.792509512,9105283.27997195,0,1,1,1,2cbe9ae0-e5ae-4b43-9eb0-e8c534c0d655
27,1,292573.356245094,9105379.40614154,0,1,1,1,2cbe9ae0-e5ae-4b43-9eb0-e8c534c0d655
27,1,292669.482414688,9105351.84240596,0,1,1,1,2cbe9ae0-e5ae-4b43-9eb0-e8c534c0d655
27,1,292641.918679106,9105255.71623637,0,1,1,1,2cbe9ae0-e5ae-4b43-9eb0-e8c534c0d655
27,1,292545.792509512,9105283.27997195,0,1,1,1,2cbe9ae0-e5ae-4b43-9eb0-e8c534c0d655
28,1,292641.918679106,9105255.71623637,0,1,1,1,2a9349cd-666f-43aa-ba9e-dc3eaa4ed97e
28,1,292669.482414688,9105351.84240596,0,1,1,1,2a9349cd-666f-43aa-ba9e-dc3eaa4ed97e
28,1,292765.608584281,9105324.27867038,0,1,1,1,2a9349cd-666f-43aa-ba9e-dc3eaa4ed97e
28,1,292738.0448487,9105228.15250078,0,1,1,1,2a9349cd-666f-43aa-ba9e-dc3eaa4ed97e
28,1,292641.918679106,9105255.71623637,0,1,1,1,2a9349cd-666f-43aa-ba9e-dc3eaa4ed97e
29,1,292738.0448487,9105228.15250078,0,1,1,1,b7793897-fef6-44be-a164-32dd9cd68f3f
29,1,292765.608584281,9105324.27867038,0,1,1,1,b7793897-fef6-44be-a164-32dd9cd68f3f
29,1,292861.734753875,9105296.7149348,0,1,1,1,b7793897-fef6-44be-a164-32dd9cd68f3f
29,1,292834.171018293,9105200.5887652,0,1,1,1,b7793897-fef6-44be-a164-32dd9cd68f3f
29,1,292738.0448487,9105228.15250078,0,1,1,1,b7793897-fef6-44be-a164-32dd9cd68f3f
30,1,292834.171018293,9105200.5887652,0,1000,1000,100,0ed935c1-4fe2-4f24-a36e-7c0a5bf2c422
30,1,292861.734753875,9105296.7149348,0,1000,1000,100,0ed935c1-4fe2-4f24-a36e-7c0a5bf2c422
30,1,292957.860923469,9105269.15119921,0,1000,1000,100,0ed935c1-4fe2-4f24-a36e-7c0a5bf2c422
30,1,292930.297187887,9105173.02502962,0,1000,1000,100,0ed935c1-4fe2-4f24-a36e-7c0a5bf2c422
30,1,292834.171018293,9105200.5887652,0,1000,1000,100,0ed935c1-4fe2-4f24-a36e-7c0a5bf2c422
31,1,292930.297187887,9105173.02502962,0,1000,1000,100,3c8d97e5-ab1a-4bb3-979a-85adafc6df05
31,1,292957.860923469,9105269.15119921,0,1000,1000,100,3c8d97e5-ab1a-4bb3-979a-85adafc6df05
31,1,293053.987093063,9105241.58746363,0,1000,1000,100,3c8d97e5-ab1a-4bb3-979a-85adafc6df05
31,1,293026.423357481,9105145.46129404,0,1000,1000,100,3c8d97e5-ab1a-4bb3-979a-85adafc6df05
31,1,292930.297187887,9105173.02502962,0,1000,1000,100,3c8d97e5-ab1a-4bb3-979a-85adafc6df05
32,1,293026.423357481,9105145.46129404,0,1000,1000,100,389702ff-1dae-4be1-9ffa-03b89d257d08
32,1,293053.987093063,9105241.58746363,0,1000,1000,100,389702ff-1dae-4be1-9ffa-03b89d257d08
32,1,293150.113262657,9105214.02372805,0,1000,1000,100,389702ff-1dae-4be1-9ffa-03b89d257d08
32,1,293122.549527075,9105117.89755846,0,1000,1000,100,389702ff-1dae-4be1-9ffa-03b89d257d08
32,1,293026.423357481,9105145.46129404,0,1000,1000,100,389702ff-1dae-4be1-9ffa-03b89d257d08
33,1,292037.597925961,9105324.97248026,0,1,1,1,2c202111-f022-4953-90f3-4e1c6d555def
33,1,292065.161661543,9105421.09864986,0,1,1,1,2c202111-f022-4953-90f3-4e1c6d555def
33,1,292161.287831137,9105393.53491427,0,1,1,1,2c202111-f022-4953-90f3-4e1c6d555def
33,1,292133.724095555,9105297.40874468,0,1,1,1,2c202111-f022-4953-90f3-4e1c6d555def
33,1,292037.597925961,9105324.97248026,0,1,1,1,2c202111-f022-4953-90f3-4e1c6d555def
34,1,292133.724095555,9105297.40874468,0,1,1,1,5f727512-32b7-4985-ab42-a3575557a8bf
34,1,292161.287831137,9105393.53491427,0,1,1,1,5f727512-32b7-4985-ab42-a3575557a8bf
34,1,292257.414000731,9105365.97117869,0,1,1,1,5f727512-32b7-4985-ab42-a3575557a8bf
34,1,292229.850265149,9105269.8450091,0,1,1,1,5f727512-32b7-4985-ab42-a3575557a8bf
34,1,292133.724095555,9105297.40874468,0,1,1,1,5f727512-32b7-4985-ab42-a3575557a8bf
35,1,292229.850265149,9105269.8450091,0,1,1,1,a05b0275-6e2b-429e-9ad3-07de6a12625a
35,1,292257.414000731,9105365.97117869,0,1,1,1,a05b0275-6e2b-429e-9ad3-07de6a12625a
35,1,292353.540170324,9105338.40744311,0,1,1,1,a05b0275-6e2b-429e-9ad3-07de6a12625a
35,1,292325.976434743,9105242.28127352,0,1,1,1,a05b0275-6e2b-429e-9ad3-07de6a12625a
35,1,292229.850265149,9105269.8450091,0,1,1,1,a05b0275-6e2b-429e-9ad3-07de6a12625a
36,1,292325.976434743,9105242.28127352,0,1,1,1,fbac5a8f-2cdf-4bd8-93be-3d76584f4410
36,1,292353.540170324,9105338.40744311,0,1,1,1,fbac5a8f-2cdf-4bd8-93be-3d76584f4410
36,1,292449.666339918,9105310.84370753,0,1,1,1,fbac5a8f-2cdf-4bd8-93be-3d76584f4410
36,1,292422.102604336,9105214.71753794,0,1,1,1,fbac5a8f-2cdf-4bd8-93be-3d76584f4410
36,1,292325.976434743,9105242.28127352,0,1,1,1,fbac5a8f-2cdf-4bd8-93be-3d76584f4410
37,1,292422.102604336,9105214.71753794,0,1,1,1,b32bcd4b-a7c5-45be-a7c2-74e38e970da8
37,1,292449.666339918,9105310.84370753,0,1,1,1,b32bcd4b-a7c5-45be-a7c2-74e38e970da8
37,1,292545.792509512,9105283.27997195,0,1,1,1,b32bcd4b-a7c5-45be-a7c2-74e38e970da8
37,1,292518.22877393,9105187.15380235,0,1,1,1,b32bcd4b-a7c5-45be-a7c2-74e38e970da8
37,1,292422.102604336,9105214.71753794,0,1,1,1,b32bcd4b-a7c5-45be-a7c2-74e38e970da8
38,1,292518.22877393,9105187.15380235,0,1,1,1,569ed084-13bf-45b4-a917-e7fdac28b44d
38,1,292545.792509512,9105283.27997195,0,1,1,1,569ed084-13bf-45b4-a917-e7fdac28b44d
38,1,292641.918679106,9105255.71623637,0,1,1,1,569ed084-13bf-45b4-a917-e7fdac28b44d
38,1,292614.354943524,9105159.59006677,0,1,1,1,569ed084-13bf-45b4-a917-e7fdac28b44d
38,1,292518.22877393,9105187.15380235,0,1,1,1,569ed084-13bf-45b4-a917-e7fdac28b44d
39,1,292614.354943524,9105159.59006677,0,1,1,1,68270b52-92fc-478b-8500-d5a290a28c17
39,1,292641.918679106,9105255.71623637,0,1,1,1,68270b52-92fc-478b-8500-d5a290a28c17
39,1,292738.0448487,9105228.15250078,0,1,1,1,68270b52-92fc-478b-8500-d5a290a28c17
39,1,292710.481113118,9105132.02633119,0,1,1,1,68270b52-92fc-478b-8500-d5a290a28c17
39,1,292614.354943524,9105159.59006677,0,1,1,1,68270b52-92fc-478b-8500-d5a290a28c17
40,1,292710.481113118,9105132.02633119,0,1,1,1,3b65c291-abfe-4b9f-89fc-c23d17347972
40,1,292738.0448487,9105228.15250078,0,1,1,1,3b65c291-abfe-4b9f-89fc-c23d17347972
40,1,292834.171018293,9105200.5887652,0,1,1,1,3b65c291-abfe-4b9f-89fc-c23d17347972
40,1,292806.607282712,9105104.46259561,0,1,1,1,3b65c291-abfe-4b9f-89fc-c23d17347972
40,1,292710.481113118,9105132.02633119,0,1,1,1,3b65c291-abfe-4b9f-89fc-c23d17347972
41,1,292806.607282712,9105104.46259561,0,1000,1000,100,39394c65-8d51-4645-a201-c6258a24dede
41,1,292834.171018293,9105200.5887652,0,1000,1000,100,39394c65-8d51-4645-a201-c6258a24dede
41,1,292930.297187887,9105173.02502962,0,1000,1000,100,39394c65-8d51-4645-a201-c6258a24dede
41,1,292902.733452306,9105076.89886003,0,1000,1000,100,39394c65-8d51-4645-a201-c6258a24dede
41,1,292806.607282712,9105104.46259561,0,1000,1000,100,39394c65-8d51-4645-a201-c6258a24dede
42,1,292902.733452306,9105076.89886003,0,1000,1000,100,507a5648-892d-478f-accd-21d843259873
42,1,292930.297187887,9105173.02502962,0,1000,1000,100,507a5648-892d-478f-accd-21d843259873
42,1,293026.423357481,9105145.46129404,0,1000,1000,100,507a5648-892d-478f-accd-21d843259873
42,1,292998.859621899,9105049.33512444,0,1000,1000,100,507a5648-892d-478f-accd-21d843259873
42,1,292902.733452306,9105076.89886003,0,1000,1000,100,507a5648-892d-478f-accd-21d843259873
43,1,292998.859621899,9105049.33512444,0,1000,1000,100,4af6a7eb-424a-4beb-9c78-d797dacf43c4
43,1,293026.423357481,9105145.46129404,0,1000,1000,100,4af6a7eb-424a-4beb-9c78-d797dacf43c4
43,1,293122.549527075,9105117.89755846,0,1000,1000,100,4af6a7eb-424a-4beb-9c78-d797dacf43c4
43,1,293094.985791493,9105021.77138886,0,1000,1000,100,4af6a7eb-424a-4beb-9c78-d797dacf43c4
43,1,292998.859621899,9105049.33512444,0,1000,1000,100,4af6a7eb-424a-4beb-9c78-d797dacf43c4
44,1,292010.034190379,9105228.84631067,0,1,1,1,2152276f-1c19-4a92-96f8-fc87eff1e4cb
44,1,292037.597925961,9105324.97248026,0,1,1,1,2152276f-1c19-4a92-96f8-fc87eff1e4cb
44,1,292133.724095555,9105297.40874468,0,1,1,1,2152276f-1c19-4a92-96f8-fc87eff1e4cb
44,1,292106.160359973,9105201.28257509,0,1,1,1,2152276f-1c19-4a92-96f8-fc87eff1e4cb
44,1,292010.034190379,9105228.84631067,0,1,1,1,2152276f-1c19-4a92-96f8-fc87eff1e4cb
45,1,292106.160359973,9105201.28257509,0,1,1,1,4ef803d4-5057-4118-912c-82f3cb50f657
45,1,292133.724095555,9105297.40874468,0,1,1,1,4ef803d4-5057-4118-912c-82f3cb50f657
45,1,292229.850265149,9105269.8450091,0,1,1,1,4ef803d4-5057-4118-912c-82f3cb50f657
45,1,292202.286529567,9105173.71883951,0,1,1,1,4ef803d4-5057-4118-912c-82f3cb50f657
45,1,292106.160359973,9105201.28257509,0,1,1,1,4ef803d4-5057-4118-912c-82f3cb50f657
46,1,292202.286529567,9105173.71883951,0,1,1,1,3d791901-58c8-49eb-8744-f2fcc81eb80e
46,1,292229.850265149,9105269.8450091,0,1,1,1,3d791901-58c8-49eb-8744-f2fcc81eb80e
46,1,292325.976434743,9105242.28127352,0,1,1,1,3d791901-58c8-49eb-8744-f2fcc81eb80e
46,1,292298.412699161,9105146.15510392,0,1,1,1,3d791901-58c8-49eb-8744-f2fcc81eb80e
46,1,292202.286529567,9105173.71883951,0,1,1,1,3d791901-58c8-49eb-8744-f2fcc81eb80e
47,1,292298.412699161,9105146.15510392,0,1,1,1,f939b3bd-ca4d-4363-b749-358a924c2b86
47,1,292325.976434743,9105242.28127352,0,1,1,1,f939b3bd-ca4d-4363-b749-358a924c2b86
47,1,292422.102604336,9105214.71753794,0,1,1,1,f939b3bd-ca4d-4363-b749-358a924c2b86
47,1,292394.538868755,9105118.59136834,0,1,1,1,f939b3bd-ca4d-4363-b749-358a924c2b86
47,1,292298.412699161,9105146.15510392,0,1,1,1,f939b3bd-ca4d-4363-b749-358a924c2b86
48,1,292394.538868755,9105118.59136834,0,1,1,1,a4c7c002-44c5-4515-a96d-c8d532b72a59
48,1,292422.102604336,9105214.71753794,0,1,1,1,a4c7c002-44c5-4515-a96d-c8d532b72a59
48,1,292518.22877393,9105187.15380235,0,1,1,1,a4c7c002-44c5-4515-a96d-c8d532b72a59
48,1,292490.665038349,9105091.02763276,0,1,1,1,a4c7c002-44c5-4515-a96d-c8d532b72a59
48,1,292394.538868755,9105118.59136834,0,1,1,1,a4c7c002-44c5-4515-a96d-c8d532b72a59
49,1,292490.665038349,9105091.02763276,0,1,1,1,3211bcd8-42b5-4e22-9753-10ff8496942b
49,1,292518.22877393,9105187.15380235,0,1,1,1,3211bcd8-42b5-4e22-9753-10ff8496942b
49,1,292614.354943524,9105159.59006677,0,1,1,1,3211bcd8-42b5-4e22-9753-10ff8496942b
49,1,292586.791207942,9105063.46389718,0,1,1,1,3211bcd8-42b5-4e22-9753-10ff8496942b
49,1,292490.665038349,9105091.02763276,0,1,1,1,3211bcd8-42b5-4e22-9753-10ff8496942b
50,1,292586.791207942,9105063.46389718,0,1,1,1,ab178eaf-bf72-4877-bfba-0a327c167d55
50,1,292614.354943524,9105159.59006677,0,1,1,1,ab178eaf-bf72-4877-bfba-0a327c167d55
50,1,292710.481113118,9105132.02633119,0,1,1,1,ab178eaf-bf72-4877-bfba-0a327c167d55
50,1,292682.917377536,9105035.9001616,0,1,1,1,ab178eaf-bf72-4877-bfba-0a327c167d55
50,1,292586.791207942,9105063.46389718,0,1,1,1,ab178eaf-bf72-4877-bfba-0a327c167d55
51,1,292682.917377536,9105035.9001616,0,1000,1000,100,6c30f781-2531-48bb-b804-393f6e2a560e
