Z,KX,KY,KZ
-191.350006,0.300000,0.300000,0.003000
-191.880005,0.300000,0.300000,0.003000
-192.979996,0.300000,0.300000,0.003000
-195.385002,0.300000,0.300000,0.003000
-197.880005,0.300000,0.300000,0.003000
-200.464996,0.300000,0.300000,0.003000
-202.754997,0.300000,0.300000,0.003000
-209.225006,0.300000,0.300000,0.003000
-217.320000,0.300000,0.300000,0.003000
-228.000000,0.300000,0.300000,0.003000
-233.345001,0.300000,0.300000,0.003000
-193.110001,0.300000,0.300000,0.003000
-195.200005,0.300000,0.300000,0.003000
-198.769997,0.300000,0.300000,0.003000
-203.235001,0.300000,0.300000,0.003000
-207.025002,0.300000,0.300000,0.003000
-208.904999,0.300000,0.300000,0.003000
-211.309998,0.300000,0.300000,0.003000
-215.595001,0.300000,0.300000,0.003000
-221.080002,0.300000,0.300000,0.003000
-235.744995,0.300000,0.300000,0.003000
-244.345001,0.300000,0.300000,0.003000
-194.490005,0.300000,0.300000,0.003000
-198.764999,0.300000,0.300000,0.003000
-206.379997,0.300000,0.300000,0.003000
-210.495003,0.300000,0.300000,0.003000
-214.125000,0.300000,0.300000,0.003000
-217.675003,0.300000,0.300000,0.003000
-220.470001,0.300000,0.300000,0.003000
-225.529999,0.300000,0.300000,0.003000
-231.554993,0.300000,0.300000,0.003000
-244.375000,0.300000,0.300000,0.003000
-257.925003,0.300000,0.300000,0.003000
-198.729996,0.300000,0.300000,0.003000
-203.250000,0.300000,0.300000,0.003000
-210.695000,0.300000,0.300000,0.003000
-217.250000,0.300000,0.300000,0.003000
-220.955002,0.300000,0.300000,0.003000
-224.989998,0.300000,0.300000,0.003000
-230.550003,0.300000,0.300000,0.003000
-235.770004,0.300000,0.300000,0.003000
-242.335007,0.300000,0.300000,0.003000
-254.714996,0.300000,0.300000,0.003000
-260.190002,0.300000,0.300000,0.003000
-205.825005,0.300000,0.300000,0.003000
-210.650002,0.300000,0.300000,0.003000
-215.300003,0.300000,0.300000,0.003000
-220.470001,0.300000,0.300000,0.003000
-226.260002,0.300000,0.300000,0.003000
-233.654999,0.300000,0.300000,0.003000
-240.464996,0.300000,0.300000,0.003000
-250.285004,0.300000,0.300000,0.003000
-254.815002,0.300000,0.300000,0.003000
-266.889999,0.300000,0.300000,0.003000
-271.199997,0.300000,0.300000,0.003000
-214.345001,0.300000,0.300000,0.003000
-217.370003,0.300000,0.300000,0.003000
-222.910004,0.300000,0.300000,0.003000
-227.230003,0.300000,0.300000,0.003000
-232.485001,0.300000,0.300000,0.003000
-241.244995,0.300000,0.300000,0.003000
-252.244995,0.300000,0.300000,0.003000
-261.565002,0.300000,0.300000,0.003000
-266.399994,0.300000,0.300000,0.003000
-276.384995,0.300000,0.300000,0.003000
-281.304993,0.300000,0.300000,0.003000
