Z,KX,KY,KZ
-42.369999,0.300000,0.300000,0.003000
-47.228001,0.300000,0.300000,0.003000
-53.772999,0.300000,0.300000,0.003000
-63.236000,0.300000,0.300000,0.003000
-70.370003,0.300000,0.300000,0.003000
-74.944000,0.300000,0.300000,0.003000
-77.569000,0.300000,0.300000,0.003000
-78.359001,0.300000,0.300000,0.003000
-78.514999,0.300000,0.300000,0.003000
-78.486000,0.300000,0.300000,0.003000
-78.518997,0.300000,0.300000,0.003000
-43.206001,0.300000,0.300000,0.003000
-44.169998,0.300000,0.300000,0.003000
-53.917999,0.300000,0.300000,0.003000
-60.672001,0.300000,0.300000,0.003000
-69.249000,0.300000,0.300000,0.003000
-74.060997,0.300000,0.300000,0.003000
-76.200996,0.300000,0.300000,0.003000
-78.189003,0.300000,0.300000,0.003000
-78.630997,0.300000,0.300000,0.003000
-78.646004,0.300000,0.300000,0.003000
-78.641998,0.300000,0.300000,0.003000
-43.039001,0.300000,0.300000,0.003000
-42.387001,0.300000,0.300000,0.003000
-49.307999,0.300000,0.300000,0.003000
-59.069000,0.300000,0.300000,0.003000
-66.186997,0.300000,0.300000,0.003000
-71.542000,0.300000,0.300000,0.003000
-75.441002,0.300000,0.300000,0.003000
-77.584000,0.300000,0.300000,0.003000
-78.523003,0.300000,0.300000,0.003000
-78.824997,0.300000,0.300000,0.003000
-78.848000,0.300000,0.300000,0.003000
-42.275002,0.300000,0.300000,0.003000
-42.939999,0.300000,0.300000,0.003000
-45.731998,0.300000,0.300000,0.003000
-52.466000,0.300000,0.300000,0.003000
-61.140999,0.300000,0.300000,0.003000
-70.302002,0.300000,0.300000,0.003000
-74.874000,0.300000,0.300000,0.003000
-78.244003,0.300000,0.300000,0.003000
-79.029999,0.300000,0.300000,0.003000
-78.995003,0.300000,0.300000,0.003000
-79.027000,0.300000,0.300000,0.003000
-42.683998,0.300000,0.300000,0.003000
-42.307999,0.300000,0.300000,0.003000
-45.189999,0.300000,0.300000,0.003000
-49.619999,0.300000,0.300000,0.003000
-57.081001,0.300000,0.300000,0.003000
-67.303001,0.300000,0.300000,0.003000
-75.963997,0.300000,0.300000,0.003000
-78.468002,0.300000,0.300000,0.003000
-79.202004,0.300000,0.300000,0.003000
-79.180000,0.300000,0.300000,0.003000
-79.202004,0.300000,0.300000,0.003000
