Row,Column,Layer,Code,Start_Time[day],Stop_Time[day],Start_Head[m],Stop_Head[m]
94,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
95,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
96,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
97,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
98,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
99,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
100,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
101,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
102,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
103,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
104,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
105,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
106,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
107,51,1,3,0.00E+00,1.00E+00,0.00E+00,0.00E+00
108,51,1,2,0.00E+00,1.00E+00,0.00E+00,0.00E+00
109,51,1,2,0.00E+00,1.00E+00,0.00E+00,0.00E+00
120,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
121,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
122,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
123,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
124,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
125,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
126,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
127,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
128,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
129,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
130,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
131,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
132,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
133,51,1,5,0.00E+00,1.00E+00,0.00E+00,0.00E+00
45,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
46,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
47,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
48,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
49,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
50,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
51,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
52,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
53,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
54,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
55,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
56,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
57,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
58,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
59,52,1,4,0.00E+00,1.00E+00,0.00E+00,0.00E+00
