LAYER,ROW,COLUMN,ZONE,START_TIME,END_TIME,RECHARGE,PONDING,ACTIVE
1,7,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,6,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,6,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,6,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,6,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,6,57,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,7,57,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,8,57,20,0.000000000000,365.000000000000,240.000000000000,0.000000000000,1
1,6,58,11,0.000000000000,365.000000000000,140.000000000000,0.000000000000,1
1,7,58,21,0.000000000000,365.000000000000,90.000000000000,0.000000000000,1
1,8,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,6,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,7,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,8,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,6,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,7,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,8,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,7,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,8,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,9,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,9,57,36,0.000000000000,365.000000000000,210.000000000000,0.000000000000,1
1,9,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,9,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,9,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,9,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,10,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,10,57,11,0.000000000000,365.000000000000,140.000000000000,0.000000000000,1
1,10,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,10,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,10,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,10,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,11,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,11,56,30,0.000000000000,365.000000000000,250.000000000000,0.000000000000,1
1,11,57,23,0.000000000000,365.000000000000,10.000000000000,0.000000000000,1
1,11,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,11,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,11,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,11,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,12,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,12,57,22,0.000000000000,365.000000000000,40.000000000000,0.000000000000,1
1,12,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,12,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,12,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,12,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,13,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,13,57,32,0.000000000000,365.000000000000,120.000000000000,0.000000000000,1
1,13,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,13,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,13,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,13,61,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,14,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,14,57,8,0.000000000000,365.000000000000,200.000000000000,0.000000000000,1
1,14,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,14,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,14,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,15,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,15,57,55,0.000000000000,365.000000000000,50.000000000000,0.000000000000,1
1,15,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,15,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,15,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,16,50,35,0.000000000000,365.000000000000,260.000000000000,0.000000000000,1
1,16,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,16,57,14,0.000000000000,365.000000000000,70.000000000000,0.000000000000,1
1,16,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,16,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,16,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,17,50,14,0.000000000000,365.000000000000,70.000000000000,0.000000000000,1
1,17,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,17,57,19,0.000000000000,365.000000000000,150.000000000000,0.000000000000,1
1,17,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,17,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,17,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,18,50,31,0.000000000000,365.000000000000,230.000000000000,0.000000000000,1
1,18,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,18,57,8,0.000000000000,365.000000000000,200.000000000000,0.000000000000,1
1,18,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,18,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,18,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,19,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,19,57,16,0.000000000000,365.000000000000,190.000000000000,0.000000000000,1
1,19,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,19,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,19,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,20,50,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,51,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,54,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,55,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,56,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,20,57,11,0.000000000000,365.000000000000,140.000000000000,0.000000000000,1
1,20,58,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,20,59,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,20,60,1,0.000000000000,365.000000000000,0.000000000000,0.000000000000,1
1,21,52,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
1,21,53,7,0.000000000000,365.000000000000,270.000000000000,0.000000000000,1
