FeatureID,X,Y,Elevation
61,292621.0724,9105001.619,1.5524
62,292717.1986,9104974.055,0.21025
63,292813.3248,9104946.491,0
64,292909.4509,9104918.928,0
65,293005.5771,9104891.364,0
66,292016.7517,9105070.875,7.7801
67,292112.8778,9105043.311,8.4194
68,292209.004,9105015.748,9.1075
69,292305.1302,9104988.184,9.6015
70,292401.2564,9104960.62,8.0474
71,292497.3825,9104933.057,4.6408
72,292593.5087,9104905.493,2.7059
73,292689.6349,9104877.929,0.31816
74,292785.761,9104850.365,0
75,292881.8872,9104822.802,0
76,292978.0134,9104795.238,0
77,291989.1879,9104974.749,8.1612
78,292085.3141,9104947.185,8.4288
79,292181.4403,9104919.622,10.027
80,292277.5664,9104892.058,10.823
81,292373.6926,9104864.494,10.788
82,292469.8188,9104836.93,9.0931
83,292565.945,9104809.367,3.9032
84,292662.0711,9104781.803,0.091959
85,292758.1973,9104754.239,0
86,292854.3235,9104726.675,0
87,292950.4496,9104699.112,0
88,291961.6242,9104878.623,7.7598
89,292057.7504,9104851.059,8.7651
90,292153.8765,9104823.495,9.7574
91,292250.0027,9104795.932,9.8111
92,292346.1289,9104768.368,7.9783
93,292442.255,9104740.804,5.9377
94,292538.3812,9104713.24,3.1422
95,292634.5074,9104685.677,0.22346
96,292730.6336,9104658.113,0
97,292826.7597,9104630.549,0
98,292922.8859,9104602.985,0
99,291934.0605,9104782.497,8.1305
100,292030.1866,9104754.933,8.6937
101,292126.3128,9104727.369,9.1161
102,292222.439,9104699.805,7.5589
103,292318.5651,9104672.242,6.7334
104,292414.6913,9104644.678,4.3377
105,292510.8175,9104617.114,1.6388
106,292606.9437,9104589.551,0.30748
107,292703.0698,9104561.987,0.17728
108,292799.196,9104534.423,0
109,292895.3222,9104506.859,0
110,291906.4967,9104686.371,7.8421
111,292002.6229,9104658.807,8.6629
112,292098.7491,9104631.243,9.3695
113,292194.8752,9104603.679,9.7769
114,292291.0014,9104576.116,6.9656
115,292387.1276,9104548.552,3.8272
116,292483.2537,9104520.988,1.6054
117,292579.3799,9104493.424,0.18319
118,292675.5061,9104465.861,0.066667
119,292771.6323,9104438.297,0
120,292867.7584,9104410.733,0
121,291878.933,9104590.244,7.526
122,291975.0592,9104562.681,7.8715
123,292071.1853,9104535.117,8.4484
124,292167.3115,9104507.553,7.0902
125,292263.4377,9104479.989,5.4358
126,292359.5638,9104452.426,3.0676
127,292455.69,9104424.862,1.0896
128,292551.8162,9104397.298,0.20814
129,292647.9424,9104369.734,0.051057
130,292744.0685,9104342.171,0
131,292840.1947,9104314.607,0
132,291851.3693,9104494.118,7.4781
133,291947.4954,9104466.554,7.6637
134,292043.6216,9104438.991,8.2752
135,292139.7478,9104411.427,8.5339
136,292235.8739,9104383.863,6.5507
137,292332.0001,9104356.299,2.9999
138,292428.1263,9104328.736,1.5271
139,292524.2524,9104301.172,0.14945
140,292620.3786,9104273.608,0
141,292716.5048,9104246.045,0
142,292812.631,9104218.481,0
143,291823.8055,9104397.992,8.132
144,291919.9317,9104370.428,8.0385
145,292016.0579,9104342.865,8.2492
146,292112.184,9104315.301,7.8168
147,292208.3102,9104287.737,6.7913
148,292304.4364,9104260.173,4.0661
149,292400.5625,9104232.61,0.62725
150,292496.6887,9104205.046,0.022785
151,292592.8149,9104177.482,0
152,292688.941,9104149.918,0
153,292785.0672,9104122.355,0
