FeatureID,PartID,X,Y,Z,SLB_WHI_ID
57,1,292298.412699161,9105146.15510392,0,31827ddc-bb34-45a1-b264-2eea91c781bb
57,1,292270.848963579,9105050.02893433,0,31827ddc-bb34-45a1-b264-2eea91c781bb
57,1,292174.722793985,9105077.59266991,0,31827ddc-bb34-45a1-b264-2eea91c781bb
57,1,292202.286529567,9105173.71883951,0,31827ddc-bb34-45a1-b264-2eea91c781bb
58,1,292298.412699161,9105146.15510392,0,c373ec97-c55f-4694-9b54-44c6b41e4877
58,1,292394.538868755,9105118.59136834,0,c373ec97-c55f-4694-9b54-44c6b41e4877
58,1,292366.975133173,9105022.46519875,0,c373ec97-c55f-4694-9b54-44c6b41e4877
58,1,292270.848963579,9105050.02893433,0,c373ec97-c55f-4694-9b54-44c6b41e4877
58,1,292298.412699161,9105146.15510392,0,c373ec97-c55f-4694-9b54-44c6b41e4877
59,1,292394.538868755,9105118.59136834,0,9ea39428-aae0-4820-9283-4a71170139e2
59,1,292490.665038349,9105091.02763276,0,9ea39428-aae0-4820-9283-4a71170139e2
59,1,292463.101302767,9104994.90146317,0,9ea39428-aae0-4820-9283-4a71170139e2
59,1,292366.975133173,9105022.46519875,0,9ea39428-aae0-4820-9283-4a71170139e2
59,1,292394.538868755,9105118.59136834,0,9ea39428-aae0-4820-9283-4a71170139e2
60,1,292490.665038349,9105091.02763276,0,24979574-626e-4303-9033-c4909f0f789c
60,1,292586.791207942,9105063.46389718,0,24979574-626e-4303-9033-c4909f0f789c
60,1,292559.227472361,9104967.33772758,0,24979574-626e-4303-9033-c4909f0f789c
60,1,292463.101302767,9104994.90146317,0,24979574-626e-4303-9033-c4909f0f789c
60,1,292490.665038349,9105091.02763276,0,24979574-626e-4303-9033-c4909f0f789c
61,1,292586.791207942,9105063.46389718,0,f8960261-2779-4d76-a13f-f37c94ec5cde
61,1,292682.917377536,9105035.9001616,0,f8960261-2779-4d76-a13f-f37c94ec5cde
61,1,292655.353641955,9104939.773992,0,f8960261-2779-4d76-a13f-f37c94ec5cde
61,1,292559.227472361,9104967.33772758,0,f8960261-2779-4d76-a13f-f37c94ec5cde
61,1,292586.791207942,9105063.46389718,0,f8960261-2779-4d76-a13f-f37c94ec5cde
62,1,292682.917377536,9105035.9001616,0,8014c2af-c420-43ab-8933-91dae33837eb
62,1,292779.04354713,9105008.33642601,0,8014c2af-c420-43ab-8933-91dae33837eb
62,1,292751.479811548,9104912.21025642,0,8014c2af-c420-43ab-8933-91dae33837eb
62,1,292655.353641955,9104939.773992,0,8014c2af-c420-43ab-8933-91dae33837eb
62,1,292682.917377536,9105035.9001616,0,8014c2af-c420-43ab-8933-91dae33837eb
63,1,292779.04354713,9105008.33642601,0,e8198a9c-8292-4a2e-b465-5437dd95e24b
63,1,292875.169716724,9104980.77269043,0,e8198a9c-8292-4a2e-b465-5437dd95e24b
63,1,292847.605981142,9104884.64652084,0,e8198a9c-8292-4a2e-b465-5437dd95e24b
63,1,292751.479811548,9104912.21025642,0,e8198a9c-8292-4a2e-b465-5437dd95e24b
63,1,292779.04354713,9105008.33642601,0,e8198a9c-8292-4a2e-b465-5437dd95e24b
64,1,292875.169716724,9104980.77269043,0,6b23ce91-a740-4eda-9a73-2632454e769f
64,1,292971.295886318,9104953.20895485,0,6b23ce91-a740-4eda-9a73-2632454e769f
64,1,292943.732150736,9104857.08278526,0,6b23ce91-a740-4eda-9a73-2632454e769f
64,1,292847.605981142,9104884.64652084,0,6b23ce91-a740-4eda-9a73-2632454e769f
64,1,292875.169716724,9104980.77269043,0,6b23ce91-a740-4eda-9a73-2632454e769f
65,1,292971.295886318,9104953.20895485,0,494435c0-a703-481c-8e93-d511d3be0780
65,1,293067.422055912,9104925.64521927,0,494435c0-a703-481c-8e93-d511d3be0780
65,1,293039.85832033,9104829.51904968,0,494435c0-a703-481c-8e93-d511d3be0780
65,1,292943.732150736,9104857.08278526,0,494435c0-a703-481c-8e93-d511d3be0780
65,1,292971.295886318,9104953.20895485,0,494435c0-a703-481c-8e93-d511d3be0780
66,1,291982.470454798,9105132.72014107,0,db4b6650-a454-4bc9-aa7d-d9ec5e72f236
66,1,292078.596624392,9105105.15640549,0,db4b6650-a454-4bc9-aa7d-d9ec5e72f236
66,1,292051.03288881,9105009.0302359,0,db4b6650-a454-4bc9-aa7d-d9ec5e72f236
66,1,291954.906719216,9105036.59397148,0,db4b6650-a454-4bc9-aa7d-d9ec5e72f236
66,1,291982.470454798,9105132.72014107,0,db4b6650-a454-4bc9-aa7d-d9ec5e72f236
67,1,292078.596624392,9105105.15640549,0,9d064fe4-6153-4981-bf07-04c30cc0f0cc
67,1,292174.722793985,9105077.59266991,0,9d064fe4-6153-4981-bf07-04c30cc0f0cc
67,1,292147.159058404,9104981.46650032,0,9d064fe4-6153-4981-bf07-04c30cc0f0cc
67,1,292051.03288881,9105009.0302359,0,9d064fe4-6153-4981-bf07-04c30cc0f0cc
67,1,292078.596624392,9105105.15640549,0,9d064fe4-6153-4981-bf07-04c30cc0f0cc
68,1,292174.722793985,9105077.59266991,0,6d0df02a-b213-4ee5-9a9f-3caad892f404
68,1,292270.848963579,9105050.02893433,0,6d0df02a-b213-4ee5-9a9f-3caad892f404
68,1,292243.285227998,9104953.90276474,0,6d0df02a-b213-4ee5-9a9f-3caad892f404
68,1,292147.159058404,9104981.46650032,0,6d0df02a-b213-4ee5-9a9f-3caad892f404
68,1,292174.722793985,9105077.59266991,0,6d0df02a-b213-4ee5-9a9f-3caad892f404
69,1,292270.848963579,9105050.02893433,0,f9540ccd-9447-49a8-917d-d194d152b100
69,1,292366.975133173,9105022.46519875,0,f9540ccd-9447-49a8-917d-d194d152b100
69,1,292339.411397591,9104926.33902915,0,f9540ccd-9447-49a8-917d-d194d152b100
69,1,292243.285227998,9104953.90276474,0,f9540ccd-9447-49a8-917d-d194d152b100
69,1,292270.848963579,9105050.02893433,0,f9540ccd-9447-49a8-917d-d194d152b100
70,1,292366.975133173,9105022.46519875,0,3cbbed1c-8781-4367-b365-a67992111cc9
70,1,292463.101302767,9104994.90146317,0,3cbbed1c-8781-4367-b365-a67992111cc9
70,1,292435.537567185,9104898.77529357,0,3cbbed1c-8781-4367-b365-a67992111cc9
70,1,292339.411397591,9104926.33902915,0,3cbbed1c-8781-4367-b365-a67992111cc9
70,1,292366.975133173,9105022.46519875,0,3cbbed1c-8781-4367-b365-a67992111cc9
71,1,292463.101302767,9104994.90146317,0,c0f5bb4f-c3a6-4b7c-ac34-77b84155ca20
71,1,292559.227472361,9104967.33772758,0,c0f5bb4f-c3a6-4b7c-ac34-77b84155ca20
71,1,292531.663736779,9104871.21155799,0,c0f5bb4f-c3a6-4b7c-ac34-77b84155ca20
71,1,292435.537567185,9104898.77529357,0,c0f5bb4f-c3a6-4b7c-ac34-77b84155ca20
71,1,292463.101302767,9104994.90146317,0,c0f5bb4f-c3a6-4b7c-ac34-77b84155ca20
72,1,292559.227472361,9104967.33772758,0,26296e42-bc8d-444f-b7cb-973f8d6cfe60
72,1,292655.353641955,9104939.773992,0,26296e42-bc8d-444f-b7cb-973f8d6cfe60
72,1,292627.789906373,9104843.64782241,0,26296e42-bc8d-444f-b7cb-973f8d6cfe60
72,1,292531.663736779,9104871.21155799,0,26296e42-bc8d-444f-b7cb-973f8d6cfe60
72,1,292559.227472361,9104967.33772758,0,26296e42-bc8d-444f-b7cb-973f8d6cfe60
73,1,292655.353641955,9104939.773992,0,ef56c7a5-4efb-435f-abfe-1d4a808268c5
73,1,292751.479811548,9104912.21025642,0,ef56c7a5-4efb-435f-abfe-1d4a808268c5
73,1,292723.916075967,9104816.08408683,0,ef56c7a5-4efb-435f-abfe-1d4a808268c5
73,1,292627.789906373,9104843.64782241,0,ef56c7a5-4efb-435f-abfe-1d4a808268c5
73,1,292655.353641955,9104939.773992,0,ef56c7a5-4efb-435f-abfe-1d4a808268c5
74,1,292751.479811548,9104912.21025642,0,b1211c3a-8a2e-4425-b2bc-1d1c3c569293
74,1,292847.605981142,9104884.64652084,0,b1211c3a-8a2e-4425-b2bc-1d1c3c569293
74,1,292820.042245561,9104788.52035125,0,b1211c3a-8a2e-4425-b2bc-1d1c3c569293
74,1,292723.916075967,9104816.08408683,0,b1211c3a-8a2e-4425-b2bc-1d1c3c569293
74,1,292751.479811548,9104912.21025642,0,b1211c3a-8a2e-4425-b2bc-1d1c3c569293
75,1,292847.605981142,9104884.64652084,0,14a60bee-a34d-4242-8b1b-3c2960245730
75,1,292943.732150736,9104857.08278526,0,14a60bee-a34d-4242-8b1b-3c2960245730
75,1,292916.168415154,9104760.95661566,0,14a60bee-a34d-4242-8b1b-3c2960245730
75,1,292820.042245561,9104788.52035125,0,14a60bee-a34d-4242-8b1b-3c2960245730
75,1,292847.605981142,9104884.64652084,0,14a60bee-a34d-4242-8b1b-3c2960245730
76,1,292943.732150736,9104857.08278526,0,6e34ad67-7c30-47ce-b86b-5f233908165b
76,1,293039.85832033,9104829.51904968,0,6e34ad67-7c30-47ce-b86b-5f233908165b
76,1,293012.294584748,9104733.39288008,0,6e34ad67-7c30-47ce-b86b-5f233908165b
76,1,292916.168415154,9104760.95661566,0,6e34ad67-7c30-47ce-b86b-5f233908165b
76,1,292943.732150736,9104857.08278526,0,6e34ad67-7c30-47ce-b86b-5f233908165b
77,1,291954.906719216,9105036.59397148,0,03209006-33e3-48ae-afc6-c3db9f95d6b2
77,1,292051.03288881,9105009.0302359,0,03209006-33e3-48ae-afc6-c3db9f95d6b2
77,1,292023.469153228,9104912.90406631,0,03209006-33e3-48ae-afc6-c3db9f95d6b2
77,1,291927.342983634,9104940.46780189,0,03209006-33e3-48ae-afc6-c3db9f95d6b2
77,1,291954.906719216,9105036.59397148,0,03209006-33e3-48ae-afc6-c3db9f95d6b2
78,1,292051.03288881,9105009.0302359,0,5f47a689-ae66-491e-b037-b1c8c5198815
78,1,292147.159058404,9104981.46650032,0,5f47a689-ae66-491e-b037-b1c8c5198815
78,1,292119.595322822,9104885.34033072,0,5f47a689-ae66-491e-b037-b1c8c5198815
78,1,292023.469153228,9104912.90406631,0,5f47a689-ae66-491e-b037-b1c8c5198815
78,1,292051.03288881,9105009.0302359,0,5f47a689-ae66-491e-b037-b1c8c5198815
79,1,292147.159058404,9104981.46650032,0,994b4035-3152-44c3-adef-9cf86f4c73f4
79,1,292243.285227998,9104953.90276474,0,994b4035-3152-44c3-adef-9cf86f4c73f4
79,1,292215.721492416,9104857.77659514,0,994b4035-3152-44c3-adef-9cf86f4c73f4
79,1,292119.595322822,9104885.34033072,0,994b4035-3152-44c3-adef-9cf86f4c73f4
79,1,292147.159058404,9104981.46650032,0,994b4035-3152-44c3-adef-9cf86f4c73f4
80,1,292243.285227998,9104953.90276474,0,5f9a8063-fd27-426b-b53a-afce2ae28abd
80,1,292339.411397591,9104926.33902915,0,5f9a8063-fd27-426b-b53a-afce2ae28abd
80,1,292311.84766201,9104830.21285956,0,5f9a8063-fd27-426b-b53a-afce2ae28abd
80,1,292215.721492416,9104857.77659514,0,5f9a8063-fd27-426b-b53a-afce2ae28abd
80,1,292243.285227998,9104953.90276474,0,5f9a8063-fd27-426b-b53a-afce2ae28abd
81,1,292339.411397591,9104926.33902915,0,e640ea41-b1d7-4714-a6b0-2c2e52ea66f0
81,1,292435.537567185,9104898.77529357,0,e640ea41-b1d7-4714-a6b0-2c2e52ea66f0
81,1,292407.973831603,9104802.64912398,0,e640ea41-b1d7-4714-a6b0-2c2e52ea66f0
81,1,292311.84766201,9104830.21285956,0,e640ea41-b1d7-4714-a6b0-2c2e52ea66f0
81,1,292339.411397591,9104926.33902915,0,e640ea41-b1d7-4714-a6b0-2c2e52ea66f0
82,1,292435.537567185,9104898.77529357,0,e77ca7fc-2693-4f12-98e8-331de2a6b016
82,1,292531.663736779,9104871.21155799,0,e77ca7fc-2693-4f12-98e8-331de2a6b016
82,1,292504.100001197,9104775.0853884,0,e77ca7fc-2693-4f12-98e8-331de2a6b016
82,1,292407.973831603,9104802.64912398,0,e77ca7fc-2693-4f12-98e8-331de2a6b016
82,1,292435.537567185,9104898.77529357,0,e77ca7fc-2693-4f12-98e8-331de2a6b016
83,1,292531.663736779,9104871.21155799,0,3e14ac66-5663-458c-8a26-0b4eb62035e8
83,1,292627.789906373,9104843.64782241,0,3e14ac66-5663-458c-8a26-0b4eb62035e8
83,1,292600.226170791,9104747.52165281,0,3e14ac66-5663-458c-8a26-0b4eb62035e8
83,1,292504.100001197,9104775.0853884,0,3e14ac66-5663-458c-8a26-0b4eb62035e8
83,1,292531.663736779,9104871.21155799,0,3e14ac66-5663-458c-8a26-0b4eb62035e8
84,1,292627.789906373,9104843.64782241,0,35de7d9a-79a4-442b-9428-1ebcb9fcf9c3
84,1,292723.916075967,9104816.08408683,0,35de7d9a-79a4-442b-9428-1ebcb9fcf9c3
84,1,292696.352340385,9104719.95791723,0,35de7d9a-79a4-442b-9428-1ebcb9fcf9c3
84,1,292600.226170791,9104747.52165281,0,35de7d9a-79a4-442b-9428-1ebcb9fcf9c3
84,1,292627.789906373,9104843.64782241,0,35de7d9a-79a4-442b-9428-1ebcb9fcf9c3
85,1,292723.916075967,9104816.08408683,0,a7597b1e-b10c-4f34-8b19-8b4d1747a1bd
85,1,292820.042245561,9104788.52035125,0,a7597b1e-b10c-4f34-8b19-8b4d1747a1bd
85,1,292792.478509979,9104692.39418165,0,a7597b1e-b10c-4f34-8b19-8b4d1747a1bd
85,1,292696.352340385,9104719.95791723,0,a7597b1e-b10c-4f34-8b19-8b4d1747a1bd
85,1,292723.916075967,9104816.08408683,0,a7597b1e-b10c-4f34-8b19-8b4d1747a1bd
86,1,292820.042245561,9104788.52035125,0,321c3710-2da8-4a80-86c0-7cc35cd12f01
86,1,292916.168415154,9104760.95661566,0,321c3710-2da8-4a80-86c0-7cc35cd12f01
86,1,292888.604679573,9104664.83044607,0,321c3710-2da8-4a80-86c0-7cc35cd12f01
86,1,292792.478509979,9104692.39418165,0,321c3710-2da8-4a80-86c0-7cc35cd12f01
86,1,292820.042245561,9104788.52035125,0,321c3710-2da8-4a80-86c0-7cc35cd12f01
87,1,292916.168415154,9104760.95661566,0,0c535640-0644-4e1b-b2f3-a882a0946800
87,1,293012.294584748,9104733.39288008,0,0c535640-0644-4e1b-b2f3-a882a0946800
87,1,292984.730849166,9104637.26671049,0,0c535640-0644-4e1b-b2f3-a882a0946800
87,1,292888.604679573,9104664.83044607,0,0c535640-0644-4e1b-b2f3-a882a0946800
87,1,292916.168415154,9104760.95661566,0,0c535640-0644-4e1b-b2f3-a882a0946800
88,1,291927.342983634,9104940.46780189,0,9ee86465-2270-4c10-9ef1-7c9c23eb5257
88,1,292023.469153228,9104912.90406631,0,9ee86465-2270-4c10-9ef1-7c9c23eb5257
88,1,291995.905417646,9104816.77789671,0,9ee86465-2270-4c10-9ef1-7c9c23eb5257
88,1,291899.779248053,9104844.34163229,0,9ee86465-2270-4c10-9ef1-7c9c23eb5257
88,1,291927.342983634,9104940.46780189,0,9ee86465-2270-4c10-9ef1-7c9c23eb5257
89,1,292023.469153228,9104912.90406631,0,42426f93-38f2-4258-9927-49f39f8e5e1b
89,1,292119.595322822,9104885.34033072,0,42426f93-38f2-4258-9927-49f39f8e5e1b
89,1,292092.03158724,9104789.21416113,0,42426f93-38f2-4258-9927-49f39f8e5e1b
89,1,291995.905417646,9104816.77789671,0,42426f93-38f2-4258-9927-49f39f8e5e1b
89,1,292023.469153228,9104912.90406631,0,42426f93-38f2-4258-9927-49f39f8e5e1b
90,1,292119.595322822,9104885.34033072,0,ee0860ef-e8ac-4cd6-a97e-ae3cfcaac250
90,1,292215.721492416,9104857.77659514,0,ee0860ef-e8ac-4cd6-a97e-ae3cfcaac250
90,1,292188.157756834,9104761.65042555,0,ee0860ef-e8ac-4cd6-a97e-ae3cfcaac250
90,1,292092.03158724,9104789.21416113,0,ee0860ef-e8ac-4cd6-a97e-ae3cfcaac250
90,1,292119.595322822,9104885.34033072,0,ee0860ef-e8ac-4cd6-a97e-ae3cfcaac250
91,1,292215.721492416,9104857.77659514,0,df411d54-37fc-4d7e-aec1-94944c060eda
91,1,292311.84766201,9104830.21285956,0,df411d54-37fc-4d7e-aec1-94944c060eda
91,1,292284.283926428,9104734.08668997,0,df411d54-37fc-4d7e-aec1-94944c060eda
91,1,292188.157756834,9104761.65042555,0,df411d54-37fc-4d7e-aec1-94944c060eda
91,1,292215.721492416,9104857.77659514,0,df411d54-37fc-4d7e-aec1-94944c060eda
92,1,292311.84766201,9104830.21285956,0,eb989e99-d551-4c39-a41a-62349e1eea65
92,1,292407.973831603,9104802.64912398,0,eb989e99-d551-4c39-a41a-62349e1eea65
92,1,292380.410096022,9104706.52295438,0,eb989e99-d551-4c39-a41a-62349e1eea65
92,1,292284.283926428,9104734.08668997,0,eb989e99-d551-4c39-a41a-62349e1eea65
92,1,292311.84766201,9104830.21285956,0,eb989e99-d551-4c39-a41a-62349e1eea65
93,1,292407.973831603,9104802.64912398,0,c507effd-06b2-4f2b-abb1-67fd26976efc
93,1,292504.100001197,9104775.0853884,0,c507effd-06b2-4f2b-abb1-67fd26976efc
93,1,292476.536265616,9104678.9592188,0,c507effd-06b2-4f2b-abb1-67fd26976efc
93,1,292380.410096022,9104706.52295438,0,c507effd-06b2-4f2b-abb1-67fd26976efc
93,1,292407.973831603,9104802.64912398,0,c507effd-06b2-4f2b-abb1-67fd26976efc
94,1,292504.100001197,9104775.0853884,0,852f9433-a4e1-4739-8184-ecd13ec5a907
94,1,292600.226170791,9104747.52165281,0,852f9433-a4e1-4739-8184-ecd13ec5a907
94,1,292572.662435209,9104651.39548322,0,852f9433-a4e1-4739-8184-ecd13ec5a907
94,1,292476.536265616,9104678.9592188,0,852f9433-a4e1-4739-8184-ecd13ec5a907
94,1,292504.100001197,9104775.0853884,0,852f9433-a4e1-4739-8184-ecd13ec5a907
95,1,292600.226170791,9104747.52165281,0,10dd701b-9782-4a09-8dd5-2c5836dcad6e
95,1,292696.352340385,9104719.95791723,0,10dd701b-9782-4a09-8dd5-2c5836dcad6e
95,1,292668.788604803,9104623.83174764,0,10dd701b-9782-4a09-8dd5-2c5836dcad6e
95,1,292572.662435209,9104651.39548322,0,10dd701b-9782-4a09-8dd5-2c5836dcad6e
95,1,292600.226170791,9104747.52165281,0,10dd701b-9782-4a09-8dd5-2c5836dcad6e
96,1,292696.352340385,9104719.95791723,0,3ae9b500-af23-40f0-af05-b15bef311c4f
96,1,292792.478509979,9104692.39418165,0,3ae9b500-af23-40f0-af05-b15bef311c4f
96,1,292764.914774397,9104596.26801206,0,3ae9b500-af23-40f0-af05-b15bef311c4f
96,1,292668.788604803,9104623.83174764,0,3ae9b500-af23-40f0-af05-b15bef311c4f
96,1,292696.352340385,9104719.95791723,0,3ae9b500-af23-40f0-af05-b15bef311c4f
97,1,292792.478509979,9104692.39418165,0,094dbdf1-ffb2-4b19-becc-85766d0e6de9
97,1,292888.604679573,9104664.83044607,0,094dbdf1-ffb2-4b19-becc-85766d0e6de9
97,1,292861.040943991,9104568.70427648,0,094dbdf1-ffb2-4b19-becc-85766d0e6de9
97,1,292764.914774397,9104596.26801206,0,094dbdf1-ffb2-4b19-becc-85766d0e6de9
97,1,292792.478509979,9104692.39418165,0,094dbdf1-ffb2-4b19-becc-85766d0e6de9
98,1,292888.604679573,9104664.83044607,0,e8ce4bc0-9cdc-4b89-800c-baa7dd7c6b30
98,1,292984.730849166,9104637.26671049,0,e8ce4bc0-9cdc-4b89-800c-baa7dd7c6b30
98,1,292957.167113585,9104541.14054089,0,e8ce4bc0-9cdc-4b89-800c-baa7dd7c6b30
98,1,292861.040943991,9104568.70427648,0,e8ce4bc0-9cdc-4b89-800c-baa7dd7c6b30
98,1,292888.604679573,9104664.83044607,0,e8ce4bc0-9cdc-4b89-800c-baa7dd7c6b30
99,1,291899.779248053,9104844.34163229,0,93210a8d-8ee3-4968-94bc-40d854c7ed3b
99,1,291995.905417646,9104816.77789671,0,93210a8d-8ee3-4968-94bc-40d854c7ed3b
99,1,291968.341682065,9104720.65172712,0,93210a8d-8ee3-4968-94bc-40d854c7ed3b
99,1,291872.215512471,9104748.2154627,0,93210a8d-8ee3-4968-94bc-40d854c7ed3b
99,1,291899.779248053,9104844.34163229,0,93210a8d-8ee3-4968-94bc-40d854c7ed3b
100,1,291995.905417646,9104816.77789671,0,8833338b-2239-4956-bfce-3f54e1bd606c
100,1,292092.03158724,9104789.21416113,0,8833338b-2239-4956-bfce-3f54e1bd606c
100,1,292064.467851659,9104693.08799154,0,8833338b-2239-4956-bfce-3f54e1bd606c
100,1,291968.341682065,9104720.65172712,0,8833338b-2239-4956-bfce-3f54e1bd606c
100,1,291995.905417646,9104816.77789671,0,8833338b-2239-4956-bfce-3f54e1bd606c
101,1,292092.03158724,9104789.21416113,0,2578bcc2-f6b5-4b4b-a43b-4af119fef205
101,1,292188.157756834,9104761.65042555,0,2578bcc2-f6b5-4b4b-a43b-4af119fef205
101,1,292160.594021252,9104665.52425595,0,2578bcc2-f6b5-4b4b-a43b-4af119fef205
101,1,292064.467851659,9104693.08799154,0,2578bcc2-f6b5-4b4b-a43b-4af119fef205
101,1,292092.03158724,9104789.21416113,0,2578bcc2-f6b5-4b4b-a43b-4af119fef205
102,1,292188.157756834,9104761.65042555,0,6c585058-1beb-47a2-a907-22b3274a88b9
102,1,292284.283926428,9104734.08668997,0,6c585058-1beb-47a2-a907-22b3274a88b9
102,1,292256.720190846,9104637.96052037,0,6c585058-1beb-47a2-a907-22b3274a88b9
102,1,292160.594021252,9104665.52425595,0,6c585058-1beb-47a2-a907-22b3274a88b9
102,1,292188.157756834,9104761.65042555,0,6c585058-1beb-47a2-a907-22b3274a88b9
103,1,292284.283926428,9104734.08668997,0,d2883156-353a-47ae-aab4-b0b72af89ebf
103,1,292380.410096022,9104706.52295438,0,d2883156-353a-47ae-aab4-b0b72af89ebf
103,1,292352.84636044,9104610.39678479,0,d2883156-353a-47ae-aab4-b0b72af89ebf
103,1,292256.720190846,9104637.96052037,0,d2883156-353a-47ae-aab4-b0b72af89ebf
103,1,292284.283926428,9104734.08668997,0,d2883156-353a-47ae-aab4-b0b72af89ebf
104,1,292380.410096022,9104706.52295438,0,38ac5108-d31a-4ab6-a584-96dcb4c7a0c7
104,1,292476.536265616,9104678.9592188,0,38ac5108-d31a-4ab6-a584-96dcb4c7a0c7
104,1,292448.972530034,9104582.83304921,0,38ac5108-d31a-4ab6-a584-96dcb4c7a0c7
104,1,292352.84636044,9104610.39678479,0,38ac5108-d31a-4ab6-a584-96dcb4c7a0c7
104,1,292380.410096022,9104706.52295438,0,38ac5108-d31a-4ab6-a584-96dcb4c7a0c7
105,1,292476.536265616,9104678.9592188,0,da5a0a8f-56b2-45ec-aa6b-7bc3b03b51ec
105,1,292572.662435209,9104651.39548322,0,da5a0a8f-56b2-45ec-aa6b-7bc3b03b51ec
105,1,292545.098699628,9104555.26931363,0,da5a0a8f-56b2-45ec-aa6b-7bc3b03b51ec
105,1,292448.972530034,9104582.83304921,0,da5a0a8f-56b2-45ec-aa6b-7bc3b03b51ec
105,1,292476.536265616,9104678.9592188,0,da5a0a8f-56b2-45ec-aa6b-7bc3b03b51ec
106,1,292572.662435209,9104651.39548322,0,45fef325-3d32-469c-8f03-11f65611ebac
106,1,292668.788604803,9104623.83174764,0,45fef325-3d32-469c-8f03-11f65611ebac
106,1,292641.224869222,9104527.70557805,0,45fef325-3d32-469c-8f03-11f65611ebac
106,1,292545.098699628,9104555.26931363,0,45fef325-3d32-469c-8f03-11f65611ebac
106,1,292572.662435209,9104651.39548322,0,45fef325-3d32-469c-8f03-11f65611ebac
107,1,292668.788604803,9104623.83174764,0,44b8b64b-f53c-4da4-81a8-4cd5c70916b0
107,1,292764.914774397,9104596.26801206,0,44b8b64b-f53c-4da4-81a8-4cd5c70916b0
107,1,292737.351038815,9104500.14184246,0,44b8b64b-f53c-4da4-81a8-4cd5c70916b0
107,1,292641.224869222,9104527.70557805,0,44b8b64b-f53c-4da4-81a8-4cd5c70916b0
107,1,292668.788604803,9104623.83174764,0,44b8b64b-f53c-4da4-81a8-4cd5c70916b0
108,1,292764.914774397,9104596.26801206,0,b6416d81-4b10-4c95-a99c-f84c6811309d
108,1,292861.040943991,9104568.70427648,0,b6416d81-4b10-4c95-a99c-f84c6811309d
108,1,292833.477208409,9104472.57810688,0,b6416d81-4b10-4c95-a99c-f84c6811309d
108,1,292737.351038815,9104500.14184246,0,b6416d81-4b10-4c95-a99c-f84c6811309d
108,1,292764.914774397,9104596.26801206,0,b6416d81-4b10-4c95-a99c-f84c6811309d
109,1,292861.040943991,9104568.70427648,0,1adb40cc-6b83-4b73-bbd4-c2ad13ae6c13
109,1,292957.167113585,9104541.14054089,0,1adb40cc-6b83-4b73-bbd4-c2ad13ae6c13
109,1,292929.603378003,9104445.0143713,0,1adb40cc-6b83-4b73-bbd4-c2ad13ae6c13
109,1,292833.477208409,9104472.57810688,0,1adb40cc-6b83-4b73-bbd4-c2ad13ae6c13
109,1,292861.040943991,9104568.70427648,0,1adb40cc-6b83-4b73-bbd4-c2ad13ae6c13
110,1,291872.215512471,9104748.2154627,0,67b960ab-f77f-46c7-b850-f4b69214cca6
110,1,291968.341682065,9104720.65172712,0,67b960ab-f77f-46c7-b850-f4b69214cca6
110,1,291940.777946483,9104624.52555752,0,67b960ab-f77f-46c7-b850-f4b69214cca6
110,1,291844.651776889,9104652.08929311,0,67b960ab-f77f-46c7-b850-f4b69214cca6
110,1,291872.215512471,9104748.2154627,0,67b960ab-f77f-46c7-b850-f4b69214cca6
111,1,291968.341682065,9104720.65172712,0,3f6df563-3122-439c-9bf7-b9a9ed749977
111,1,292064.467851659,9104693.08799154,0,3f6df563-3122-439c-9bf7-b9a9ed749977
111,1,292036.904116077,9104596.96182194,0,3f6df563-3122-439c-9bf7-b9a9ed749977
111,1,291940.777946483,9104624.52555752,0,3f6df563-3122-439c-9bf7-b9a9ed749977
111,1,291968.341682065,9104720.65172712,0,3f6df563-3122-439c-9bf7-b9a9ed749977
112,1,292064.467851659,9104693.08799154,0,6debd53c-876f-4007-867f-809d05ead88e
112,1,292160.594021252,9104665.52425595,0,6debd53c-876f-4007-867f-809d05ead88e
112,1,292133.030285671,9104569.39808636,0,6debd53c-876f-4007-867f-809d05ead88e
112,1,292036.904116077,9104596.96182194,0,6debd53c-876f-4007-867f-809d05ead88e
112,1,292064.467851659,9104693.08799154,0,6debd53c-876f-4007-867f-809d05ead88e
113,1,292160.594021252,9104665.52425595,0,6fdc6984-d56c-4b5c-b74a-f5784edafa1d
113,1,292256.720190846,9104637.96052037,0,6fdc6984-d56c-4b5c-b74a-f5784edafa1d
113,1,292229.156455265,9104541.83435078,0,6fdc6984-d56c-4b5c-b74a-f5784edafa1d
113,1,292133.030285671,9104569.39808636,0,6fdc6984-d56c-4b5c-b74a-f5784edafa1d
113,1,292160.594021252,9104665.52425595,0,6fdc6984-d56c-4b5c-b74a-f5784edafa1d
114,1,292256.720190846,9104637.96052037,0,51e0f963-9ada-4a07-be15-b585298379e0
114,1,292352.84636044,9104610.39678479,0,51e0f963-9ada-4a07-be15-b585298379e0
114,1,292325.282624858,9104514.2706152,0,51e0f963-9ada-4a07-be15-b585298379e0
114,1,292229.156455265,9104541.83435078,0,51e0f963-9ada-4a07-be15-b585298379e0
114,1,292256.720190846,9104637.96052037,0,51e0f963-9ada-4a07-be15-b585298379e0
115,1,292352.84636044,9104610.39678479,0,ca3b3d98-c6bb-4cfe-af24-3aaf37fd4cf5
115,1,292448.972530034,9104582.83304921,0,ca3b3d98-c6bb-4cfe-af24-3aaf37fd4cf5
