FeatureID,PartID,X,Y,Z,SLB_WHI_ID
24,1,292284.977736312,9105462.09734829,0,bfd2e188-85e9-479f-89e4-c20656f63faf
24,1,292381.103905906,9105434.5336127,0,bfd2e188-85e9-479f-89e4-c20656f63faf
24,1,292353.540170324,9105338.40744311,0,bfd2e188-85e9-479f-89e4-c20656f63faf
24,1,292257.414000731,9105365.97117869,0,bfd2e188-85e9-479f-89e4-c20656f63faf
24,1,292284.977736312,9105462.09734829,0,bfd2e188-85e9-479f-89e4-c20656f63faf
25,1,292381.103905906,9105434.5336127,0,5d0ebfed-e34e-4fa7-87cb-fb4de1628d4c
25,1,292477.2300755,9105406.96987712,0,5d0ebfed-e34e-4fa7-87cb-fb4de1628d4c
25,1,292449.666339918,9105310.84370753,0,5d0ebfed-e34e-4fa7-87cb-fb4de1628d4c
25,1,292353.540170324,9105338.40744311,0,5d0ebfed-e34e-4fa7-87cb-fb4de1628d4c
25,1,292381.103905906,9105434.5336127,0,5d0ebfed-e34e-4fa7-87cb-fb4de1628d4c
26,1,292477.2300755,9105406.96987712,0,7b0b84a3-475d-46aa-8e4f-6582afdfad98
26,1,292573.356245094,9105379.40614154,0,7b0b84a3-475d-46aa-8e4f-6582afdfad98
26,1,292545.792509512,9105283.27997195,0,7b0b84a3-475d-46aa-8e4f-6582afdfad98
26,1,292449.666339918,9105310.84370753,0,7b0b84a3-475d-46aa-8e4f-6582afdfad98
26,1,292477.2300755,9105406.96987712,0,7b0b84a3-475d-46aa-8e4f-6582afdfad98
27,1,292573.356245094,9105379.40614154,0,2e1b0b4b-d894-47e9-b4aa-84e0f65b474f
27,1,292669.482414688,9105351.84240596,0,2e1b0b4b-d894-47e9-b4aa-84e0f65b474f
27,1,292641.918679106,9105255.71623637,0,2e1b0b4b-d894-47e9-b4aa-84e0f65b474f
27,1,292545.792509512,9105283.27997195,0,2e1b0b4b-d894-47e9-b4aa-84e0f65b474f
27,1,292573.356245094,9105379.40614154,0,2e1b0b4b-d894-47e9-b4aa-84e0f65b474f
28,1,292669.482414688,9105351.84240596,0,43ddbc53-296a-4c95-bfcd-ec6b0aa34cf3
28,1,292765.608584281,9105324.27867038,0,43ddbc53-296a-4c95-bfcd-ec6b0aa34cf3
28,1,292738.0448487,9105228.15250078,0,43ddbc53-296a-4c95-bfcd-ec6b0aa34cf3
28,1,292641.918679106,9105255.71623637,0,43ddbc53-296a-4c95-bfcd-ec6b0aa34cf3
28,1,292669.482414688,9105351.84240596,0,43ddbc53-296a-4c95-bfcd-ec6b0aa34cf3
29,1,292765.608584281,9105324.27867038,0,5ecac9cf-85c5-4c79-b274-9b3b30cfb3b9
29,1,292861.734753875,9105296.7149348,0,5ecac9cf-85c5-4c79-b274-9b3b30cfb3b9
29,1,292834.171018293,9105200.5887652,0,5ecac9cf-85c5-4c79-b274-9b3b30cfb3b9
29,1,292738.0448487,9105228.15250078,0,5ecac9cf-85c5-4c79-b274-9b3b30cfb3b9
29,1,292765.608584281,9105324.27867038,0,5ecac9cf-85c5-4c79-b274-9b3b30cfb3b9
30,1,292861.734753875,9105296.7149348,0,ac4fb1b2-9e1b-40a8-81c1-42412d58ee66
30,1,292957.860923469,9105269.15119921,0,ac4fb1b2-9e1b-40a8-81c1-42412d58ee66
30,1,292930.297187887,9105173.02502962,0,ac4fb1b2-9e1b-40a8-81c1-42412d58ee66
30,1,292834.171018293,9105200.5887652,0,ac4fb1b2-9e1b-40a8-81c1-42412d58ee66
30,1,292861.734753875,9105296.7149348,0,ac4fb1b2-9e1b-40a8-81c1-42412d58ee66
31,1,292957.860923469,9105269.15119921,0,a7b61fe5-28e2-4c7c-9007-cf194fd48a36
31,1,293053.987093063,9105241.58746363,0,a7b61fe5-28e2-4c7c-9007-cf194fd48a36
31,1,293026.423357481,9105145.46129404,0,a7b61fe5-28e2-4c7c-9007-cf194fd48a36
31,1,292930.297187887,9105173.02502962,0,a7b61fe5-28e2-4c7c-9007-cf194fd48a36
31,1,292957.860923469,9105269.15119921,0,a7b61fe5-28e2-4c7c-9007-cf194fd48a36
32,1,293053.987093063,9105241.58746363,0,78dc48fe-9a28-406e-98ab-e7c4a42a770a
32,1,293150.113262657,9105214.02372805,0,78dc48fe-9a28-406e-98ab-e7c4a42a770a
32,1,293122.549527075,9105117.89755846,0,78dc48fe-9a28-406e-98ab-e7c4a42a770a
32,1,293026.423357481,9105145.46129404,0,78dc48fe-9a28-406e-98ab-e7c4a42a770a
32,1,293053.987093063,9105241.58746363,0,78dc48fe-9a28-406e-98ab-e7c4a42a770a
33,1,292065.161661543,9105421.09864986,0,e6d3bb30-7b5a-46bd-a356-5379089d0ef8
33,1,292161.287831137,9105393.53491427,0,e6d3bb30-7b5a-46bd-a356-5379089d0ef8
33,1,292133.724095555,9105297.40874468,0,e6d3bb30-7b5a-46bd-a356-5379089d0ef8
33,1,292037.597925961,9105324.97248026,0,e6d3bb30-7b5a-46bd-a356-5379089d0ef8
33,1,292065.161661543,9105421.09864986,0,e6d3bb30-7b5a-46bd-a356-5379089d0ef8
34,1,292161.287831137,9105393.53491427,0,b5dd30ca-6ea6-409e-91a1-23f034076d72
34,1,292257.414000731,9105365.97117869,0,b5dd30ca-6ea6-409e-91a1-23f034076d72
34,1,292229.850265149,9105269.8450091,0,b5dd30ca-6ea6-409e-91a1-23f034076d72
34,1,292133.724095555,9105297.40874468,0,b5dd30ca-6ea6-409e-91a1-23f034076d72
34,1,292161.287831137,9105393.53491427,0,b5dd30ca-6ea6-409e-91a1-23f034076d72
35,1,292257.414000731,9105365.97117869,0,110b183e-10bf-47e2-b203-62b36b770815
35,1,292353.540170324,9105338.40744311,0,110b183e-10bf-47e2-b203-62b36b770815
35,1,292325.976434743,9105242.28127352,0,110b183e-10bf-47e2-b203-62b36b770815
35,1,292229.850265149,9105269.8450091,0,110b183e-10bf-47e2-b203-62b36b770815
35,1,292257.414000731,9105365.97117869,0,110b183e-10bf-47e2-b203-62b36b770815
36,1,292353.540170324,9105338.40744311,0,cb91e953-ec6d-4356-8d3d-59781f8fe3e2
36,1,292449.666339918,9105310.84370753,0,cb91e953-ec6d-4356-8d3d-59781f8fe3e2
36,1,292422.102604336,9105214.71753794,0,cb91e953-ec6d-4356-8d3d-59781f8fe3e2
36,1,292325.976434743,9105242.28127352,0,cb91e953-ec6d-4356-8d3d-59781f8fe3e2
36,1,292353.540170324,9105338.40744311,0,cb91e953-ec6d-4356-8d3d-59781f8fe3e2
37,1,292449.666339918,9105310.84370753,0,7fdb156e-bac4-4322-88f7-fe4a92b52b8e
37,1,292545.792509512,9105283.27997195,0,7fdb156e-bac4-4322-88f7-fe4a92b52b8e
37,1,292518.22877393,9105187.15380235,0,7fdb156e-bac4-4322-88f7-fe4a92b52b8e
37,1,292422.102604336,9105214.71753794,0,7fdb156e-bac4-4322-88f7-fe4a92b52b8e
37,1,292449.666339918,9105310.84370753,0,7fdb156e-bac4-4322-88f7-fe4a92b52b8e
38,1,292545.792509512,9105283.27997195,0,994c74be-b327-4b3a-b7e8-04f6ff87f726
38,1,292641.918679106,9105255.71623637,0,994c74be-b327-4b3a-b7e8-04f6ff87f726
38,1,292614.354943524,9105159.59006677,0,994c74be-b327-4b3a-b7e8-04f6ff87f726
38,1,292518.22877393,9105187.15380235,0,994c74be-b327-4b3a-b7e8-04f6ff87f726
38,1,292545.792509512,9105283.27997195,0,994c74be-b327-4b3a-b7e8-04f6ff87f726
39,1,292641.918679106,9105255.71623637,0,3e4630fb-4729-46f6-8a4f-421bdc286481
39,1,292738.0448487,9105228.15250078,0,3e4630fb-4729-46f6-8a4f-421bdc286481
39,1,292710.481113118,9105132.02633119,0,3e4630fb-4729-46f6-8a4f-421bdc286481
39,1,292614.354943524,9105159.59006677,0,3e4630fb-4729-46f6-8a4f-421bdc286481
39,1,292641.918679106,9105255.71623637,0,3e4630fb-4729-46f6-8a4f-421bdc286481
40,1,292738.0448487,9105228.15250078,0,5975d13f-3f9c-46e1-9147-9c6584f14e48
40,1,292834.171018293,9105200.5887652,0,5975d13f-3f9c-46e1-9147-9c6584f14e48
40,1,292806.607282712,9105104.46259561,0,5975d13f-3f9c-46e1-9147-9c6584f14e48
40,1,292710.481113118,9105132.02633119,0,5975d13f-3f9c-46e1-9147-9c6584f14e48
40,1,292738.0448487,9105228.15250078,0,5975d13f-3f9c-46e1-9147-9c6584f14e48
41,1,292834.171018293,9105200.5887652,0,fdbc4639-d8c1-4623-97d8-af3f37a1de87
41,1,292930.297187887,9105173.02502962,0,fdbc4639-d8c1-4623-97d8-af3f37a1de87
41,1,292902.733452306,9105076.89886003,0,fdbc4639-d8c1-4623-97d8-af3f37a1de87
41,1,292806.607282712,9105104.46259561,0,fdbc4639-d8c1-4623-97d8-af3f37a1de87
41,1,292834.171018293,9105200.5887652,0,fdbc4639-d8c1-4623-97d8-af3f37a1de87
42,1,292930.297187887,9105173.02502962,0,f8a38fe3-9d44-4cd7-a005-a01aa5104aa7
42,1,293026.423357481,9105145.46129404,0,f8a38fe3-9d44-4cd7-a005-a01aa5104aa7
42,1,292998.859621899,9105049.33512444,0,f8a38fe3-9d44-4cd7-a005-a01aa5104aa7
42,1,292902.733452306,9105076.89886003,0,f8a38fe3-9d44-4cd7-a005-a01aa5104aa7
42,1,292930.297187887,9105173.02502962,0,f8a38fe3-9d44-4cd7-a005-a01aa5104aa7
43,1,293026.423357481,9105145.46129404,0,66009b76-3833-4757-bf95-173f16a7dc71
43,1,293122.549527075,9105117.89755846,0,66009b76-3833-4757-bf95-173f16a7dc71
43,1,293094.985791493,9105021.77138886,0,66009b76-3833-4757-bf95-173f16a7dc71
43,1,292998.859621899,9105049.33512444,0,66009b76-3833-4757-bf95-173f16a7dc71
43,1,293026.423357481,9105145.46129404,0,66009b76-3833-4757-bf95-173f16a7dc71
44,1,292037.597925961,9105324.97248026,0,5ff21479-a936-42db-882e-46dda6102786
44,1,292133.724095555,9105297.40874468,0,5ff21479-a936-42db-882e-46dda6102786
44,1,292106.160359973,9105201.28257509,0,5ff21479-a936-42db-882e-46dda6102786
44,1,292010.034190379,9105228.84631067,0,5ff21479-a936-42db-882e-46dda6102786
44,1,292037.597925961,9105324.97248026,0,5ff21479-a936-42db-882e-46dda6102786
45,1,292133.724095555,9105297.40874468,0,33ebeed0-1906-49a1-8c7a-6299e4a9897a
45,1,292229.850265149,9105269.8450091,0,33ebeed0-1906-49a1-8c7a-6299e4a9897a
45,1,292202.286529567,9105173.71883951,0,33ebeed0-1906-49a1-8c7a-6299e4a9897a
45,1,292106.160359973,9105201.28257509,0,33ebeed0-1906-49a1-8c7a-6299e4a9897a
45,1,292133.724095555,9105297.40874468,0,33ebeed0-1906-49a1-8c7a-6299e4a9897a
46,1,292229.850265149,9105269.8450091,0,9a337386-d6b0-4140-b18d-63fcca7b645d
46,1,292325.976434743,9105242.28127352,0,9a337386-d6b0-4140-b18d-63fcca7b645d
46,1,292298.412699161,9105146.15510392,0,9a337386-d6b0-4140-b18d-63fcca7b645d
46,1,292202.286529567,9105173.71883951,0,9a337386-d6b0-4140-b18d-63fcca7b645d
46,1,292229.850265149,9105269.8450091,0,9a337386-d6b0-4140-b18d-63fcca7b645d
47,1,292325.976434743,9105242.28127352,0,c6a127a2-c81d-4658-8af7-aabc9df03f83
47,1,292422.102604336,9105214.71753794,0,c6a127a2-c81d-4658-8af7-aabc9df03f83
47,1,292394.538868755,9105118.59136834,0,c6a127a2-c81d-4658-8af7-aabc9df03f83
47,1,292298.412699161,9105146.15510392,0,c6a127a2-c81d-4658-8af7-aabc9df03f83
47,1,292325.976434743,9105242.28127352,0,c6a127a2-c81d-4658-8af7-aabc9df03f83
48,1,292422.102604336,9105214.71753794,0,0116d0f9-b35e-4b5c-ac11-1bf6e119bc08
48,1,292518.22877393,9105187.15380235,0,0116d0f9-b35e-4b5c-ac11-1bf6e119bc08
48,1,292490.665038349,9105091.02763276,0,0116d0f9-b35e-4b5c-ac11-1bf6e119bc08
48,1,292394.538868755,9105118.59136834,0,0116d0f9-b35e-4b5c-ac11-1bf6e119bc08
48,1,292422.102604336,9105214.71753794,0,0116d0f9-b35e-4b5c-ac11-1bf6e119bc08
49,1,292518.22877393,9105187.15380235,0,a8e66780-9e7a-4426-8549-cd0bb2bcca83
49,1,292614.354943524,9105159.59006677,0,a8e66780-9e7a-4426-8549-cd0bb2bcca83
49,1,292586.791207942,9105063.46389718,0,a8e66780-9e7a-4426-8549-cd0bb2bcca83
49,1,292490.665038349,9105091.02763276,0,a8e66780-9e7a-4426-8549-cd0bb2bcca83
49,1,292518.22877393,9105187.15380235,0,a8e66780-9e7a-4426-8549-cd0bb2bcca83
50,1,292614.354943524,9105159.59006677,0,7d6b5bbd-8fca-4a7d-a1dc-134f9b7db908
50,1,292710.481113118,9105132.02633119,0,7d6b5bbd-8fca-4a7d-a1dc-134f9b7db908
50,1,292682.917377536,9105035.9001616,0,7d6b5bbd-8fca-4a7d-a1dc-134f9b7db908
50,1,292586.791207942,9105063.46389718,0,7d6b5bbd-8fca-4a7d-a1dc-134f9b7db908
50,1,292614.354943524,9105159.59006677,0,7d6b5bbd-8fca-4a7d-a1dc-134f9b7db908
51,1,292710.481113118,9105132.02633119,0,aca93e35-0503-4655-b071-d28a16b57aaf
51,1,292806.607282712,9105104.46259561,0,aca93e35-0503-4655-b071-d28a16b57aaf
51,1,292779.04354713,9105008.33642601,0,aca93e35-0503-4655-b071-d28a16b57aaf
51,1,292682.917377536,9105035.9001616,0,aca93e35-0503-4655-b071-d28a16b57aaf
51,1,292710.481113118,9105132.02633119,0,aca93e35-0503-4655-b071-d28a16b57aaf
52,1,292806.607282712,9105104.46259561,0,0922168a-77d0-4c57-87d0-b35b41d05d39
52,1,292902.733452306,9105076.89886003,0,0922168a-77d0-4c57-87d0-b35b41d05d39
52,1,292875.169716724,9104980.77269043,0,0922168a-77d0-4c57-87d0-b35b41d05d39
52,1,292779.04354713,9105008.33642601,0,0922168a-77d0-4c57-87d0-b35b41d05d39
52,1,292806.607282712,9105104.46259561,0,0922168a-77d0-4c57-87d0-b35b41d05d39
53,1,292902.733452306,9105076.89886003,0,2cc93f73-96e1-46e4-9758-5519c467a376
53,1,292998.859621899,9105049.33512444,0,2cc93f73-96e1-46e4-9758-5519c467a376
53,1,292971.295886318,9104953.20895485,0,2cc93f73-96e1-46e4-9758-5519c467a376
53,1,292875.169716724,9104980.77269043,0,2cc93f73-96e1-46e4-9758-5519c467a376
53,1,292902.733452306,9105076.89886003,0,2cc93f73-96e1-46e4-9758-5519c467a376
54,1,292998.859621899,9105049.33512444,0,f7e437fc-20f9-46f3-bcfa-1cd47561724d
54,1,293094.985791493,9105021.77138886,0,f7e437fc-20f9-46f3-bcfa-1cd47561724d
54,1,293067.422055912,9104925.64521927,0,f7e437fc-20f9-46f3-bcfa-1cd47561724d
54,1,292971.295886318,9104953.20895485,0,f7e437fc-20f9-46f3-bcfa-1cd47561724d
54,1,292998.859621899,9105049.33512444,0,f7e437fc-20f9-46f3-bcfa-1cd47561724d
55,1,292010.034190379,9105228.84631067,0,8fa5329b-baff-4735-b458-d2df054d450c
55,1,292106.160359973,9105201.28257509,0,8fa5329b-baff-4735-b458-d2df054d450c
55,1,292078.596624392,9105105.15640549,0,8fa5329b-baff-4735-b458-d2df054d450c
55,1,291982.470454798,9105132.72014107,0,8fa5329b-baff-4735-b458-d2df054d450c
55,1,292010.034190379,9105228.84631067,0,8fa5329b-baff-4735-b458-d2df054d450c
56,1,292106.160359973,9105201.28257509,0,b7c467ce-bf86-48dd-baa8-318f7e4b0337
56,1,292202.286529567,9105173.71883951,0,b7c467ce-bf86-48dd-baa8-318f7e4b0337
56,1,292174.722793985,9105077.59266991,0,b7c467ce-bf86-48dd-baa8-318f7e4b0337
56,1,292078.596624392,9105105.15640549,0,b7c467ce-bf86-48dd-baa8-318f7e4b0337
56,1,292106.160359973,9105201.28257509,0,b7c467ce-bf86-48dd-baa8-318f7e4b0337
57,1,292202.286529567,9105173.71883951,0,31827ddc-bb34-45a1-b264-2eea91c781bb
