FeatureID,X,Y,Elevation
75,292881.8872,9104822.802,-77.639
76,292978.0134,9104795.238,-78.097
77,291989.1879,9104974.749,-45.199001
78,292085.3141,9104947.185,-44.821999
79,292181.4403,9104919.622,-51.893002
80,292277.5664,9104892.058,-59.306
81,292373.6926,9104864.494,-69.473999
82,292469.8188,9104836.93,-75.054001
83,292565.945,9104809.367,-78.650002
84,292662.0711,9104781.803,-78.661003
85,292758.1973,9104754.239,-78.678001
86,292854.3235,9104726.675,-78.653
87,292950.4496,9104699.112,-78.677002
88,291961.6242,9104878.623,-44.136002
89,292057.7504,9104851.059,-46.891998
90,292153.8765,9104823.495,-55.368
91,292250.0027,9104795.932,-62.986
92,292346.1289,9104768.368,-69.415001
93,292442.255,9104740.804,-75.916
94,292538.3812,9104713.24,-78.361999
95,292634.5074,9104685.677,-78.835999
96,292730.6336,9104658.113,-78.848
97,292826.7597,9104630.549,-78.825996
98,292922.8859,9104602.985,-78.848
99,291934.0605,9104782.497,-42.869999
100,292030.1866,9104754.933,-47.728001
101,292126.3128,9104727.369,-54.272999
102,292222.439,9104699.805,-63.736
103,292318.5651,9104672.242,-70.870003
104,292414.6913,9104644.678,-75.444
105,292510.8175,9104617.114,-78.069
106,292606.9437,9104589.551,-78.859001
107,292703.0698,9104561.987,-79.014999
108,292799.196,9104534.423,-78.986
109,292895.3222,9104506.859,-79.018997
110,291906.4967,9104686.371,-43.706001
111,292002.6229,9104658.807,-44.669998
112,292098.7491,9104631.243,-54.417999
113,292194.8752,9104603.679,-61.172001
114,292291.0014,9104576.116,-69.749
115,292387.1276,9104548.552,-74.560997
116,292483.2537,9104520.988,-76.700996
117,292579.3799,9104493.424,-78.689003
118,292675.5061,9104465.861,-79.130997
119,292771.6323,9104438.297,-79.146004
120,292867.7584,9104410.733,-79.141998
121,291878.933,9104590.244,-43.539001
122,291975.0592,9104562.681,-42.887001
123,292071.1853,9104535.117,-49.807999
124,292167.3115,9104507.553,-59.569
125,292263.4377,9104479.989,-66.686997
126,292359.5638,9104452.426,-72.042
127,292455.69,9104424.862,-75.941002
128,292551.8162,9104397.298,-78.084
129,292647.9424,9104369.734,-79.023003
130,292744.0685,9104342.171,-79.324997
131,292840.1947,9104314.607,-79.348
132,291851.3693,9104494.118,-42.775002
133,291947.4954,9104466.554,-43.439999
134,292043.6216,9104438.991,-46.231998
135,292139.7478,9104411.427,-52.966
136,292235.8739,9104383.863,-61.640999
137,292332.0001,9104356.299,-70.802002
138,292428.1263,9104328.736,-75.374
139,292524.2524,9104301.172,-78.744003
140,292620.3786,9104273.608,-79.529999
141,292716.5048,9104246.045,-79.495003
142,292812.631,9104218.481,-79.527
143,291823.8055,9104397.992,-43.183998
144,291919.9317,9104370.428,-42.807999
145,292016.0579,9104342.865,-45.689999
146,292112.184,9104315.301,-50.119999
147,292208.3102,9104287.737,-57.581001
148,292304.4364,9104260.173,-67.803001
149,292400.5625,9104232.61,-76.463997
150,292496.6887,9104205.046,-78.968002
151,292592.8149,9104177.482,-79.702004
152,292688.941,9104149.918,-79.68
153,292785.0672,9104122.355,-79.702004
