Z,TOP,BOTTOM,TICKNES,ROW,COLUMN,LAYER
-192.055000,-191.490005,-192.619995,1.129990,12,55,7
-195.169998,-194.259995,-196.080002,1.820007,12,56,7
-200.849998,-197.309998,-204.389999,7.080002,12,57,7
-202.889999,-198.949997,-206.830002,7.880005,12,58,7
-212.125000,-199.949997,-224.300003,24.350006,12,59,7
-214.565002,-200.000000,-229.130005,29.130005,12,60,7
-188.289993,-187.789993,-188.789993,1.000000,13,50,7
-188.179993,-187.679993,-188.679993,1.000000,13,51,7
-188.559998,-188.059998,-189.059998,1.000000,13,52,7
-189.229996,-188.729996,-189.729996,1.000000,13,53,7
-190.729996,-190.229996,-191.229996,1.000000,13,54,7
-193.119995,-192.619995,-193.619995,1.000000,13,55,7
-197.039993,-195.539993,-198.539993,3.000000,13,56,7
-205.055000,-198.449997,-211.660004,13.210007,13,57,7
-209.244995,-199.729996,-218.759995,19.029999,13,58,7
-218.245003,-200.000000,-236.490005,36.490006,13,59,7
-222.084999,-200.000000,-244.169998,44.169998,13,60,7
-189.710007,-189.210007,-190.210007,1.000000,14,50,7
-189.899994,-189.399994,-190.399994,1.000000,14,51,7
-190.589996,-190.089996,-191.089996,1.000000,14,52,7
-191.289993,-190.789993,-191.789993,1.000000,14,53,7
-192.300003,-191.800003,-192.800003,1.000000,14,54,7
-193.509995,-193.009995,-194.009995,1.000000,14,55,7
-198.449997,-196.669998,-200.229996,3.559998,14,56,7
-207.420006,-199.210007,-215.630005,16.419998,14,57,7
-211.485001,-199.899994,-223.070007,23.170013,14,58,7
-221.294998,-200.000000,-242.589996,42.589996,14,59,7
-224.445000,-200.000000,-248.889999,48.889999,14,60,7
-191.350006,-190.850006,-191.850006,1.000000,15,50,7
-191.880005,-191.380005,-192.380005,1.000000,15,51,7
-192.979996,-192.479996,-193.479996,1.000000,15,52,7
-195.385002,-194.850006,-195.919998,1.069992,15,53,7
-197.880005,-196.990005,-198.770004,1.779999,15,54,7
-200.464996,-198.789993,-202.139999,3.350006,15,55,7
-202.754997,-199.729996,-205.779999,6.050003,15,56,7
-209.225006,-199.990005,-218.460007,18.470001,15,57,7
-217.320000,-200.000000,-234.639999,34.639999,15,58,7
-228.000000,-200.000000,-256.000000,56.000000,15,59,7
-233.345001,-200.000000,-266.690002,66.690002,15,60,7
-193.110001,-192.610001,-193.610001,1.000000,16,50,7
-195.200005,-194.550003,-195.850006,1.300003,16,51,7
-198.769997,-197.119995,-200.419998,3.300003,16,52,7
-203.235001,-199.350006,-207.119995,7.769989,16,53,7
-207.025002,-200.000000,-214.050003,14.050003,16,54,7
-208.904999,-200.000000,-217.809998,17.809998,16,55,7
-211.309998,-200.000000,-222.619995,22.619995,16,56,7
-215.595001,-200.000000,-231.190002,31.190002,16,57,7
-221.080002,-200.000000,-242.160004,42.160004,16,58,7
-235.744995,-200.000000,-271.489990,71.489990,16,59,7
-244.345001,-200.000000,-288.690002,88.690002,16,60,7
-194.490005,-193.990005,-194.990005,1.000000,17,50,7
-198.764999,-197.130005,-200.399994,3.269989,17,51,7
-206.379997,-199.839996,-212.919998,13.080002,17,52,7
-210.495003,-200.000000,-220.990005,20.990005,17,53,7
-214.125000,-200.000000,-228.250000,28.250000,17,54,7
-217.675003,-200.000000,-235.350006,35.350006,17,55,7
-220.470001,-200.000000,-240.940002,40.940002,17,56,7
-225.529999,-200.000000,-251.059998,51.059998,17,57,7
-231.554993,-200.000000,-263.109985,63.109985,17,58,7
-244.375000,-200.000000,-288.750000,88.750000,17,59,7
-257.925003,-200.000000,-315.850006,115.850006,17,60,7
-198.729996,-197.429993,-200.029999,2.600006,18,50,7
-203.250000,-199.110001,-207.389999,8.279999,18,51,7
-210.695000,-199.960007,-221.429993,21.469986,18,52,7
-217.250000,-200.000000,-234.500000,34.500000,18,53,7
-220.955002,-200.000000,-241.910004,41.910004,18,54,7
-224.989998,-200.000000,-249.979996,49.979996,18,55,7
-230.550003,-200.000000,-261.100006,61.100006,18,56,7
-235.770004,-200.000000,-271.540009,71.540008,18,57,7
-242.335007,-200.000000,-284.670013,84.670013,18,58,7
-254.714996,-200.000000,-309.429993,109.429993,18,59,7
-260.190002,-200.000000,-320.380005,120.380005,18,60,7
-205.825005,-199.800003,-211.850006,12.050003,19,50,7
-210.650002,-199.979996,-221.320007,21.340012,19,51,7
-215.300003,-200.000000,-230.600006,30.600006,19,52,7
-220.470001,-200.000000,-240.940002,40.940002,19,53,7
-226.260002,-200.000000,-252.520004,52.520004,19,54,7
-233.654999,-200.000000,-267.309998,67.309998,19,55,7
-240.464996,-200.000000,-280.929993,80.929993,19,56,7
-250.285004,-200.000000,-300.570007,100.570007,19,57,7
-254.815002,-200.000000,-309.630005,109.630005,19,58,7
-266.889999,-200.000000,-333.779999,133.779999,19,59,7
-271.199997,-200.000000,-342.399994,142.399994,19,60,7
-214.345001,-200.000000,-228.690002,28.690002,20,50,7
-217.370003,-200.000000,-234.740005,34.740006,20,51,7
-222.910004,-200.000000,-245.820007,45.820007,20,52,7
-227.230003,-200.000000,-254.460007,54.460007,20,53,7
-232.485001,-200.000000,-264.970001,64.970001,20,54,7
-241.244995,-200.000000,-282.489990,82.489990,20,55,7
-252.244995,-200.000000,-304.489990,104.489990,20,56,7
-261.565002,-200.000000,-323.130005,123.130005,20,57,7
-266.399994,-200.000000,-332.799988,132.799988,20,58,7
-276.384995,-200.000000,-352.769989,152.769989,20,59,7
-281.304993,-200.000000,-362.609985,162.609985,20,60,7
