FeatureID,X,Y,Elevation
93,292442.255,9104740.804,-198.789993
94,292538.3812,9104713.24,-199.729996
95,292634.5074,9104685.677,-199.990005
96,292730.6336,9104658.113,-200
97,292826.7597,9104630.549,-200
98,292922.8859,9104602.985,-200
99,291934.0605,9104782.497,-192.610001
100,292030.1866,9104754.933,-194.550003
101,292126.3128,9104727.369,-197.119995
102,292222.439,9104699.805,-199.350006
103,292318.5651,9104672.242,-200
104,292414.6913,9104644.678,-200
105,292510.8175,9104617.114,-200
106,292606.9437,9104589.551,-200
107,292703.0698,9104561.987,-200
108,292799.196,9104534.423,-200
109,292895.3222,9104506.859,-200
110,291906.4967,9104686.371,-193.990005
111,292002.6229,9104658.807,-197.130005
112,292098.7491,9104631.243,-199.839996
113,292194.8752,9104603.679,-200
114,292291.0014,9104576.116,-200
115,292387.1276,9104548.552,-200
116,292483.2537,9104520.988,-200
117,292579.3799,9104493.424,-200
118,292675.5061,9104465.861,-200
119,292771.6323,9104438.297,-200
120,292867.7584,9104410.733,-200
121,291878.933,9104590.244,-197.429993
122,291975.0592,9104562.681,-199.110001
123,292071.1853,9104535.117,-199.960007
124,292167.3115,9104507.553,-200
125,292263.4377,9104479.989,-200
126,292359.5638,9104452.426,-200
127,292455.69,9104424.862,-200
128,292551.8162,9104397.298,-200
129,292647.9424,9104369.734,-200
130,292744.0685,9104342.171,-200
131,292840.1947,9104314.607,-200
132,291851.3693,9104494.118,-199.800003
133,291947.4954,9104466.554,-199.979996
134,292043.6216,9104438.991,-200
135,292139.7478,9104411.427,-200
136,292235.8739,9104383.863,-200
137,292332.0001,9104356.299,-200
138,292428.1263,9104328.736,-200
139,292524.2524,9104301.172,-200
140,292620.3786,9104273.608,-200
141,292716.5048,9104246.045,-200
142,292812.631,9104218.481,-200
143,291823.8055,9104397.992,-200
144,291919.9317,9104370.428,-200
145,292016.0579,9104342.865,-200
146,292112.184,9104315.301,-200
147,292208.3102,9104287.737,-200
148,292304.4364,9104260.173,-200
149,292400.5625,9104232.61,-200
150,292496.6887,9104205.046,-200
151,292592.8149,9104177.482,-200
152,292688.941,9104149.918,-200
153,292785.0672,9104122.355,-200
