Z,TOP,BOTTOM,TICKNES,ROW,COLUMN,LAYER
2.567600,3.067600,2.067600,1.000000,18,55,1
0.589597,1.089600,0.089594,1.000006,18,56,1
-0.291860,0.208140,-0.791860,1.000000,18,57,1
-0.448941,0.051057,-0.948940,0.999997,18,58,1
-0.501100,0.000000,-1.002200,1.002200,18,59,1
-0.500300,0.000000,-1.000600,1.000600,18,60,1
6.978100,7.478100,6.478100,1.000000,19,50,1
7.163700,7.663700,6.663700,1.000000,19,51,1
7.775200,8.275200,7.275200,1.000000,19,52,1
8.033900,8.533900,7.533900,1.000000,19,53,1
6.050700,6.550700,5.550700,1.000000,19,54,1
2.499900,2.999900,1.999900,1.000000,19,55,1
1.027095,1.527100,0.527090,1.000010,19,56,1
-0.350550,0.149450,-0.850550,1.000000,19,57,1
-0.500000,0.000000,-1.000000,1.000000,19,58,1
-0.501750,0.000000,-1.003500,1.003500,19,59,1
-0.500000,0.000000,-1.000000,1.000000,19,60,1
7.632000,8.132000,7.132000,1.000000,20,50,1
7.538500,8.038500,7.038500,1.000000,20,51,1
7.749200,8.249200,7.249200,1.000000,20,52,1
7.316800,7.816800,6.816800,1.000000,20,53,1
6.291300,6.791300,5.791300,1.000000,20,54,1
3.566100,4.066100,3.066100,1.000000,20,55,1
0.127250,0.627250,-0.372750,1.000000,20,56,1
-0.477217,0.022785,-0.977220,1.000005,20,57,1
-0.500000,0.000000,-1.000000,1.000000,20,58,1
-0.500950,0.000000,-1.001900,1.001900,20,59,1
-0.500000,0.000000,-1.000000,1.000000,20,60,1
