FeatureID,PartID,X,Y,Z,,SLB_WHI_ID,,,,,FeatureID,X,Y,Z
53,1,292971.2959,9104953.209,0,,95f1d47c-7bd5-4caf-b5f9-f6063a68341a,,,,,,,,
53,1,292875.1697,9104980.773,0,,95f1d47c-7bd5-4caf-b5f9-f6063a68341a,,,,,,,,
54,1,292998.8596,9105049.335,0,,50f34570-3a50-40b1-87b3-70acb545260d,,,,,,,,
54,1,293094.9858,9105021.771,0,,50f34570-3a50-40b1-87b3-70acb545260d,,,,,,,,
54,1,293067.4221,9104925.645,0,,50f34570-3a50-40b1-87b3-70acb545260d,,,,,,,,
54,1,292971.2959,9104953.209,0,,50f34570-3a50-40b1-87b3-70acb545260d,,,,,,,,
55,1,292010.0342,9105228.846,0,,eb6a4392-3336-4a22-8c83-b9a005076ff2,,,,,,,,
55,1,292106.1604,9105201.283,0,,eb6a4392-3336-4a22-8c83-b9a005076ff2,,,,,,,,
55,1,292078.5966,9105105.156,0,,eb6a4392-3336-4a22-8c83-b9a005076ff2,,,,,,,,
55,1,291982.4705,9105132.72,0,,eb6a4392-3336-4a22-8c83-b9a005076ff2,,,,,,,,
56,1,292106.1604,9105201.283,0,,66f535a5-9138-46a3-bcc6-623b77e4142d,,,,,,,,
56,1,292202.2865,9105173.719,0,,66f535a5-9138-46a3-bcc6-623b77e4142d,,,,,,,,
56,1,292174.7228,9105077.593,0,,66f535a5-9138-46a3-bcc6-623b77e4142d,,,,,,,,
56,1,292078.5966,9105105.156,0,,66f535a5-9138-46a3-bcc6-623b77e4142d,,,,,,,,
57,1,292202.2865,9105173.719,0,,3f2901e8-f261-446f-92b0-288f2e8cd54c,,,,,,,,
57,1,292298.4127,9105146.155,0,,3f2901e8-f261-446f-92b0-288f2e8cd54c,,,,,,,,
57,1,292270.849,9105050.029,0,,3f2901e8-f261-446f-92b0-288f2e8cd54c,,,,,,,,
57,1,292174.7228,9105077.593,0,,3f2901e8-f261-446f-92b0-288f2e8cd54c,,,,,,,,
58,1,292394.5389,9105118.591,0,,d3876786-1db6-4582-a9c7-b7c0463db40c,,,,,,,,
58,1,292366.9751,9105022.465,0,,d3876786-1db6-4582-a9c7-b7c0463db40c,,,,,,,,
58,1,292270.849,9105050.029,0,,d3876786-1db6-4582-a9c7-b7c0463db40c,,,,,,,,
59,1,292394.5389,9105118.591,0,,899aa298-40c5-42c7-9814-6ea0ba0795ca,,,,,,,,
59,1,292490.665,9105091.028,0,,899aa298-40c5-42c7-9814-6ea0ba0795ca,,,,,,,,
59,1,292463.1013,9104994.901,0,,899aa298-40c5-42c7-9814-6ea0ba0795ca,,,,,,,,
59,1,292366.9751,9105022.465,0,,899aa298-40c5-42c7-9814-6ea0ba0795ca,,,,,,,,
60,1,292490.665,9105091.028,0,,3f8436b0-80f9-4ec0-84fe-78435977630b,,,,,,,,
60,1,292586.7912,9105063.464,0,,3f8436b0-80f9-4ec0-84fe-78435977630b,,,,,,,,
60,1,292559.2275,9104967.338,0,,3f8436b0-80f9-4ec0-84fe-78435977630b,,,,,,,,
60,1,292463.1013,9104994.901,0,,3f8436b0-80f9-4ec0-84fe-78435977630b,,,,,,,,
61,1,292586.7912,9105063.464,0,,cb98948d-3231-4471-85a6-9d53e773d6b7,,,,,,,,
61,1,292682.9174,9105035.9,0,,cb98948d-3231-4471-85a6-9d53e773d6b7,,,,,,,,
61,1,292655.3536,9104939.774,0,,cb98948d-3231-4471-85a6-9d53e773d6b7,,,,,,,,
61,1,292559.2275,9104967.338,0,,cb98948d-3231-4471-85a6-9d53e773d6b7,,,,,,,,
62,1,292682.9174,9105035.9,0,,a4020255-5516-4cb3-9471-f0af0a2f672c,,,,,,,,
62,1,292779.0435,9105008.336,0,,a4020255-5516-4cb3-9471-f0af0a2f672c,,,,,,,,
62,1,292751.4798,9104912.21,0,,a4020255-5516-4cb3-9471-f0af0a2f672c,,,,,,,,
62,1,292655.3536,9104939.774,0,,a4020255-5516-4cb3-9471-f0af0a2f672c,,,,,,,,
63,1,292779.0435,9105008.336,0,,4d38ed75-4ea4-430c-9845-6d1654d5190d,,,,,,,,
63,1,292875.1697,9104980.773,0,,4d38ed75-4ea4-430c-9845-6d1654d5190d,,,,,,,,
63,1,292847.606,9104884.647,0,,4d38ed75-4ea4-430c-9845-6d1654d5190d,,,,,,,,
63,1,292751.4798,9104912.21,0,,4d38ed75-4ea4-430c-9845-6d1654d5190d,,,,,,,,
64,1,292875.1697,9104980.773,0,,6ca535ea-f4cf-4764-89ed-bb649da381aa,,,,,,,,
64,1,292971.2959,9104953.209,0,,6ca535ea-f4cf-4764-89ed-bb649da381aa,,,,,,,,
64,1,292943.7322,9104857.083,0,,6ca535ea-f4cf-4764-89ed-bb649da381aa,,,,,,,,
64,1,292847.606,9104884.647,0,,6ca535ea-f4cf-4764-89ed-bb649da381aa,,,,,,,,
65,1,292971.2959,9104953.209,0,,b14031a8-ab57-4039-a937-a480fcddc2a0,,,,,,,,
65,1,293067.4221,9104925.645,0,,b14031a8-ab57-4039-a937-a480fcddc2a0,,,,,,,,
65,1,293039.8583,9104829.519,0,,b14031a8-ab57-4039-a937-a480fcddc2a0,,,,,,,,
65,1,292943.7322,9104857.083,0,,b14031a8-ab57-4039-a937-a480fcddc2a0,,,,,,,,
66,1,291982.4705,9105132.72,0,,9e072dd8-028d-492a-80ee-e7c0a593d6f8,,,,,,,,
66,1,292078.5966,9105105.156,0,,9e072dd8-028d-492a-80ee-e7c0a593d6f8,,,,,,,,
66,1,292051.0329,9105009.03,0,,9e072dd8-028d-492a-80ee-e7c0a593d6f8,,,,,,,,
66,1,291954.9067,9105036.594,0,,9e072dd8-028d-492a-80ee-e7c0a593d6f8,,,,,,,,
67,1,292078.5966,9105105.156,0,,06c2f617-973d-44f9-9694-30444355b51e,,,,,,,,
67,1,292174.7228,9105077.593,0,,06c2f617-973d-44f9-9694-30444355b51e,,,,,,,,
67,1,292147.1591,9104981.467,0,,06c2f617-973d-44f9-9694-30444355b51e,,,,,,,,
67,1,292051.0329,9105009.03,0,,06c2f617-973d-44f9-9694-30444355b51e,,,,,,,,
68,1,292174.7228,9105077.593,0,,2ab7c856-e75c-4487-87f0-4a053aaa2686,,,,,,,,
68,1,292270.849,9105050.029,0,,2ab7c856-e75c-4487-87f0-4a053aaa2686,,,,,,,,
68,1,292243.2852,9104953.903,0,,2ab7c856-e75c-4487-87f0-4a053aaa2686,,,,,,,,
68,1,292147.1591,9104981.467,0,,2ab7c856-e75c-4487-87f0-4a053aaa2686,,,,,,,,
69,1,292270.849,9105050.029,0,,78fc3a49-141b-484d-8a9c-e8839dfb9ed7,,,,,,,,
69,1,292366.9751,9105022.465,0,,78fc3a49-141b-484d-8a9c-e8839dfb9ed7,,,,,,,,
69,1,292339.4114,9104926.339,0,,78fc3a49-141b-484d-8a9c-e8839dfb9ed7,,,,,,,,
69,1,292243.2852,9104953.903,0,,78fc3a49-141b-484d-8a9c-e8839dfb9ed7,,,,,,,,
70,1,292366.9751,9105022.465,0,,94cf52b4-c7e9-4228-b27c-1edbacb94550,,,,,,,,
70,1,292463.1013,9104994.901,0,,94cf52b4-c7e9-4228-b27c-1edbacb94550,,,,,,,,
70,1,292435.5376,9104898.775,0,,94cf52b4-c7e9-4228-b27c-1edbacb94550,,,,,,,,
70,1,292339.4114,9104926.339,0,,94cf52b4-c7e9-4228-b27c-1edbacb94550,,,,,,,,
71,1,292463.1013,9104994.901,0,,9f1551e9-59e2-4877-83ba-d3e6d828c9ef,,,,,,,,
71,1,292559.2275,9104967.338,0,,9f1551e9-59e2-4877-83ba-d3e6d828c9ef,,,,,,,,
71,1,292531.6637,9104871.212,0,,9f1551e9-59e2-4877-83ba-d3e6d828c9ef,,,,,,,,
71,1,292435.5376,9104898.775,0,,9f1551e9-59e2-4877-83ba-d3e6d828c9ef,,,,,,,,
72,1,292559.2275,9104967.338,0,,2b2bced5-8e38-46c9-a46e-d2d1346d5f80,,,,,,,,
72,1,292655.3536,9104939.774,0,,2b2bced5-8e38-46c9-a46e-d2d1346d5f80,,,,,,,,
72,1,292627.7899,9104843.648,0,,2b2bced5-8e38-46c9-a46e-d2d1346d5f80,,,,,,,,
72,1,292531.6637,9104871.212,0,,2b2bced5-8e38-46c9-a46e-d2d1346d5f80,,,,,,,,
73,1,292655.3536,9104939.774,0,,09ef0324-191a-443c-9662-bd92b5d58f11,,,,,,,,
73,1,292751.4798,9104912.21,0,,09ef0324-191a-443c-9662-bd92b5d58f11,,,,,,,,
73,1,292723.9161,9104816.084,0,,09ef0324-191a-443c-9662-bd92b5d58f11,,,,,,,,
73,1,292627.7899,9104843.648,0,,09ef0324-191a-443c-9662-bd92b5d58f11,,,,,,,,
74,1,292751.4798,9104912.21,0,,9836de86-7cb7-4576-bb80-d3e752da04c5,,,,,,,,
74,1,292847.606,9104884.647,0,,9836de86-7cb7-4576-bb80-d3e752da04c5,,,,,,,,
74,1,292820.0422,9104788.52,0,,9836de86-7cb7-4576-bb80-d3e752da04c5,,,,,,,,
74,1,292723.9161,9104816.084,0,,9836de86-7cb7-4576-bb80-d3e752da04c5,,,,,,,,
75,1,292847.606,9104884.647,0,,cc9bdb2e-2eff-4e60-83eb-ff1908b43c6b,,,,,,,,
75,1,292943.7322,9104857.083,0,,cc9bdb2e-2eff-4e60-83eb-ff1908b43c6b,,,,,,,,
75,1,292916.1684,9104760.957,0,,cc9bdb2e-2eff-4e60-83eb-ff1908b43c6b,,,,,,,,
75,1,292820.0422,9104788.52,0,,cc9bdb2e-2eff-4e60-83eb-ff1908b43c6b,,,,,,,,
76,1,292943.7322,9104857.083,0,,5c556400-b809-45f4-a0e7-2e1ca24dd4ab,,,,,,,,
76,1,293039.8583,9104829.519,0,,5c556400-b809-45f4-a0e7-2e1ca24dd4ab,,,,,,,,
76,1,293012.2946,9104733.393,0,,5c556400-b809-45f4-a0e7-2e1ca24dd4ab,,,,,,,,
76,1,292916.1684,9104760.957,0,,5c556400-b809-45f4-a0e7-2e1ca24dd4ab,,,,,,,,
77,1,291954.9067,9105036.594,0,,264b3b30-9a9e-4db0-8a7f-7ac972bb532d,,,,,,,,
77,1,292051.0329,9105009.03,0,,264b3b30-9a9e-4db0-8a7f-7ac972bb532d,,,,,,,,
77,1,292023.4692,9104912.904,0,,264b3b30-9a9e-4db0-8a7f-7ac972bb532d,,,,,,,,
77,1,291927.343,9104940.468,0,,264b3b30-9a9e-4db0-8a7f-7ac972bb532d,,,,,,,,
78,1,292051.0329,9105009.03,0,,ba13c0e4-76e9-4613-93b1-5036dfc070e2,,,,,,,,
78,1,292147.1591,9104981.467,0,,ba13c0e4-76e9-4613-93b1-5036dfc070e2,,,,,,,,
78,1,292119.5953,9104885.34,0,,ba13c0e4-76e9-4613-93b1-5036dfc070e2,,,,,,,,
78,1,292023.4692,9104912.904,0,,ba13c0e4-76e9-4613-93b1-5036dfc070e2,,,,,,,,
79,1,292147.1591,9104981.467,0,,06c83b23-077c-4963-863e-16873ce1d042,,,,,,,,
79,1,292243.2852,9104953.903,0,,06c83b23-077c-4963-863e-16873ce1d042,,,,,,,,
79,1,292215.7215,9104857.777,0,,06c83b23-077c-4963-863e-16873ce1d042,,,,,,,,
79,1,292119.5953,9104885.34,0,,06c83b23-077c-4963-863e-16873ce1d042,,,,,,,,
80,1,292243.2852,9104953.903,0,,c9ad142c-73bd-4a9e-8423-64dec3211567,,,,,,,,
80,1,292339.4114,9104926.339,0,,c9ad142c-73bd-4a9e-8423-64dec3211567,,,,,,,,
80,1,292311.8477,9104830.213,0,,c9ad142c-73bd-4a9e-8423-64dec3211567,,,,,,,,
80,1,292215.7215,9104857.777,0,,c9ad142c-73bd-4a9e-8423-64dec3211567,,,,,,,,
81,1,292339.4114,9104926.339,0,,af49b7a7-d8c7-4ee5-9d41-7ba47de5a620,,,,,,,,
81,1,292435.5376,9104898.775,0,,af49b7a7-d8c7-4ee5-9d41-7ba47de5a620,,,,,,,,
81,1,292407.9738,9104802.649,0,,af49b7a7-d8c7-4ee5-9d41-7ba47de5a620,,,,,,,,
81,1,292311.8477,9104830.213,0,,af49b7a7-d8c7-4ee5-9d41-7ba47de5a620,,,,,,,,
82,1,292435.5376,9104898.775,0,,52de9308-ffb5-4500-976c-f7178e91885d,,,,,,,,
82,1,292531.6637,9104871.212,0,,52de9308-ffb5-4500-976c-f7178e91885d,,,,,,,,
82,1,292504.1,9104775.085,0,,52de9308-ffb5-4500-976c-f7178e91885d,,,,,,,,
82,1,292407.9738,9104802.649,0,,52de9308-ffb5-4500-976c-f7178e91885d,,,,,,,,
83,1,292531.6637,9104871.212,0,,11916141-6311-4584-86f6-74e0f1b96acf,,,,,,,,
83,1,292627.7899,9104843.648,0,,11916141-6311-4584-86f6-74e0f1b96acf,,,,,,,,
83,1,292600.2262,9104747.522,0,,11916141-6311-4584-86f6-74e0f1b96acf,,,,,,,,
83,1,292504.1,9104775.085,0,,11916141-6311-4584-86f6-74e0f1b96acf,,,,,,,,
84,1,292627.7899,9104843.648,0,,0cdb658e-22ec-4aeb-bff7-f7df9ad3611e,,,,,,,,
84,1,292723.9161,9104816.084,0,,0cdb658e-22ec-4aeb-bff7-f7df9ad3611e,,,,,,,,
84,1,292696.3523,9104719.958,0,,0cdb658e-22ec-4aeb-bff7-f7df9ad3611e,,,,,,,,
84,1,292600.2262,9104747.522,0,,0cdb658e-22ec-4aeb-bff7-f7df9ad3611e,,,,,,,,
85,1,292723.9161,9104816.084,0,,cc71145e-f448-4ea4-9f3f-bccceaf4e142,,,,,,,,
85,1,292820.0422,9104788.52,0,,cc71145e-f448-4ea4-9f3f-bccceaf4e142,,,,,,,,
85,1,292792.4785,9104692.394,0,,cc71145e-f448-4ea4-9f3f-bccceaf4e142,,,,,,,,
85,1,292696.3523,9104719.958,0,,cc71145e-f448-4ea4-9f3f-bccceaf4e142,,,,,,,,
86,1,292820.0422,9104788.52,0,,845a9829-6304-4eb7-ae79-ec770917e21a,,,,,,,,
86,1,292916.1684,9104760.957,0,,845a9829-6304-4eb7-ae79-ec770917e21a,,,,,,,,
86,1,292888.6047,9104664.83,0,,845a9829-6304-4eb7-ae79-ec770917e21a,,,,,,,,
86,1,292792.4785,9104692.394,0,,845a9829-6304-4eb7-ae79-ec770917e21a,,,,,,,,
87,1,292916.1684,9104760.957,0,,b0cb89fa-f740-4813-8bf3-2ae1eb9c2494,,,,,,,,
87,1,293012.2946,9104733.393,0,,b0cb89fa-f740-4813-8bf3-2ae1eb9c2494,,,,,,,,
87,1,292984.7308,9104637.267,0,,b0cb89fa-f740-4813-8bf3-2ae1eb9c2494,,,,,,,,
87,1,292888.6047,9104664.83,0,,b0cb89fa-f740-4813-8bf3-2ae1eb9c2494,,,,,,,,
88,1,291927.343,9104940.468,0,,94b86804-3782-4b3e-b7a5-a59462781c45,,,,,,,,
88,1,292023.4692,9104912.904,0,,94b86804-3782-4b3e-b7a5-a59462781c45,,,,,,,,
88,1,291995.9054,9104816.778,0,,94b86804-3782-4b3e-b7a5-a59462781c45,,,,,,,,
88,1,291899.7792,9104844.342,0,,94b86804-3782-4b3e-b7a5-a59462781c45,,,,,,,,
89,1,292023.4692,9104912.904,0,,49e163a2-d9d6-46fd-be78-2fb5d33dc6c4,,,,,,,,
89,1,292119.5953,9104885.34,0,,49e163a2-d9d6-46fd-be78-2fb5d33dc6c4,,,,,,,,
89,1,292092.0316,9104789.214,0,,49e163a2-d9d6-46fd-be78-2fb5d33dc6c4,,,,,,,,
89,1,291995.9054,9104816.778,0,,49e163a2-d9d6-46fd-be78-2fb5d33dc6c4,,,,,,,,
90,1,292119.5953,9104885.34,0,,74186309-7d32-4dab-a28c-ebbaf0355ec6,,,,,,,,
90,1,292215.7215,9104857.777,0,,74186309-7d32-4dab-a28c-ebbaf0355ec6,,,,,,,,
90,1,292188.1578,9104761.65,0,,74186309-7d32-4dab-a28c-ebbaf0355ec6,,,,,,,,
90,1,292092.0316,9104789.214,0,,74186309-7d32-4dab-a28c-ebbaf0355ec6,,,,,,,,
91,1,292215.7215,9104857.777,0,,ce1bf48e-fe0b-4e15-9545-6cdb6d45a27b,,,,,,,,
91,1,292311.8477,9104830.213,0,,ce1bf48e-fe0b-4e15-9545-6cdb6d45a27b,,,,,,,,
91,1,292284.2839,9104734.087,0,,ce1bf48e-fe0b-4e15-9545-6cdb6d45a27b,,,,,,,,
91,1,292188.1578,9104761.65,0,,ce1bf48e-fe0b-4e15-9545-6cdb6d45a27b,,,,,,,,
92,1,292311.8477,9104830.213,0,,de92bfd9-e725-42ff-8d24-b41b6f088e98,,,,,,,,
92,1,292407.9738,9104802.649,0,,de92bfd9-e725-42ff-8d24-b41b6f088e98,,,,,,,,
92,1,292380.4101,9104706.523,0,,de92bfd9-e725-42ff-8d24-b41b6f088e98,,,,,,,,
92,1,292284.2839,9104734.087,0,,de92bfd9-e725-42ff-8d24-b41b6f088e98,,,,,,,,
93,1,292407.9738,9104802.649,0,,332f2a53-2b09-4bf7-9876-c5c0cb41d837,,,,,,,,
93,1,292504.1,9104775.085,0,,332f2a53-2b09-4bf7-9876-c5c0cb41d837,,,,,,,,
93,1,292476.5363,9104678.959,0,,332f2a53-2b09-4bf7-9876-c5c0cb41d837,,,,,,,,
93,1,292380.4101,9104706.523,0,,332f2a53-2b09-4bf7-9876-c5c0cb41d837,,,,,,,,
94,1,292504.1,9104775.085,0,,d8ffdb88-28cc-47f5-87db-83ec279a2f33,,,,,,,,
94,1,292600.2262,9104747.522,0,,d8ffdb88-28cc-47f5-87db-83ec279a2f33,,,,,,,,
94,1,292572.6624,9104651.395,0,,d8ffdb88-28cc-47f5-87db-83ec279a2f33,,,,,,,,
94,1,292476.5363,9104678.959,0,,d8ffdb88-28cc-47f5-87db-83ec279a2f33,,,,,,,,
95,1,292600.2262,9104747.522,0,,b0b5e1ba-9bcf-44cd-9ee6-8099864fd78b,,,,,,,,
95,1,292696.3523,9104719.958,0,,b0b5e1ba-9bcf-44cd-9ee6-8099864fd78b,,,,,,,,
95,1,292668.7886,9104623.832,0,,b0b5e1ba-9bcf-44cd-9ee6-8099864fd78b,,,,,,,,
95,1,292572.6624,9104651.395,0,,b0b5e1ba-9bcf-44cd-9ee6-8099864fd78b,,,,,,,,
96,1,292696.3523,9104719.958,0,,a7f9a7d6-be49-4aea-b93f-f9e1dd9c3a34,,,,,,,,
96,1,292792.4785,9104692.394,0,,a7f9a7d6-be49-4aea-b93f-f9e1dd9c3a34,,,,,,,,
96,1,292764.9148,9104596.268,0,,a7f9a7d6-be49-4aea-b93f-f9e1dd9c3a34,,,,,,,,
96,1,292668.7886,9104623.832,0,,a7f9a7d6-be49-4aea-b93f-f9e1dd9c3a34,,,,,,,,
97,1,292792.4785,9104692.394,0,,e8b6630a-1794-4926-9706-220eaa290160,,,,,,,,
97,1,292888.6047,9104664.83,0,,e8b6630a-1794-4926-9706-220eaa290160,,,,,,,,
97,1,292861.0409,9104568.704,0,,e8b6630a-1794-4926-9706-220eaa290160,,,,,,,,
97,1,292764.9148,9104596.268,0,,e8b6630a-1794-4926-9706-220eaa290160,,,,,,,,
98,1,292888.6047,9104664.83,0,,d893ed10-7829-424f-96a5-a6c96814c949,,,,,,,,
98,1,292984.7308,9104637.267,0,,d893ed10-7829-424f-96a5-a6c96814c949,,,,,,,,
98,1,292957.1671,9104541.141,0,,d893ed10-7829-424f-96a5-a6c96814c949,,,,,,,,
98,1,292861.0409,9104568.704,0,,d893ed10-7829-424f-96a5-a6c96814c949,,,,,,,,
99,1,291899.7792,9104844.342,0,,2cead0fe-9136-4466-8eb4-8285045e42c4,,,,,,,,
99,1,291995.9054,9104816.778,0,,2cead0fe-9136-4466-8eb4-8285045e42c4,,,,,,,,
99,1,291968.3417,9104720.652,0,,2cead0fe-9136-4466-8eb4-8285045e42c4,,,,,,,,
99,1,291872.2155,9104748.215,0,,2cead0fe-9136-4466-8eb4-8285045e42c4,,,,,,,,
100,1,291995.9054,9104816.778,0,,5be82f1b-bb11-44b0-866e-3b599cac0389,,,,,,,,
100,1,292092.0316,9104789.214,0,,5be82f1b-bb11-44b0-866e-3b599cac0389,,,,,,,,
100,1,292064.4679,9104693.088,0,,5be82f1b-bb11-44b0-866e-3b599cac0389,,,,,,,,
100,1,291968.3417,9104720.652,0,,5be82f1b-bb11-44b0-866e-3b599cac0389,,,,,,,,
101,1,292092.0316,9104789.214,0,,6d5a9e2b-91e3-4db4-a60b-6a7319b5580c,,,,,,,,
101,1,292188.1578,9104761.65,0,,6d5a9e2b-91e3-4db4-a60b-6a7319b5580c,,,,,,,,
101,1,292160.594,9104665.524,0,,6d5a9e2b-91e3-4db4-a60b-6a7319b5580c,,,,,,,,
101,1,292064.4679,9104693.088,0,,6d5a9e2b-91e3-4db4-a60b-6a7319b5580c,,,,,,,,
102,1,292188.1578,9104761.65,0,,bd7398bc-469c-490a-bbff-0e8a330530f2,,,,,,,,
102,1,292284.2839,9104734.087,0,,bd7398bc-469c-490a-bbff-0e8a330530f2,,,,,,,,
102,1,292256.7202,9104637.961,0,,bd7398bc-469c-490a-bbff-0e8a330530f2,,,,,,,,
102,1,292160.594,9104665.524,0,,bd7398bc-469c-490a-bbff-0e8a330530f2,,,,,,,,
103,1,292284.2839,9104734.087,0,,8b48b00c-a931-4750-a6f6-7d5a99087d8c,,,,,,,,
103,1,292380.4101,9104706.523,0,,8b48b00c-a931-4750-a6f6-7d5a99087d8c,,,,,,,,
103,1,292352.8464,9104610.397,0,,8b48b00c-a931-4750-a6f6-7d5a99087d8c,,,,,,,,
103,1,292256.7202,9104637.961,0,,8b48b00c-a931-4750-a6f6-7d5a99087d8c,,,,,,,,
104,1,292380.4101,9104706.523,0,,83630c5e-1b7f-4dc8-b8ed-fe93f92af386,,,,,,,,
104,1,292476.5363,9104678.959,0,,83630c5e-1b7f-4dc8-b8ed-fe93f92af386,,,,,,,,
104,1,292448.9725,9104582.833,0,,83630c5e-1b7f-4dc8-b8ed-fe93f92af386,,,,,,,,
104,1,292352.8464,9104610.397,0,,83630c5e-1b7f-4dc8-b8ed-fe93f92af386,,,,,,,,
105,1,292476.5363,9104678.959,0,,34e91b38-7f47-4eed-87b5-8276df1e1cdf,,,,,,,,
105,1,292572.6624,9104651.395,0,,34e91b38-7f47-4eed-87b5-8276df1e1cdf,,,,,,,,
105,1,292545.0987,9104555.269,0,,34e91b38-7f47-4eed-87b5-8276df1e1cdf,,,,,,,,
105,1,292448.9725,9104582.833,0,,34e91b38-7f47-4eed-87b5-8276df1e1cdf,,,,,,,,
106,1,292572.6624,9104651.395,0,,4ed54fb6-ff36-4acd-9337-f936d4f787a5,,,,,,,,
106,1,292668.7886,9104623.832,0,,4ed54fb6-ff36-4acd-9337-f936d4f787a5,,,,,,,,
106,1,292641.2249,9104527.706,0,,4ed54fb6-ff36-4acd-9337-f936d4f787a5,,,,,,,,
106,1,292545.0987,9104555.269,0,,4ed54fb6-ff36-4acd-9337-f936d4f787a5,,,,,,,,
107,1,292668.7886,9104623.832,0,,d51a19b3-002c-4652-9cac-71797f4323fa,,,,,,,,
107,1,292764.9148,9104596.268,0,,d51a19b3-002c-4652-9cac-71797f4323fa,,,,,,,,
107,1,292737.351,9104500.142,0,,d51a19b3-002c-4652-9cac-71797f4323fa,,,,,,,,
107,1,292641.2249,9104527.706,0,,d51a19b3-002c-4652-9cac-71797f4323fa,,,,,,,,
108,1,292764.9148,9104596.268,0,,b77abf58-2dbc-4a59-a2cb-a81c829eac01,,,,,,,,
108,1,292861.0409,9104568.704,0,,b77abf58-2dbc-4a59-a2cb-a81c829eac01,,,,,,,,
108,1,292833.4772,9104472.578,0,,b77abf58-2dbc-4a59-a2cb-a81c829eac01,,,,,,,,
108,1,292737.351,9104500.142,0,,b77abf58-2dbc-4a59-a2cb-a81c829eac01,,,,,,,,
109,1,292861.0409,9104568.704,0,,f1e67dbe-f7ba-4513-a4d5-5cfcf154026f,,,,,,,,
109,1,292957.1671,9104541.141,0,,f1e67dbe-f7ba-4513-a4d5-5cfcf154026f,,,,,,,,
109,1,292929.6034,9104445.014,0,,f1e67dbe-f7ba-4513-a4d5-5cfcf154026f,,,,,,,,
109,1,292833.4772,9104472.578,0,,f1e67dbe-f7ba-4513-a4d5-5cfcf154026f,,,,,,,,
110,1,291872.2155,9104748.215,0,,93abd258-e73e-49d3-9c36-08cb207104cc,,,,,,,,
110,1,291968.3417,9104720.652,0,,93abd258-e73e-49d3-9c36-08cb207104cc,,,,,,,,
110,1,291940.7779,9104624.526,0,,93abd258-e73e-49d3-9c36-08cb207104cc,,,,,,,,
110,1,291844.6518,9104652.089,0,,93abd258-e73e-49d3-9c36-08cb207104cc,,,,,,,,
111,1,291968.3417,9104720.652,0,,63b4280e-2268-47bc-970f-cc62384866a2,,,,,,,,
111,1,292064.4679,9104693.088,0,,63b4280e-2268-47bc-970f-cc62384866a2,,,,,,,,
111,1,292036.9041,9104596.962,0,,63b4280e-2268-47bc-970f-cc62384866a2,,,,,,,,
111,1,291940.7779,9104624.526,0,,63b4280e-2268-47bc-970f-cc62384866a2,,,,,,,,
112,1,292064.4679,9104693.088,0,,98309f56-fe0b-461f-b172-abad16b44183,,,,,,,,
112,1,292160.594,9104665.524,0,,98309f56-fe0b-461f-b172-abad16b44183,,,,,,,,
112,1,292133.0303,9104569.398,0,,98309f56-fe0b-461f-b172-abad16b44183,,,,,,,,
112,1,292036.9041,9104596.962,0,,98309f56-fe0b-461f-b172-abad16b44183,,,,,,,,
113,1,292160.594,9104665.524,0,,987dae73-6f1e-471b-9e8c-667b16cbc35e,,,,,,,,
113,1,292256.7202,9104637.961,0,,987dae73-6f1e-471b-9e8c-667b16cbc35e,,,,,,,,
113,1,292229.1565,9104541.834,0,,987dae73-6f1e-471b-9e8c-667b16cbc35e,,,,,,,,
113,1,292133.0303,9104569.398,0,,987dae73-6f1e-471b-9e8c-667b16cbc35e,,,,,,,,
114,1,292256.7202,9104637.961,0,,a4327f07-f3a2-40e0-8d20-4fb4afd94417,,,,,,,,
114,1,292352.8464,9104610.397,0,,a4327f07-f3a2-40e0-8d20-4fb4afd94417,,,,,,,,
114,1,292325.2826,9104514.271,0,,a4327f07-f3a2-40e0-8d20-4fb4afd94417,,,,,,,,
114,1,292229.1565,9104541.834,0,,a4327f07-f3a2-40e0-8d20-4fb4afd94417,,,,,,,,
115,1,292352.8464,9104610.397,0,,87e7642a-7d41-4bae-a86d-a01ae4d2b1d1,,,,,,,,
115,1,292448.9725,9104582.833,0,,87e7642a-7d41-4bae-a86d-a01ae4d2b1d1,,,,,,,,
115,1,292421.4088,9104486.707,0,,87e7642a-7d41-4bae-a86d-a01ae4d2b1d1,,,,,,,,
115,1,292325.2826,9104514.271,0,,87e7642a-7d41-4bae-a86d-a01ae4d2b1d1,,,,,,,,
116,1,292448.9725,9104582.833,0,,d71cee97-a768-4cca-9009-f8d6876eaa4c,,,,,,,,
116,1,292545.0987,9104555.269,0,,d71cee97-a768-4cca-9009-f8d6876eaa4c,,,,,,,,
116,1,292517.535,9104459.143,0,,d71cee97-a768-4cca-9009-f8d6876eaa4c,,,,,,,,
116,1,292421.4088,9104486.707,0,,d71cee97-a768-4cca-9009-f8d6876eaa4c,,,,,,,,
117,1,292545.0987,9104555.269,0,,0127a1e5-3728-43b2-86ea-7099c145e493,,,,,,,,
117,1,292641.2249,9104527.706,0,,0127a1e5-3728-43b2-86ea-7099c145e493,,,,,,,,
117,1,292613.6611,9104431.579,0,,0127a1e5-3728-43b2-86ea-7099c145e493,,,,,,,,
117,1,292517.535,9104459.143,0,,0127a1e5-3728-43b2-86ea-7099c145e493,,,,,,,,
118,1,292641.2249,9104527.706,0,,c3be2a9d-3e1b-4ef0-a0ef-797c8dfbedbe,,,,,,,,
