FeatureID,PartID,X,Y,Z,,SLB_WHI_ID,,,,,FeatureID,X,Y,Z
21,1,293053.9871,9105241.587,0,,92a55680-4788-4a0f-8af8-70dd3f039272,,,,,87,292950.4496,9104699.112,0
22,1,292092.7254,9105517.225,0,,31fb9a97-a1cc-44be-9f7f-ecbc57ae7c2f,,,,,88,291961.6242,9104878.623,7.7598
22,1,292188.8516,9105489.661,0,,31fb9a97-a1cc-44be-9f7f-ecbc57ae7c2f,,,,,89,292057.7504,9104851.059,8.7651
22,1,292161.2878,9105393.535,0,,31fb9a97-a1cc-44be-9f7f-ecbc57ae7c2f,,,,,90,292153.8765,9104823.495,9.7574
22,1,292065.1617,9105421.099,0,,31fb9a97-a1cc-44be-9f7f-ecbc57ae7c2f,,,,,91,292250.0027,9104795.932,9.8111
23,1,292188.8516,9105489.661,0,,c86fb516-d23a-4005-9206-0523d8497b81,,,,,92,292346.1289,9104768.368,7.9783
23,1,292284.9777,9105462.097,0,,c86fb516-d23a-4005-9206-0523d8497b81,,,,,93,292442.255,9104740.804,5.9377
23,1,292257.414,9105365.971,0,,c86fb516-d23a-4005-9206-0523d8497b81,,,,,94,292538.3812,9104713.24,3.1422
23,1,292161.2878,9105393.535,0,,c86fb516-d23a-4005-9206-0523d8497b81,,,,,95,292634.5074,9104685.677,0.22346
24,1,292284.9777,9105462.097,0,,57548669-c86f-4218-a8d8-2dafcfcc41df,,,,,96,292730.6336,9104658.113,0
24,1,292381.1039,9105434.534,0,,57548669-c86f-4218-a8d8-2dafcfcc41df,,,,,97,292826.7597,9104630.549,0
24,1,292353.5402,9105338.407,0,,57548669-c86f-4218-a8d8-2dafcfcc41df,,,,,98,292922.8859,9104602.985,0
24,1,292257.414,9105365.971,0,,57548669-c86f-4218-a8d8-2dafcfcc41df,,,,,99,291934.0605,9104782.497,8.1305
25,1,292381.1039,9105434.534,0,,b7fab8f4-69a3-4bee-bc4c-cd6810ced360,,,,,100,292030.1866,9104754.933,8.6937
25,1,292477.2301,9105406.97,0,,b7fab8f4-69a3-4bee-bc4c-cd6810ced360,,,,,101,292126.3128,9104727.369,9.1161
25,1,292449.6663,9105310.844,0,,b7fab8f4-69a3-4bee-bc4c-cd6810ced360,,,,,102,292222.439,9104699.805,7.5589
25,1,292353.5402,9105338.407,0,,b7fab8f4-69a3-4bee-bc4c-cd6810ced360,,,,,103,292318.5651,9104672.242,6.7334
26,1,292477.2301,9105406.97,0,,900b3462-94ba-4f05-b18d-6286e9b7f110,,,,,104,292414.6913,9104644.678,4.3377
26,1,292573.3562,9105379.406,0,,900b3462-94ba-4f05-b18d-6286e9b7f110,,,,,105,292510.8175,9104617.114,1.6388
26,1,292545.7925,9105283.28,0,,900b3462-94ba-4f05-b18d-6286e9b7f110,,,,,106,292606.9437,9104589.551,0.30748
26,1,292449.6663,9105310.844,0,,900b3462-94ba-4f05-b18d-6286e9b7f110,,,,,107,292703.0698,9104561.987,0.17728
27,1,292573.3562,9105379.406,0,,b793f1d9-545c-4653-aea7-ac8440f86c54,,,,,108,292799.196,9104534.423,0
27,1,292669.4824,9105351.842,0,,b793f1d9-545c-4653-aea7-ac8440f86c54,,,,,109,292895.3222,9104506.859,0
27,1,292641.9187,9105255.716,0,,b793f1d9-545c-4653-aea7-ac8440f86c54,,,,,110,291906.4967,9104686.371,7.8421
27,1,292545.7925,9105283.28,0,,b793f1d9-545c-4653-aea7-ac8440f86c54,,,,,111,292002.6229,9104658.807,8.6629
28,1,292669.4824,9105351.842,0,,c4aafba7-9543-4934-a828-7ee4f35a0ace,,,,,112,292098.7491,9104631.243,9.3695
28,1,292765.6086,9105324.279,0,,c4aafba7-9543-4934-a828-7ee4f35a0ace,,,,,113,292194.8752,9104603.679,9.7769
28,1,292738.0448,9105228.153,0,,c4aafba7-9543-4934-a828-7ee4f35a0ace,,,,,114,292291.0014,9104576.116,6.9656
28,1,292641.9187,9105255.716,0,,c4aafba7-9543-4934-a828-7ee4f35a0ace,,,,,115,292387.1276,9104548.552,3.8272
29,1,292765.6086,9105324.279,0,,8d12bf2a-cdad-4afc-bfbd-d2255b13f88d,,,,,116,292483.2537,9104520.988,1.6054
29,1,292861.7348,9105296.715,0,,8d12bf2a-cdad-4afc-bfbd-d2255b13f88d,,,,,117,292579.3799,9104493.424,0.18319
29,1,292834.171,9105200.589,0,,8d12bf2a-cdad-4afc-bfbd-d2255b13f88d,,,,,118,292675.5061,9104465.861,0.066667
29,1,292738.0448,9105228.153,0,,8d12bf2a-cdad-4afc-bfbd-d2255b13f88d,,,,,119,292771.6323,9104438.297,0
30,1,292861.7348,9105296.715,0,,d02f9aad-cafe-4e6d-bcbe-1d7e11caf278,,,,,120,292867.7584,9104410.733,0
30,1,292957.8609,9105269.151,0,,d02f9aad-cafe-4e6d-bcbe-1d7e11caf278,,,,,121,291878.933,9104590.244,7.526
30,1,292930.2972,9105173.025,0,,d02f9aad-cafe-4e6d-bcbe-1d7e11caf278,,,,,122,291975.0592,9104562.681,7.8715
30,1,292834.171,9105200.589,0,,d02f9aad-cafe-4e6d-bcbe-1d7e11caf278,,,,,123,292071.1853,9104535.117,8.4484
31,1,292957.8609,9105269.151,0,,3a82aa51-a8a0-405a-aec9-929176f6bf3b,,,,,124,292167.3115,9104507.553,7.0902
31,1,293053.9871,9105241.587,0,,3a82aa51-a8a0-405a-aec9-929176f6bf3b,,,,,125,292263.4377,9104479.989,5.4358
31,1,293026.4234,9105145.461,0,,3a82aa51-a8a0-405a-aec9-929176f6bf3b,,,,,126,292359.5638,9104452.426,3.0676
31,1,292930.2972,9105173.025,0,,3a82aa51-a8a0-405a-aec9-929176f6bf3b,,,,,127,292455.69,9104424.862,1.0896
32,1,293053.9871,9105241.587,0,,b3b8fd1a-352a-4bf5-8531-bd915143dddc,,,,,128,292551.8162,9104397.298,0.20814
32,1,293150.1133,9105214.024,0,,b3b8fd1a-352a-4bf5-8531-bd915143dddc,,,,,129,292647.9424,9104369.734,0.051057
32,1,293122.5495,9105117.898,0,,b3b8fd1a-352a-4bf5-8531-bd915143dddc,,,,,130,292744.0685,9104342.171,0
32,1,293026.4234,9105145.461,0,,b3b8fd1a-352a-4bf5-8531-bd915143dddc,,,,,131,292840.1947,9104314.607,0
33,1,292065.1617,9105421.099,0,,cbaa0a59-c5c7-43c8-b72e-4392e15492fd,,,,,132,291851.3693,9104494.118,7.4781
33,1,292161.2878,9105393.535,0,,cbaa0a59-c5c7-43c8-b72e-4392e15492fd,,,,,133,291947.4954,9104466.554,7.6637
33,1,292133.7241,9105297.409,0,,cbaa0a59-c5c7-43c8-b72e-4392e15492fd,,,,,134,292043.6216,9104438.991,8.2752
33,1,292037.5979,9105324.972,0,,cbaa0a59-c5c7-43c8-b72e-4392e15492fd,,,,,135,292139.7478,9104411.427,8.5339
34,1,292161.2878,9105393.535,0,,4c5c151b-4e4d-468e-9f82-4055d249491a,,,,,136,292235.8739,9104383.863,6.5507
34,1,292257.414,9105365.971,0,,4c5c151b-4e4d-468e-9f82-4055d249491a,,,,,137,292332.0001,9104356.299,2.9999
34,1,292229.8503,9105269.845,0,,4c5c151b-4e4d-468e-9f82-4055d249491a,,,,,138,292428.1263,9104328.736,1.5271
34,1,292133.7241,9105297.409,0,,4c5c151b-4e4d-468e-9f82-4055d249491a,,,,,139,292524.2524,9104301.172,0.14945
35,1,292257.414,9105365.971,0,,959fb72c-0a89-4437-8f4b-e9ac043bc9d8,,,,,140,292620.3786,9104273.608,0
35,1,292353.5402,9105338.407,0,,959fb72c-0a89-4437-8f4b-e9ac043bc9d8,,,,,141,292716.5048,9104246.045,0
35,1,292325.9764,9105242.281,0,,959fb72c-0a89-4437-8f4b-e9ac043bc9d8,,,,,142,292812.631,9104218.481,0
35,1,292229.8503,9105269.845,0,,959fb72c-0a89-4437-8f4b-e9ac043bc9d8,,,,,143,291823.8055,9104397.992,8.132
36,1,292353.5402,9105338.407,0,,c64def51-970c-43a3-ada8-93df19d60716,,,,,144,291919.9317,9104370.428,8.0385
36,1,292449.6663,9105310.844,0,,c64def51-970c-43a3-ada8-93df19d60716,,,,,145,292016.0579,9104342.865,8.2492
36,1,292422.1026,9105214.718,0,,c64def51-970c-43a3-ada8-93df19d60716,,,,,146,292112.184,9104315.301,7.8168
36,1,292325.9764,9105242.281,0,,c64def51-970c-43a3-ada8-93df19d60716,,,,,147,292208.3102,9104287.737,6.7913
37,1,292449.6663,9105310.844,0,,6ce28793-aeee-4f61-8afc-19294d52c204,,,,,148,292304.4364,9104260.173,4.0661
37,1,292545.7925,9105283.28,0,,6ce28793-aeee-4f61-8afc-19294d52c204,,,,,149,292400.5625,9104232.61,0.62725
37,1,292518.2288,9105187.154,0,,6ce28793-aeee-4f61-8afc-19294d52c204,,,,,150,292496.6887,9104205.046,0.022785
37,1,292422.1026,9105214.718,0,,6ce28793-aeee-4f61-8afc-19294d52c204,,,,,151,292592.8149,9104177.482,0
38,1,292545.7925,9105283.28,0,,142dbb4c-cf7f-44f5-83c0-a672ef42d461,,,,,152,292688.941,9104149.918,0
38,1,292641.9187,9105255.716,0,,142dbb4c-cf7f-44f5-83c0-a672ef42d461,,,,,153,292785.0672,9104122.355,0
38,1,292614.3549,9105159.59,0,,142dbb4c-cf7f-44f5-83c0-a672ef42d461,,,,,,,,
38,1,292518.2288,9105187.154,0,,142dbb4c-cf7f-44f5-83c0-a672ef42d461,,,,,,,,
39,1,292641.9187,9105255.716,0,,bee1c778-4f09-463b-b04a-7d9bee42e585,,,,,,,,
39,1,292738.0448,9105228.153,0,,bee1c778-4f09-463b-b04a-7d9bee42e585,,,,,,,,
39,1,292710.4811,9105132.026,0,,bee1c778-4f09-463b-b04a-7d9bee42e585,,,,,,,,
39,1,292614.3549,9105159.59,0,,bee1c778-4f09-463b-b04a-7d9bee42e585,,,,,,,,
40,1,292738.0448,9105228.153,0,,b8004cab-c381-40f8-b43b-8c3af2c09785,,,,,,,,
40,1,292834.171,9105200.589,0,,b8004cab-c381-40f8-b43b-8c3af2c09785,,,,,,,,
40,1,292806.6073,9105104.463,0,,b8004cab-c381-40f8-b43b-8c3af2c09785,,,,,,,,
40,1,292710.4811,9105132.026,0,,b8004cab-c381-40f8-b43b-8c3af2c09785,,,,,,,,
41,1,292834.171,9105200.589,0,,e3bd8119-f9c9-41d1-991a-10ccb13eba57,,,,,,,,
41,1,292930.2972,9105173.025,0,,e3bd8119-f9c9-41d1-991a-10ccb13eba57,,,,,,,,
41,1,292902.7335,9105076.899,0,,e3bd8119-f9c9-41d1-991a-10ccb13eba57,,,,,,,,
41,1,292806.6073,9105104.463,0,,e3bd8119-f9c9-41d1-991a-10ccb13eba57,,,,,,,,
42,1,292930.2972,9105173.025,0,,19b7cdbc-d31a-4a7f-8967-c57b844ebafc,,,,,,,,
42,1,293026.4234,9105145.461,0,,19b7cdbc-d31a-4a7f-8967-c57b844ebafc,,,,,,,,
42,1,292998.8596,9105049.335,0,,19b7cdbc-d31a-4a7f-8967-c57b844ebafc,,,,,,,,
42,1,292902.7335,9105076.899,0,,19b7cdbc-d31a-4a7f-8967-c57b844ebafc,,,,,,,,
43,1,293026.4234,9105145.461,0,,b12c9ac3-d5cb-4a58-8c56-f6ffd7e603fa,,,,,,,,
43,1,293122.5495,9105117.898,0,,b12c9ac3-d5cb-4a58-8c56-f6ffd7e603fa,,,,,,,,
43,1,293094.9858,9105021.771,0,,b12c9ac3-d5cb-4a58-8c56-f6ffd7e603fa,,,,,,,,
43,1,292998.8596,9105049.335,0,,b12c9ac3-d5cb-4a58-8c56-f6ffd7e603fa,,,,,,,,
44,1,292037.5979,9105324.972,0,,0dd9ae03-27fb-4b6b-865c-78887b67e626,,,,,,,,
44,1,292133.7241,9105297.409,0,,0dd9ae03-27fb-4b6b-865c-78887b67e626,,,,,,,,
44,1,292106.1604,9105201.283,0,,0dd9ae03-27fb-4b6b-865c-78887b67e626,,,,,,,,
44,1,292010.0342,9105228.846,0,,0dd9ae03-27fb-4b6b-865c-78887b67e626,,,,,,,,
45,1,292133.7241,9105297.409,0,,199026ed-cad1-40cd-a47e-c33bfa8c8155,,,,,,,,
45,1,292229.8503,9105269.845,0,,199026ed-cad1-40cd-a47e-c33bfa8c8155,,,,,,,,
45,1,292202.2865,9105173.719,0,,199026ed-cad1-40cd-a47e-c33bfa8c8155,,,,,,,,
45,1,292106.1604,9105201.283,0,,199026ed-cad1-40cd-a47e-c33bfa8c8155,,,,,,,,
46,1,292229.8503,9105269.845,0,,9965c7fc-33e8-47d4-a5e1-1255cb737620,,,,,,,,
46,1,292325.9764,9105242.281,0,,9965c7fc-33e8-47d4-a5e1-1255cb737620,,,,,,,,
46,1,292298.4127,9105146.155,0,,9965c7fc-33e8-47d4-a5e1-1255cb737620,,,,,,,,
46,1,292202.2865,9105173.719,0,,9965c7fc-33e8-47d4-a5e1-1255cb737620,,,,,,,,
47,1,292325.9764,9105242.281,0,,5f946eef-ab2b-4712-92ea-86825815b6f5,,,,,,,,
47,1,292422.1026,9105214.718,0,,5f946eef-ab2b-4712-92ea-86825815b6f5,,,,,,,,
47,1,292394.5389,9105118.591,0,,5f946eef-ab2b-4712-92ea-86825815b6f5,,,,,,,,
47,1,292298.4127,9105146.155,0,,5f946eef-ab2b-4712-92ea-86825815b6f5,,,,,,,,
48,1,292422.1026,9105214.718,0,,c3927382-51ea-44d7-8541-acdaeafa7449,,,,,,,,
48,1,292518.2288,9105187.154,0,,c3927382-51ea-44d7-8541-acdaeafa7449,,,,,,,,
48,1,292490.665,9105091.028,0,,c3927382-51ea-44d7-8541-acdaeafa7449,,,,,,,,
48,1,292394.5389,9105118.591,0,,c3927382-51ea-44d7-8541-acdaeafa7449,,,,,,,,
49,1,292518.2288,9105187.154,0,,012ef5b6-4947-42d4-aa0d-41281432424b,,,,,,,,
49,1,292614.3549,9105159.59,0,,012ef5b6-4947-42d4-aa0d-41281432424b,,,,,,,,
49,1,292586.7912,9105063.464,0,,012ef5b6-4947-42d4-aa0d-41281432424b,,,,,,,,
49,1,292490.665,9105091.028,0,,012ef5b6-4947-42d4-aa0d-41281432424b,,,,,,,,
50,1,292614.3549,9105159.59,0,,924b7480-2cfa-4e78-81fb-c0bd510e19e9,,,,,,,,
50,1,292710.4811,9105132.026,0,,924b7480-2cfa-4e78-81fb-c0bd510e19e9,,,,,,,,
50,1,292682.9174,9105035.9,0,,924b7480-2cfa-4e78-81fb-c0bd510e19e9,,,,,,,,
50,1,292586.7912,9105063.464,0,,924b7480-2cfa-4e78-81fb-c0bd510e19e9,,,,,,,,
51,1,292710.4811,9105132.026,0,,c31e46e4-c50a-4e2c-ae49-b791f5e8a03a,,,,,,,,
51,1,292806.6073,9105104.463,0,,c31e46e4-c50a-4e2c-ae49-b791f5e8a03a,,,,,,,,
51,1,292779.0435,9105008.336,0,,c31e46e4-c50a-4e2c-ae49-b791f5e8a03a,,,,,,,,
51,1,292682.9174,9105035.9,0,,c31e46e4-c50a-4e2c-ae49-b791f5e8a03a,,,,,,,,
52,1,292806.6073,9105104.463,0,,5d76955e-5cf7-4ee0-8601-3a3358ad3125,,,,,,,,
52,1,292902.7335,9105076.899,0,,5d76955e-5cf7-4ee0-8601-3a3358ad3125,,,,,,,,
52,1,292875.1697,9104980.773,0,,5d76955e-5cf7-4ee0-8601-3a3358ad3125,,,,,,,,
52,1,292779.0435,9105008.336,0,,5d76955e-5cf7-4ee0-8601-3a3358ad3125,,,,,,,,
53,1,292902.7335,9105076.899,0,,95f1d47c-7bd5-4caf-b5f9-f6063a68341a,,,,,,,,
53,1,292998.8596,9105049.335,0,,95f1d47c-7bd5-4caf-b5f9-f6063a68341a,,,,,,,,
