FeatureID,PartID,X,Y,Z,SLB_WHI_ID,,,,,,FeatureID,PartID,X,Y
0,1,292147.8529,9105709.477,0,3c3624f9-d7e8-4a0f-8663-758d006974cf,,,,0,,0,1,292147.8529,9105709.477
0,1,292243.979,9105681.913,0,3c3624f9-d7e8-4a0f-8663-758d006974cf,,,,0,,0,1,292243.979,9105681.913
0,1,292216.4153,9105585.787,0,3c3624f9-d7e8-4a0f-8663-758d006974cf,,,,0,,0,1,292216.4153,9105585.787
0,1,292120.2891,9105613.351,0,3c3624f9-d7e8-4a0f-8663-758d006974cf,,,,0,,0,1,292120.2891,9105613.351
0,1,292147.8529,9105709.477,0,3c3624f9-d7e8-4a0f-8663-758d006974cf,,,,1,,1,1,292243.979,9105681.913
1,1,292243.979,9105681.913,0,e9a754c8-1779-4cd4-81a3-33100b5f6b09,,,,0,,1,1,292340.1052,9105654.35
1,1,292340.1052,9105654.35,0,e9a754c8-1779-4cd4-81a3-33100b5f6b09,,,,0,,1,1,292312.5415,9105558.224
1,1,292312.5415,9105558.224,0,e9a754c8-1779-4cd4-81a3-33100b5f6b09,,,,0,,1,1,292216.4153,9105585.787
1,1,292216.4153,9105585.787,0,e9a754c8-1779-4cd4-81a3-33100b5f6b09,,,,0,,2,1,292120.2891,9105613.351
1,1,292243.979,9105681.913,0,e9a754c8-1779-4cd4-81a3-33100b5f6b09,,,,1,,2,1,292216.4153,9105585.787
2,1,292120.2891,9105613.351,0,5482fd6c-4a91-4ab3-91a3-1da875ca087c,,,,0,,2,1,292188.8516,9105489.661
2,1,292216.4153,9105585.787,0,5482fd6c-4a91-4ab3-91a3-1da875ca087c,,,,0,,2,1,292092.7254,9105517.225
2,1,292188.8516,9105489.661,0,5482fd6c-4a91-4ab3-91a3-1da875ca087c,,,,0,,3,1,292216.4153,9105585.787
2,1,292092.7254,9105517.225,0,5482fd6c-4a91-4ab3-91a3-1da875ca087c,,,,0,,3,1,292312.5415,9105558.224
2,1,292120.2891,9105613.351,0,5482fd6c-4a91-4ab3-91a3-1da875ca087c,,,,1,,3,1,292284.9777,9105462.097
3,1,292216.4153,9105585.787,0,279fe9e0-bba5-472e-8978-9d5313aabb71,,,,0,,3,1,292188.8516,9105489.661
3,1,292312.5415,9105558.224,0,279fe9e0-bba5-472e-8978-9d5313aabb71,,,,0,,4,1,292340.1052,9105654.35
3,1,292284.9777,9105462.097,0,279fe9e0-bba5-472e-8978-9d5313aabb71,,,,0,,4,1,292436.2314,9105626.786
3,1,292188.8516,9105489.661,0,279fe9e0-bba5-472e-8978-9d5313aabb71,,,,0,,4,1,292408.6676,9105530.66
3,1,292216.4153,9105585.787,0,279fe9e0-bba5-472e-8978-9d5313aabb71,,,,1,,4,1,292312.5415,9105558.224
4,1,292340.1052,9105654.35,0,81eeedc7-598e-4d37-a76c-8404d6f49d41,,,,0,,5,1,292312.5415,9105558.224
4,1,292436.2314,9105626.786,0,81eeedc7-598e-4d37-a76c-8404d6f49d41,,,,0,,5,1,292408.6676,9105530.66
4,1,292408.6676,9105530.66,0,81eeedc7-598e-4d37-a76c-8404d6f49d41,,,,0,,5,1,292381.1039,9105434.534
4,1,292312.5415,9105558.224,0,81eeedc7-598e-4d37-a76c-8404d6f49d41,,,,0,,5,1,292284.9777,9105462.097
4,1,292340.1052,9105654.35,0,81eeedc7-598e-4d37-a76c-8404d6f49d41,,,,1,,6,1,292436.2314,9105626.786
5,1,292312.5415,9105558.224,0,6c07cee2-ccd3-42df-a5da-637767a8ff33,,,,0,,6,1,292532.3575,9105599.222
5,1,292408.6676,9105530.66,0,6c07cee2-ccd3-42df-a5da-637767a8ff33,,,,0,,6,1,292504.7938,9105503.096
5,1,292381.1039,9105434.534,0,6c07cee2-ccd3-42df-a5da-637767a8ff33,,,,0,,6,1,292408.6676,9105530.66
5,1,292284.9777,9105462.097,0,6c07cee2-ccd3-42df-a5da-637767a8ff33,,,,0,,7,1,292408.6676,9105530.66
5,1,292312.5415,9105558.224,0,6c07cee2-ccd3-42df-a5da-637767a8ff33,,,,1,,7,1,292504.7938,9105503.096
6,1,292436.2314,9105626.786,0,4acdcd48-464f-432c-bd96-9838978e0acc,,,,0,,7,1,292477.2301,9105406.97
6,1,292532.3575,9105599.222,0,4acdcd48-464f-432c-bd96-9838978e0acc,,,,0,,7,1,292381.1039,9105434.534
6,1,292504.7938,9105503.096,0,4acdcd48-464f-432c-bd96-9838978e0acc,,,,0,,8,1,292532.3575,9105599.222
6,1,292408.6676,9105530.66,0,4acdcd48-464f-432c-bd96-9838978e0acc,,,,0,,8,1,292628.4837,9105571.658
6,1,292436.2314,9105626.786,0,4acdcd48-464f-432c-bd96-9838978e0acc,,,,1,,8,1,292600.92,9105475.532
7,1,292408.6676,9105530.66,0,eb9b4184-bb56-4b83-a709-8f22537c3598,,,,0,,8,1,292504.7938,9105503.096
7,1,292504.7938,9105503.096,0,eb9b4184-bb56-4b83-a709-8f22537c3598,,,,0,,9,1,292504.7938,9105503.096
7,1,292477.2301,9105406.97,0,eb9b4184-bb56-4b83-a709-8f22537c3598,,,,0,,9,1,292600.92,9105475.532
7,1,292381.1039,9105434.534,0,eb9b4184-bb56-4b83-a709-8f22537c3598,,,,0,,9,1,292573.3562,9105379.406
7,1,292408.6676,9105530.66,0,eb9b4184-bb56-4b83-a709-8f22537c3598,,,,1,,9,1,292477.2301,9105406.97
8,1,292532.3575,9105599.222,0,569d410e-fedf-49c7-9d63-6e9fbde8b365,,,,0,,10,1,292628.4837,9105571.658
8,1,292628.4837,9105571.658,0,569d410e-fedf-49c7-9d63-6e9fbde8b365,,,,0,,10,1,292724.6099,9105544.095
8,1,292600.92,9105475.532,0,569d410e-fedf-49c7-9d63-6e9fbde8b365,,,,0,,10,1,292697.0462,9105447.969
8,1,292504.7938,9105503.096,0,569d410e-fedf-49c7-9d63-6e9fbde8b365,,,,0,,10,1,292600.92,9105475.532
8,1,292532.3575,9105599.222,0,569d410e-fedf-49c7-9d63-6e9fbde8b365,,,,1,,11,1,292600.92,9105475.532
9,1,292504.7938,9105503.096,0,c6fc2c8b-2a98-406b-a1c7-4db72c90f5f5,,,,0,,11,1,292697.0462,9105447.969
9,1,292600.92,9105475.532,0,c6fc2c8b-2a98-406b-a1c7-4db72c90f5f5,,,,0,,11,1,292669.4824,9105351.842
9,1,292573.3562,9105379.406,0,c6fc2c8b-2a98-406b-a1c7-4db72c90f5f5,,,,0,,11,1,292573.3562,9105379.406
9,1,292477.2301,9105406.97,0,c6fc2c8b-2a98-406b-a1c7-4db72c90f5f5,,,,0,,12,1,292724.6099,9105544.095
9,1,292504.7938,9105503.096,0,c6fc2c8b-2a98-406b-a1c7-4db72c90f5f5,,,,1,,12,1,292820.7361,9105516.531
10,1,292628.4837,9105571.658,0,47cab72d-8b8c-48cb-94d3-c65ca31ac753,,,,0,,12,1,292793.1723,9105420.405
10,1,292724.6099,9105544.095,0,47cab72d-8b8c-48cb-94d3-c65ca31ac753,,,,0,,12,1,292697.0462,9105447.969
10,1,292697.0462,9105447.969,0,47cab72d-8b8c-48cb-94d3-c65ca31ac753,,,,0,,13,1,292697.0462,9105447.969
10,1,292600.92,9105475.532,0,47cab72d-8b8c-48cb-94d3-c65ca31ac753,,,,0,,13,1,292793.1723,9105420.405
10,1,292628.4837,9105571.658,0,47cab72d-8b8c-48cb-94d3-c65ca31ac753,,,,1,,13,1,292765.6086,9105324.279
11,1,292600.92,9105475.532,0,a9e297e3-4ddc-4bb4-97b8-2e51f070574e,,,,0,,13,1,292669.4824,9105351.842
11,1,292697.0462,9105447.969,0,a9e297e3-4ddc-4bb4-97b8-2e51f070574e,,,,0,,14,1,292820.7361,9105516.531
11,1,292669.4824,9105351.842,0,a9e297e3-4ddc-4bb4-97b8-2e51f070574e,,,,0,,14,1,292916.8622,9105488.967
11,1,292573.3562,9105379.406,0,a9e297e3-4ddc-4bb4-97b8-2e51f070574e,,,,0,,14,1,292889.2985,9105392.841
11,1,292600.92,9105475.532,0,a9e297e3-4ddc-4bb4-97b8-2e51f070574e,,,,1,,14,1,292793.1723,9105420.405
12,1,292724.6099,9105544.095,0,a360706e-295a-4bad-8047-20d6550e2ff3,,,,0,,15,1,292793.1723,9105420.405
12,1,292820.7361,9105516.531,0,a360706e-295a-4bad-8047-20d6550e2ff3,,,,0,,15,1,292889.2985,9105392.841
12,1,292793.1723,9105420.405,0,a360706e-295a-4bad-8047-20d6550e2ff3,,,,0,,15,1,292861.7348,9105296.715
