FeatureID,PartID,X,Y,Z,SLB_WHI_ID,,,,,,FeatureID,PartID,X,Y
0,1,292147.8529,9105709.477,0,842998ac-6ffe-4abb-b063-543e04e1b9d6,,,,0,,0,1,292147.8529,9105709.477
0,1,292243.979,9105681.913,0,842998ac-6ffe-4abb-b063-543e04e1b9d6,,,,0,,0,1,292243.979,9105681.913
0,1,292216.4153,9105585.787,0,842998ac-6ffe-4abb-b063-543e04e1b9d6,,,,0,,0,1,292216.4153,9105585.787
0,1,292120.2891,9105613.351,0,842998ac-6ffe-4abb-b063-543e04e1b9d6,,,,0,,0,1,292120.2891,9105613.351
0,1,292147.8529,9105709.477,0,842998ac-6ffe-4abb-b063-543e04e1b9d6,,,,1,,1,1,292243.979,9105681.913
1,1,292243.979,9105681.913,0,7ffefe96-8f2e-4844-af48-64c1bd37ad5d,,,,0,,1,1,292340.1052,9105654.35
1,1,292340.1052,9105654.35,0,7ffefe96-8f2e-4844-af48-64c1bd37ad5d,,,,0,,1,1,292312.5415,9105558.224
1,1,292312.5415,9105558.224,0,7ffefe96-8f2e-4844-af48-64c1bd37ad5d,,,,0,,1,1,292216.4153,9105585.787
1,1,292216.4153,9105585.787,0,7ffefe96-8f2e-4844-af48-64c1bd37ad5d,,,,0,,2,1,292120.2891,9105613.351
1,1,292243.979,9105681.913,0,7ffefe96-8f2e-4844-af48-64c1bd37ad5d,,,,1,,2,1,292216.4153,9105585.787
2,1,292120.2891,9105613.351,0,4226fde5-04e6-4a24-8c65-c42666d62736,,,,0,,2,1,292188.8516,9105489.661
2,1,292216.4153,9105585.787,0,4226fde5-04e6-4a24-8c65-c42666d62736,,,,0,,2,1,292092.7254,9105517.225
2,1,292188.8516,9105489.661,0,4226fde5-04e6-4a24-8c65-c42666d62736,,,,0,,3,1,292216.4153,9105585.787
2,1,292092.7254,9105517.225,0,4226fde5-04e6-4a24-8c65-c42666d62736,,,,0,,3,1,292312.5415,9105558.224
2,1,292120.2891,9105613.351,0,4226fde5-04e6-4a24-8c65-c42666d62736,,,,1,,3,1,292284.9777,9105462.097
3,1,292216.4153,9105585.787,0,fc67cf2b-3ccc-4bde-9af7-26ea85df1734,,,,0,,3,1,292188.8516,9105489.661
3,1,292312.5415,9105558.224,0,fc67cf2b-3ccc-4bde-9af7-26ea85df1734,,,,0,,4,1,292340.1052,9105654.35
3,1,292284.9777,9105462.097,0,fc67cf2b-3ccc-4bde-9af7-26ea85df1734,,,,0,,4,1,292436.2314,9105626.786
3,1,292188.8516,9105489.661,0,fc67cf2b-3ccc-4bde-9af7-26ea85df1734,,,,0,,4,1,292408.6676,9105530.66
3,1,292216.4153,9105585.787,0,fc67cf2b-3ccc-4bde-9af7-26ea85df1734,,,,1,,4,1,292312.5415,9105558.224
4,1,292340.1052,9105654.35,0,1a7183f1-de45-4223-a723-cac529f34c90,,,,0,,5,1,292312.5415,9105558.224
4,1,292436.2314,9105626.786,0,1a7183f1-de45-4223-a723-cac529f34c90,,,,0,,5,1,292408.6676,9105530.66
4,1,292408.6676,9105530.66,0,1a7183f1-de45-4223-a723-cac529f34c90,,,,0,,5,1,292381.1039,9105434.534
4,1,292312.5415,9105558.224,0,1a7183f1-de45-4223-a723-cac529f34c90,,,,0,,5,1,292284.9777,9105462.097
4,1,292340.1052,9105654.35,0,1a7183f1-de45-4223-a723-cac529f34c90,,,,1,,6,1,292436.2314,9105626.786
5,1,292312.5415,9105558.224,0,42f9ec99-7483-4c91-88c8-adc4e5fce293,,,,0,,6,1,292532.3575,9105599.222
5,1,292408.6676,9105530.66,0,42f9ec99-7483-4c91-88c8-adc4e5fce293,,,,0,,6,1,292504.7938,9105503.096
5,1,292381.1039,9105434.534,0,42f9ec99-7483-4c91-88c8-adc4e5fce293,,,,0,,6,1,292408.6676,9105530.66
5,1,292284.9777,9105462.097,0,42f9ec99-7483-4c91-88c8-adc4e5fce293,,,,0,,7,1,292408.6676,9105530.66
5,1,292312.5415,9105558.224,0,42f9ec99-7483-4c91-88c8-adc4e5fce293,,,,1,,7,1,292504.7938,9105503.096
