FeatureID,X,Y,Elevation
0,292182.1341,9105647.632,-185.770004
1,292278.2603,9105620.068,-185.330002
2,292374.3864,9105592.505,-185.669998
3,292470.5126,9105564.941,-185.589996
4,292566.6388,9105537.377,-185.539993
5,292662.7649,9105509.814,-185.559998
6,292758.8911,9105482.25,-186.130005
7,292855.0173,9105454.686,-186.110001
8,292951.1434,9105427.122,-187.080002
9,293047.2696,9105399.559,-187.240005
10,293143.3958,9105371.995,-189.660004
11,292154.5703,9105551.506,-188.339996
12,292250.6965,9105523.942,-193.740005
13,292346.8227,9105496.379,-192.380005
14,292442.9489,9105468.815,-202.240005
15,292539.075,9105441.251,-201.350006
16,292635.2012,9105413.687,-205.130005
17,292731.3274,9105386.124,-205.410004
18,292827.4535,9105358.56,-216.729996
19,292923.5797,9105330.996,-216.190002
20,293019.7059,9105303.432,-219.039993
21,293115.832,9105275.869,-219.330002
22,292127.0066,9105455.38,-185.589996
23,292223.1328,9105427.816,-185.5
24,292319.259,9105400.252,-185.990005
25,292415.3851,9105372.689,-186.360001
26,292511.5113,9105345.125,-187.389999
27,292607.6375,9105317.561,-188.660004
28,292703.7636,9105289.997,-191
29,292799.8898,9105262.434,-195.179993
30,292896.016,9105234.87,-208.869995
31,292992.1421,9105207.306,-216.320007
32,293088.2683,9105179.743,-221.070007
33,292099.4429,9105359.254,-185.960007
34,292195.569,9105331.69,-185.520004
35,292291.6952,9105304.126,-185.789993
36,292387.8214,9105276.562,-186.880005
37,292483.9476,9105248.999,-188.669998
38,292580.0737,9105221.435,-189.630005
39,292676.1999,9105193.871,-192.100006
40,292772.3261,9105166.308,-197.009995
41,292868.4522,9105138.744,-203.220001
42,292964.5784,9105111.18,-217.639999
43,293060.7046,9105083.616,-233.539993
44,292071.8791,9105263.128,-186.779999
45,292168.0053,9105235.564,-186.039993
46,292264.1315,9105208,-186.470001
47,292360.2577,9105180.436,-187.630005
48,292456.3838,9105152.873,-189.080002
49,292552.51,9105125.309,-191.809998
50,292648.6362,9105097.745,-194.080002
51,292744.7623,9105070.181,-197.690002
52,292840.8885,9105042.618,-204.929993
53,292937.0147,9105015.054,-217.339996
54,293033.1408,9104987.49,-220.809998
55,292044.3154,9105167.001,-187.75
56,292140.4416,9105139.438,-187.110001
57,292236.5677,9105111.874,-187.240005
58,292344.121,9105063.695,-188.369995
59,292428.8201,9105056.746,-190.309998
60,292524.9463,9105029.183,-192.619995
61,292621.0724,9105001.619,-196.080002
62,292717.1986,9104974.055,-204.389999
63,292813.3248,9104946.491,-206.830002
64,292909.4509,9104918.928,-224.300003
65,293005.5771,9104891.364,-229.130005
66,292016.7517,9105070.875,-188.789993
67,292112.8778,9105043.311,-188.679993
68,292209.004,9105015.748,-189.059998
69,292305.1302,9104988.184,-189.729996
70,292401.2564,9104960.62,-191.229996
71,292497.3825,9104933.057,-193.619995
72,292593.5087,9104905.493,-198.539993
73,292689.6349,9104877.929,-211.660004
74,292785.761,9104850.365,-218.759995
75,292881.8872,9104822.802,-236.490005
76,292978.0134,9104795.238,-244.169998
77,291989.1879,9104974.749,-190.210007
78,292085.3141,9104947.185,-190.399994
79,292181.4403,9104919.622,-191.089996
80,292277.5664,9104892.058,-191.789993
81,292373.6926,9104864.494,-192.800003
82,292469.8188,9104836.93,-194.009995
83,292565.945,9104809.367,-200.229996
84,292662.0711,9104781.803,-215.630005
85,292758.1973,9104754.239,-223.070007
86,292854.3235,9104726.675,-242.589996
87,292950.4496,9104699.112,-248.889999
88,291961.6242,9104878.623,-191.850006
89,292057.7504,9104851.059,-192.380005
90,292153.8765,9104823.495,-193.479996
91,292250.0027,9104795.932,-195.919998
92,292346.1289,9104768.368,-198.770004
93,292442.255,9104740.804,-202.139999
94,292538.3812,9104713.24,-205.779999
95,292634.5074,9104685.677,-218.460007
96,292730.6336,9104658.113,-234.639999
97,292826.7597,9104630.549,-256
98,292922.8859,9104602.985,-266.690002
99,291934.0605,9104782.497,-193.610001
100,292030.1866,9104754.933,-195.850006
101,292126.3128,9104727.369,-200.419998
102,292222.439,9104699.805,-207.119995
103,292318.5651,9104672.242,-214.050003
104,292414.6913,9104644.678,-217.809998
105,292510.8175,9104617.114,-222.619995
106,292606.9437,9104589.551,-231.190002
107,292703.0698,9104561.987,-242.160004
108,292799.196,9104534.423,-271.48999
109,292895.3222,9104506.859,-288.690002
110,291906.4967,9104686.371,-194.990005
111,292002.6229,9104658.807,-200.399994
112,292098.7491,9104631.243,-212.919998
113,292194.8752,9104603.679,-220.990005
114,292291.0014,9104576.116,-228.25
115,292387.1276,9104548.552,-235.350006
116,292483.2537,9104520.988,-240.940002
117,292579.3799,9104493.424,-251.059998
118,292675.5061,9104465.861,-263.109985
119,292771.6323,9104438.297,-288.75
120,292867.7584,9104410.733,-315.850006
121,291878.933,9104590.244,-200.029999
122,291975.0592,9104562.681,-207.389999
123,292071.1853,9104535.117,-221.429993
124,292167.3115,9104507.553,-234.5
125,292263.4377,9104479.989,-241.910004
126,292359.5638,9104452.426,-249.979996
127,292455.69,9104424.862,-261.100006
128,292551.8162,9104397.298,-271.540009
129,292647.9424,9104369.734,-284.670013
130,292744.0685,9104342.171,-309.429993
131,292840.1947,9104314.607,-320.380005
132,291851.3693,9104494.118,-211.850006
133,291947.4954,9104466.554,-221.320007
134,292043.6216,9104438.991,-230.600006
135,292139.7478,9104411.427,-240.940002
136,292235.8739,9104383.863,-252.520004
137,292332.0001,9104356.299,-267.309998
138,292428.1263,9104328.736,-280.929993
139,292524.2524,9104301.172,-300.570007
140,292620.3786,9104273.608,-309.630005
141,292716.5048,9104246.045,-333.779999
142,292812.631,9104218.481,-342.399994
143,291823.8055,9104397.992,-228.690002
144,291919.9317,9104370.428,-234.740005
145,292016.0579,9104342.865,-245.820007
146,292112.184,9104315.301,-254.460007
147,292208.3102,9104287.737,-264.970001
148,292304.4364,9104260.173,-282.48999
149,292400.5625,9104232.61,-304.48999
150,292496.6887,9104205.046,-323.130005
151,292592.8149,9104177.482,-332.799988
152,292688.941,9104149.918,-352.769989
153,292785.0672,9104122.355,-362.609985
