Z,TOP,BOTTOM,TICKNES,ROW,COLUMN,LAYER
-42.859499,-41.896999,-43.821999,1.924999,14,51,4
-50.019001,-49.145001,-50.893002,1.748001,14,52,4
-57.511999,-56.717999,-58.306000,1.588001,14,53,4
-67.795998,-67.117996,-68.473999,1.356003,14,54,4
-73.449501,-72.845001,-74.054001,1.209000,14,55,4
-77.123001,-76.596001,-77.650002,1.054001,14,56,4
-77.158501,-76.655998,-77.661003,1.005005,14,57,4
-77.178001,-76.678001,-77.678001,1.000000,14,58,4
-77.153000,-76.653000,-77.653000,1.000000,14,59,4
-77.177002,-76.677002,-77.677002,1.000000,14,60,4
-42.074001,-41.012001,-43.136002,2.124001,15,50,4
-44.879499,-43.867001,-45.891998,2.024998,15,51,4
-53.464500,-52.561001,-54.368000,1.806999,15,52,4
-61.172501,-60.359001,-61.986000,1.626999,15,53,4
-67.693500,-66.972000,-68.415001,1.443001,15,54,4
-74.302502,-73.689003,-74.916000,1.226997,15,55,4
-76.819500,-76.277000,-77.361999,1.084999,15,56,4
-77.330498,-76.824997,-77.835999,1.011002,15,57,4
-77.348000,-76.848000,-77.848000,1.000000,15,58,4
-77.325996,-76.825996,-77.825996,1.000000,15,59,4
-77.348000,-76.848000,-77.848000,1.000000,15,60,4
-40.719999,-39.570000,-41.869999,2.299999,16,50,4
-45.653000,-44.577999,-46.728001,2.150002,16,51,4
-52.289999,-51.306999,-53.272999,1.966000,16,52,4
-61.896500,-61.056999,-62.736000,1.679001,16,53,4
-69.131000,-68.391998,-69.870003,1.478004,16,54,4
-73.811500,-73.179001,-74.444000,1.264999,16,55,4
-76.522999,-75.976997,-77.069000,1.092003,16,56,4
-77.345501,-76.832001,-77.859001,1.027000,16,57,4
-77.512001,-77.009003,-78.014999,1.005997,16,58,4
-77.486000,-76.986000,-77.986000,1.000000,16,59,4
-77.518997,-77.018997,-78.018997,1.000000,16,60,4
-41.488001,-40.270001,-42.706001,2.436001,17,50,4
-42.480499,-41.291000,-43.669998,2.378998,17,51,4
-52.376999,-51.335999,-53.417999,2.082001,17,52,4
-59.234001,-58.296001,-60.172001,1.875999,17,53,4
-67.979000,-67.209000,-68.749000,1.540001,17,54,4
-72.919998,-72.278999,-73.560997,1.281998,17,55,4
-75.122997,-74.544998,-75.700996,1.155998,17,56,4
-77.172001,-76.654999,-77.689003,1.034004,17,57,4
-77.627499,-77.124000,-78.130997,1.006996,17,58,4
-77.646004,-77.146004,-78.146004,1.000000,17,59,4
-77.641998,-77.141998,-78.141998,1.000000,17,60,4
-41.255001,-39.971001,-42.539001,2.568001,18,50,4
-40.606501,-39.326000,-41.887001,2.561001,18,51,4
-47.630999,-46.453999,-48.807999,2.354000,18,52,4
-57.572500,-56.576000,-58.569000,1.993000,18,53,4
-64.843998,-64.001000,-65.686997,1.685997,18,54,4
-70.346500,-69.651001,-71.042000,1.390999,18,55,4
-74.352001,-73.763001,-74.941002,1.178001,18,56,4
-76.551498,-76.018997,-77.084000,1.065002,18,57,4
-77.514500,-77.005997,-78.023003,1.017006,18,58,4
-77.824997,-77.324997,-78.324997,1.000000,18,59,4
-77.848000,-77.348000,-78.348000,1.000000,18,60,4
-40.422001,-39.069000,-41.775002,2.706001,19,50,4
-41.101500,-39.763000,-42.439999,2.676998,19,51,4
-43.938499,-42.645001,-45.231998,2.586998,19,52,4
-50.805000,-49.644001,-51.966000,2.321999,19,53,4
-59.686499,-58.731998,-60.640999,1.909000,19,54,4
-69.083000,-68.363998,-69.802002,1.438004,19,55,4
-73.770500,-73.167000,-74.374000,1.207001,19,56,4
-77.225002,-76.706001,-77.744003,1.038002,19,57,4
-78.029999,-77.529999,-78.529999,1.000000,19,58,4
-77.995003,-77.495003,-78.495003,1.000000,19,59,4
-78.027000,-77.527000,-78.527000,1.000000,19,60,4
-40.789000,-39.394001,-42.183998,2.789997,20,50,4
-40.398499,-38.988998,-41.807999,2.819000,20,51,4
-43.346499,-42.002998,-44.689999,2.687000,20,52,4
-47.881500,-46.643002,-49.119999,2.476997,20,53,4
-55.527500,-54.473999,-56.581001,2.107002,20,54,4
-66.005501,-65.208000,-66.803001,1.595001,20,55,4
-74.883499,-74.303001,-75.463997,1.160995,20,56,4
-77.450501,-76.932999,-77.968002,1.035004,20,57,4
-78.202004,-77.702004,-78.702004,1.000000,20,58,4
-78.180000,-77.680000,-78.680000,1.000000,20,59,4
-78.202004,-77.702004,-78.702004,1.000000,20,60,4
