FeatureID,X,Y,Elevation
73,292689.6349,9104877.929,-75.723
74,292785.761,9104850.365,-76.070999
75,292881.8872,9104822.802,-75.639
76,292978.0134,9104795.238,-76.097
77,291989.1879,9104974.749,-42.261002
78,292085.3141,9104947.185,-41.896999
79,292181.4403,9104919.622,-49.145001
80,292277.5664,9104892.058,-56.717999
81,292373.6926,9104864.494,-67.117996
82,292469.8188,9104836.93,-72.845001
83,292565.945,9104809.367,-76.596001
84,292662.0711,9104781.803,-76.655998
85,292758.1973,9104754.239,-76.678001
86,292854.3235,9104726.675,-76.653
87,292950.4496,9104699.112,-76.677002
88,291961.6242,9104878.623,-41.012001
89,292057.7504,9104851.059,-43.867001
90,292153.8765,9104823.495,-52.561001
91,292250.0027,9104795.932,-60.359001
92,292346.1289,9104768.368,-66.972
93,292442.255,9104740.804,-73.689003
94,292538.3812,9104713.24,-76.277
95,292634.5074,9104685.677,-76.824997
96,292730.6336,9104658.113,-76.848
97,292826.7597,9104630.549,-76.825996
98,292922.8859,9104602.985,-76.848
99,291934.0605,9104782.497,-39.57
100,292030.1866,9104754.933,-44.577999
101,292126.3128,9104727.369,-51.306999
102,292222.439,9104699.805,-61.056999
103,292318.5651,9104672.242,-68.391998
104,292414.6913,9104644.678,-73.179001
105,292510.8175,9104617.114,-75.976997
106,292606.9437,9104589.551,-76.832001
107,292703.0698,9104561.987,-77.009003
108,292799.196,9104534.423,-76.986
109,292895.3222,9104506.859,-77.018997
110,291906.4967,9104686.371,-40.270001
111,292002.6229,9104658.807,-41.291
112,292098.7491,9104631.243,-51.335999
113,292194.8752,9104603.679,-58.296001
114,292291.0014,9104576.116,-67.209
115,292387.1276,9104548.552,-72.278999
116,292483.2537,9104520.988,-74.544998
117,292579.3799,9104493.424,-76.654999
118,292675.5061,9104465.861,-77.124
119,292771.6323,9104438.297,-77.146004
120,292867.7584,9104410.733,-77.141998
121,291878.933,9104590.244,-39.971001
122,291975.0592,9104562.681,-39.326
123,292071.1853,9104535.117,-46.453999
124,292167.3115,9104507.553,-56.576
125,292263.4377,9104479.989,-64.001
126,292359.5638,9104452.426,-69.651001
127,292455.69,9104424.862,-73.763001
128,292551.8162,9104397.298,-76.018997
129,292647.9424,9104369.734,-77.005997
130,292744.0685,9104342.171,-77.324997
131,292840.1947,9104314.607,-77.348
132,291851.3693,9104494.118,-39.069
133,291947.4954,9104466.554,-39.763
134,292043.6216,9104438.991,-42.645001
135,292139.7478,9104411.427,-49.644001
136,292235.8739,9104383.863,-58.731998
137,292332.0001,9104356.299,-68.363998
138,292428.1263,9104328.736,-73.167
139,292524.2524,9104301.172,-76.706001
140,292620.3786,9104273.608,-77.529999
141,292716.5048,9104246.045,-77.495003
142,292812.631,9104218.481,-77.527
143,291823.8055,9104397.992,-39.394001
144,291919.9317,9104370.428,-38.988998
145,292016.0579,9104342.865,-42.002998
146,292112.184,9104315.301,-46.643002
147,292208.3102,9104287.737,-54.473999
148,292304.4364,9104260.173,-65.208
149,292400.5625,9104232.61,-74.303001
150,292496.6887,9104205.046,-76.932999
151,292592.8149,9104177.482,-77.702004
152,292688.941,9104149.918,-77.68
153,292785.0672,9104122.355,-77.702004
