FeatureID,X,Y,Elevation
131,292840.1947,9104314.607,-1.0006
132,291851.3693,9104494.118,6.4781
133,291947.4954,9104466.554,6.6637
134,292043.6216,9104438.991,7.2752
135,292139.7478,9104411.427,7.5339
136,292235.8739,9104383.863,5.5507
137,292332.0001,9104356.299,1.9999
138,292428.1263,9104328.736,0.52709
139,292524.2524,9104301.172,-0.85055
140,292620.3786,9104273.608,-1
141,292716.5048,9104246.045,-1.0035
142,292812.631,9104218.481,-1
143,291823.8055,9104397.992,7.132
144,291919.9317,9104370.428,7.0385
145,292016.0579,9104342.865,7.2492
146,292112.184,9104315.301,6.8168
147,292208.3102,9104287.737,5.7913
148,292304.4364,9104260.173,3.0661
149,292400.5625,9104232.61,-0.37275
150,292496.6887,9104205.046,-0.97722
151,292592.8149,9104177.482,-1
152,292688.941,9104149.918,-1.0019
153,292785.0672,9104122.355,-1
