Z,TOP,BOTTOM,TICKNES,ROW,COLUMN,LAYER
-76.646004,-76.146004,-77.146004,1.000000,17,59,3
-76.641998,-76.141998,-77.141998,1.000000,17,60,3
-37.281500,-34.591999,-39.971001,5.379002,18,50,3
-37.166500,-35.007000,-39.326000,4.319000,18,51,3
-45.051498,-43.648998,-46.453999,2.805000,18,52,3
-55.666000,-54.756000,-56.576000,1.820000,18,53,3
-63.347500,-62.694000,-64.001000,1.306999,18,54,3
-69.062000,-68.473000,-69.651001,1.178001,18,55,3
-73.221500,-72.680000,-73.763001,1.083000,18,56,3
-75.503498,-74.987999,-76.018997,1.030998,18,57,3
-76.501999,-75.998001,-77.005997,1.007996,18,58,3
-76.824997,-76.324997,-77.324997,1.000000,18,59,3
-76.848000,-76.348000,-77.348000,1.000000,18,60,3
-36.486000,-33.903000,-39.069000,5.166000,19,50,3
-37.722000,-35.681000,-39.763000,4.082001,19,51,3
-41.210001,-39.775002,-42.645001,2.869999,19,52,3
-48.694000,-47.744000,-49.644001,1.900002,19,53,3
-58.000000,-57.268002,-58.731998,1.463997,19,54,3
-67.757999,-67.152000,-68.363998,1.211998,19,55,3
-72.616501,-72.066002,-73.167000,1.100998,19,56,3
-76.197002,-75.688003,-76.706001,1.017998,19,57,3
-77.029999,-76.529999,-77.529999,1.000000,19,58,3
-76.995003,-76.495003,-77.495003,1.000000,19,59,3
-77.027000,-76.527000,-77.527000,1.000000,19,60,3
-36.817501,-34.241001,-39.394001,5.153000,20,50,3
-36.799999,-34.611000,-38.988998,4.377998,20,51,3
-40.702499,-39.402000,-42.002998,2.600998,20,52,3
-45.725500,-44.807999,-46.643002,1.835003,20,53,3
-53.704500,-52.935001,-54.473999,1.538998,20,54,3
-64.563500,-63.918999,-65.208000,1.289001,20,55,3
-73.763500,-73.223999,-74.303001,1.079002,20,56,3
-76.424499,-75.916000,-76.932999,1.016998,20,57,3
-77.202004,-76.702004,-77.702004,1.000000,20,58,3
-77.180000,-76.680000,-77.680000,1.000000,20,59,3
-77.202004,-76.702004,-77.702004,1.000000,20,60,3
