FeatureID,X,Y,Elevation,KX,KY,KZ,INHD
62,292717.1986,9104974.055,-71.811997,0.3,0.3,0.003,0
63,292813.3248,9104946.491,-74.043999,0.3,0.3,0.003,0
64,292909.4509,9104918.928,-73.375,0.3,0.3,0.003,0
65,293005.5771,9104891.364,-74.059998,0.3,0.3,0.003,0
66,292016.7517,9105070.875,-42.286999,0.3,0.3,0.003,8
67,292112.8778,9105043.311,-43.797001,0.3,0.3,0.003,8
68,292209.004,9105015.748,-46.658001,0.3,0.3,0.003,9
69,292305.1302,9104988.184,-50.264999,0.3,0.3,0.003,10
70,292401.2564,9104960.62,-60.161999,0.3,0.3,0.003,8
71,292497.3825,9104933.057,-70.488998,0.3,0.3,0.003,5
72,292593.5087,9104905.493,-75.356003,0.3,0.3,0.003,3
73,292689.6349,9104877.929,-76.728996,0.3,0.3,0.003,0
74,292785.761,9104850.365,-77.070999,0.3,0.3,0.003,0
75,292881.8872,9104822.802,-76.639,0.3,0.3,0.003,0
76,292978.0134,9104795.238,-77.097,0.3,0.3,0.003,0
77,291989.1879,9104974.749,-44.199001,0.3,0.3,0.003,8
78,292085.3141,9104947.185,-43.821999,0.3,0.3,0.003,8
79,292181.4403,9104919.622,-50.893002,0.3,0.3,0.003,10
80,292277.5664,9104892.058,-58.306,0.3,0.3,0.003,11
81,292373.6926,9104864.494,-68.473999,0.3,0.3,0.003,11
82,292469.8188,9104836.93,-74.054001,0.3,0.3,0.003,9
83,292565.945,9104809.367,-77.650002,0.3,0.3,0.003,4
84,292662.0711,9104781.803,-77.661003,0.3,0.3,0.003,0
85,292758.1973,9104754.239,-77.678001,0.3,0.3,0.003,0
86,292854.3235,9104726.675,-77.653,0.3,0.3,0.003,0
87,292950.4496,9104699.112,-77.677002,0.3,0.3,0.003,0
88,291961.6242,9104878.623,-43.136002,0.3,0.3,0.003,8
89,292057.7504,9104851.059,-45.891998,0.3,0.3,0.003,9
90,292153.8765,9104823.495,-54.368,0.3,0.3,0.003,10
91,292250.0027,9104795.932,-61.986,0.3,0.3,0.003,10
92,292346.1289,9104768.368,-68.415001,0.3,0.3,0.003,8
93,292442.255,9104740.804,-74.916,0.3,0.3,0.003,6
94,292538.3812,9104713.24,-77.361999,0.3,0.3,0.003,3
95,292634.5074,9104685.677,-77.835999,0.3,0.3,0.003,0
96,292730.6336,9104658.113,-77.848,0.3,0.3,0.003,0
97,292826.7597,9104630.549,-77.825996,0.3,0.3,0.003,0
98,292922.8859,9104602.985,-77.848,0.3,0.3,0.003,0
99,291934.0605,9104782.497,-41.869999,0.3,0.3,0.003,8
100,292030.1866,9104754.933,-46.728001,0.3,0.3,0.003,9
101,292126.3128,9104727.369,-53.272999,0.3,0.3,0.003,9
102,292222.439,9104699.805,-62.736,0.3,0.3,0.003,8
103,292318.5651,9104672.242,-69.870003,0.3,0.3,0.003,7
104,292414.6913,9104644.678,-74.444,0.3,0.3,0.003,4
105,292510.8175,9104617.114,-77.069,0.3,0.3,0.003,2
106,292606.9437,9104589.551,-77.859001,0.3,0.3,0.003,0
107,292703.0698,9104561.987,-78.014999,0.3,0.3,0.003,0
108,292799.196,9104534.423,-77.986,0.3,0.3,0.003,0
109,292895.3222,9104506.859,-78.018997,0.3,0.3,0.003,0
110,291906.4967,9104686.371,-42.706001,0.3,0.3,0.003,8
111,292002.6229,9104658.807,-43.669998,0.3,0.3,0.003,9
112,292098.7491,9104631.243,-53.417999,0.3,0.3,0.003,9
113,292194.8752,9104603.679,-60.172001,0.3,0.3,0.003,10
114,292291.0014,9104576.116,-68.749,0.3,0.3,0.003,7
115,292387.1276,9104548.552,-73.560997,0.3,0.3,0.003,4
116,292483.2537,9104520.988,-75.700996,0.3,0.3,0.003,2
117,292579.3799,9104493.424,-77.689003,0.3,0.3,0.003,0
118,292675.5061,9104465.861,-78.130997,0.3,0.3,0.003,0
119,292771.6323,9104438.297,-78.146004,0.3,0.3,0.003,0
120,292867.7584,9104410.733,-78.141998,0.3,0.3,0.003,0
121,291878.933,9104590.244,-42.539001,0.3,0.3,0.003,8
122,291975.0592,9104562.681,-41.887001,0.3,0.3,0.003,8
123,292071.1853,9104535.117,-48.807999,0.3,0.3,0.003,8
124,292167.3115,9104507.553,-58.569,0.3,0.3,0.003,7
125,292263.4377,9104479.989,-65.686997,0.3,0.3,0.003,5
126,292359.5638,9104452.426,-71.042,0.3,0.3,0.003,3
127,292455.69,9104424.862,-74.941002,0.3,0.3,0.003,1
128,292551.8162,9104397.298,-77.084,0.3,0.3,0.003,0
129,292647.9424,9104369.734,-78.023003,0.3,0.3,0.003,0
130,292744.0685,9104342.171,-78.324997,0.3,0.3,0.003,0
131,292840.1947,9104314.607,-78.348,0.3,0.3,0.003,0
132,291851.3693,9104494.118,-41.775002,0.3,0.3,0.003,7
133,291947.4954,9104466.554,-42.439999,0.3,0.3,0.003,8
134,292043.6216,9104438.991,-45.231998,0.3,0.3,0.003,8
135,292139.7478,9104411.427,-51.966,0.3,0.3,0.003,9
136,292235.8739,9104383.863,-60.640999,0.3,0.3,0.003,7
137,292332.0001,9104356.299,-69.802002,0.3,0.3,0.003,3
138,292428.1263,9104328.736,-74.374,0.3,0.3,0.003,2
139,292524.2524,9104301.172,-77.744003,0.3,0.3,0.003,0
140,292620.3786,9104273.608,-78.529999,0.3,0.3,0.003,0
141,292716.5048,9104246.045,-78.495003,0.3,0.3,0.003,0
142,292812.631,9104218.481,-78.527,0.3,0.3,0.003,0
143,291823.8055,9104397.992,-42.183998,0.3,0.3,0.003,8
144,291919.9317,9104370.428,-41.807999,0.3,0.3,0.003,8
145,292016.0579,9104342.865,-44.689999,0.3,0.3,0.003,8
146,292112.184,9104315.301,-49.119999,0.3,0.3,0.003,8
147,292208.3102,9104287.737,-56.581001,0.3,0.3,0.003,7
148,292304.4364,9104260.173,-66.803001,0.3,0.3,0.003,4
149,292400.5625,9104232.61,-75.463997,0.3,0.3,0.003,1
150,292496.6887,9104205.046,-77.968002,0.3,0.3,0.003,0
151,292592.8149,9104177.482,-78.702004,0.3,0.3,0.003,0
152,292688.941,9104149.918,-78.68,0.3,0.3,0.003,0
153,292785.0672,9104122.355,-78.702004,0.3,0.3,0.003,0
