FeatureID,X,Y,Elevation,KX,KY,KZ,INHD
67,292112.8778,9105043.311,-34.597,0.1,0.1,0.01,8
68,292209.004,9105015.748,-37.615002,0.1,0.1,0.01,9
69,292305.1302,9104988.184,-41.615002,0.1,0.1,0.01,10
70,292401.2564,9104960.62,-53.577,0.1,0.1,0.01,8
71,292497.3825,9104933.057,-66.559998,0.1,0.1,0.01,5
72,292593.5087,9104905.493,-72.799004,0.1,0.1,0.01,3
73,292689.6349,9104877.929,-74.621002,0.1,0.1,0.01,0
74,292785.761,9104850.365,-75.013001,0.1,0.1,0.01,0
75,292881.8872,9104822.802,-74.525002,0.1,0.1,0.01,0
76,292978.0134,9104795.238,-75.041,0.1,0.1,0.01,0
77,291989.1879,9104974.749,-35.988998,0.1,0.1,0.01,8
78,292085.3141,9104947.185,-35.330002,0.1,0.1,0.01,8
79,292181.4403,9104919.622,-43.445,0.1,0.1,0.01,10
80,292277.5664,9104892.058,-52.215,0.1,0.1,0.01,11
81,292373.6926,9104864.494,-64.476997,0.1,0.1,0.01,11
82,292469.8188,9104836.93,-71.263001,0.1,0.1,0.01,9
83,292565.945,9104809.367,-75.593002,0.1,0.1,0.01,4
84,292662.0711,9104781.803,-75.655998,0.1,0.1,0.01,0
85,292758.1973,9104754.239,-75.678001,0.1,0.1,0.01,0
86,292854.3235,9104726.675,-75.653,0.1,0.1,0.01,0
87,292950.4496,9104699.112,-75.677002,0.1,0.1,0.01,0
88,291961.6242,9104878.623,-35.487999,0.1,0.1,0.01,8
89,292057.7504,9104851.059,-38.455002,0.1,0.1,0.01,9
90,292153.8765,9104823.495,-48.313,0.1,0.1,0.01,10
91,292250.0027,9104795.932,-57.254002,0.1,0.1,0.01,10
92,292346.1289,9104768.368,-64.836998,0.1,0.1,0.01,8
93,292442.255,9104740.804,-72.458,0.1,0.1,0.01,6
94,292538.3812,9104713.24,-75.264999,0.1,0.1,0.01,3
95,292634.5074,9104685.677,-75.824997,0.1,0.1,0.01,0
96,292730.6336,9104658.113,-75.848,0.1,0.1,0.01,0
97,292826.7597,9104630.549,-75.825996,0.1,0.1,0.01,0
98,292922.8859,9104602.985,-75.848,0.1,0.1,0.01,0
99,291934.0605,9104782.497,-34.599998,0.1,0.1,0.01,8
100,292030.1866,9104754.933,-40.119,0.1,0.1,0.01,9
101,292126.3128,9104727.369,-47.632,0.1,0.1,0.01,9
102,292222.439,9104699.805,-58.587002,0.1,0.1,0.01,8
103,292318.5651,9104672.242,-66.917999,0.1,0.1,0.01,7
104,292414.6913,9104644.678,-72.092003,0.1,0.1,0.01,4
105,292510.8175,9104617.114,-74.954002,0.1,0.1,0.01,2
106,292606.9437,9104589.551,-75.828003,0.1,0.1,0.01,0
107,292703.0698,9104561.987,-76.009003,0.1,0.1,0.01,0
108,292799.196,9104534.423,-75.986,0.1,0.1,0.01,0
109,292895.3222,9104506.859,-76.018997,0.1,0.1,0.01,0
110,291906.4967,9104686.371,-35.467999,0.1,0.1,0.01,8
111,292002.6229,9104658.807,-36.994,0.1,0.1,0.01,9
112,292098.7491,9104631.243,-48.397999,0.1,0.1,0.01,9
113,292194.8752,9104603.679,-56.183998,0.1,0.1,0.01,10
114,292291.0014,9104576.116,-65.897003,0.1,0.1,0.01,7
115,292387.1276,9104548.552,-71.167,0.1,0.1,0.01,4
116,292483.2537,9104520.988,-73.485001,0.1,0.1,0.01,2
117,292579.3799,9104493.424,-75.642998,0.1,0.1,0.01,0
118,292675.5061,9104465.861,-76.123001,0.1,0.1,0.01,0
119,292771.6323,9104438.297,-76.146004,0.1,0.1,0.01,0
120,292867.7584,9104410.733,-76.141998,0.1,0.1,0.01,0
121,291878.933,9104590.244,-34.591999,0.1,0.1,0.01,8
122,291975.0592,9104562.681,-35.007,0.1,0.1,0.01,8
123,292071.1853,9104535.117,-43.648998,0.1,0.1,0.01,8
124,292167.3115,9104507.553,-54.756,0.1,0.1,0.01,7
125,292263.4377,9104479.989,-62.694,0.1,0.1,0.01,5
126,292359.5638,9104452.426,-68.473,0.1,0.1,0.01,3
127,292455.69,9104424.862,-72.68,0.1,0.1,0.01,1
128,292551.8162,9104397.298,-74.987999,0.1,0.1,0.01,0
129,292647.9424,9104369.734,-75.998001,0.1,0.1,0.01,0
130,292744.0685,9104342.171,-76.324997,0.1,0.1,0.01,0
131,292840.1947,9104314.607,-76.348,0.1,0.1,0.01,0
132,291851.3693,9104494.118,-33.903,0.1,0.1,0.01,7
133,291947.4954,9104466.554,-35.681,0.1,0.1,0.01,8
134,292043.6216,9104438.991,-39.775002,0.1,0.1,0.01,8
135,292139.7478,9104411.427,-47.744,15,15,1.5,9
136,292235.8739,9104383.863,-57.268002,15,15,1.5,7
137,292332.0001,9104356.299,-67.152,0.1,0.1,0.01,3
138,292428.1263,9104328.736,-72.066002,0.1,0.1,0.01,2
139,292524.2524,9104301.172,-75.688003,0.1,0.1,0.01,0
140,292620.3786,9104273.608,-76.529999,0.1,0.1,0.01,0
141,292716.5048,9104246.045,-76.495003,0.1,0.1,0.01,0
142,292812.631,9104218.481,-76.527,0.1,0.1,0.01,0
143,291823.8055,9104397.992,-34.241001,0.1,0.1,0.01,8
144,291919.9317,9104370.428,-34.611,0.1,0.1,0.01,8
145,292016.0579,9104342.865,-39.402,15,15,1.5,8
146,292112.184,9104315.301,-44.807999,15,15,1.5,8
147,292208.3102,9104287.737,-52.935001,15,15,1.5,7
148,292304.4364,9104260.173,-63.918999,0.1,0.1,0.01,4
149,292400.5625,9104232.61,-73.223999,0.1,0.1,0.01,1
150,292496.6887,9104205.046,-75.916,0.1,0.1,0.01,0
151,292592.8149,9104177.482,-76.702004,0.1,0.1,0.01,0
152,292688.941,9104149.918,-76.68,0.1,0.1,0.01,0
153,292785.0672,9104122.355,-76.702004,0.1,0.1,0.01,0
